ID_interaction;Class_interactions;0;1;2;3;4;5;6;7;8;9
552;1;344785;424;133;16;3;15;2;2;3;1
553;1;411602;103;64;0;22;0;0;4;0;9
554;1;358298;220;79;21;16;16;5;0;8;5
555;1;411654;108;23;7;2;5;0;0;0;5
556;1;1101702;677;84;25;14;52;15;1;0;2
557;1;478150;68;4;0;0;0;0;0;0;2
558;1;424296;343;371;31;14;18;1;13;0;1
559;1;358544;64;33;18;4;0;2;0;0;3
560;1;391668;93;25;8;66;13;0;0;1;4
561;1;411629;134;28;4;3;4;0;0;0;2
562;1;537369;499;37;30;13;16;4;2;21;11
563;1;404824;272;50;1;8;6;0;0;0;1
564;1;503878;764;73;43;13;16;3;0;1;1
565;1;431621;90;6;2;1;5;0;0;0;5
566;1;378456;46;43;18;5;15;0;0;2;9
567;1;484678;108;8;62;0;2;6;0;0;2
568;1;491490;12;4;0;0;0;0;0;0;2
569;1;311876;192;32;17;26;13;14;2;0;2
570;1;497931;133;12;61;3;2;6;0;0;2
571;1;863046;290;61;52;5;0;0;5;0;1
572;1;358521;92;28;1;2;19;1;0;0;4
573;1;1022055;654;73;42;10;6;15;0;0;13
574;1;378594;0;0;0;0;0;0;0;0;0
575;1;425088;0;0;0;0;0;0;0;0;0
576;1;491508;0;0;0;0;0;0;0;0;0
577;1;325458;0;0;0;0;0;0;0;0;0
578;1;418446;0;0;0;0;0;0;0;0;0
579;1;484866;0;0;0;0;0;0;0;0;0
580;1;66215;0;0;0;0;0;0;0;0;0
581;1;305532;0;0;0;0;0;0;0;0;0
582;1;538002;0;0;0;0;0;0;0;0;0
583;1;365310;0;0;0;0;0;0;0;0;0
584;1;450820;561;141;65;18;37;0;13;0;1
585;1;279713;421;132;52;102;13;6;0;0;1
586;1;471410;61;30;70;1;2;6;0;0;2
587;1;411766;21;4;1;2;6;1;2;0;1
588;1;378578;0;0;0;0;14;0;0;0;2
589;1;299774;94;8;0;3;12;0;0;0;24
590;1;457853;297;40;6;73;25;1;0;1;2
591;1;358668;0;0;0;0;0;0;0;0;0
592;1;458298;0;0;0;0;0;0;0;0;0
593;1;298890;0;0;0;0;0;0;0;0;0
594;1;431730;0;0;0;0;0;0;0;0;0
595;1;352026;0;0;0;0;0;0;0;0;0
596;1;338742;0;0;0;0;0;0;0;0;0
597;1;50635;0;0;0;0;0;0;0;0;0
598;1;365310;0;0;0;0;0;0;0;0;0
599;1;233700;0;0;0;0;0;0;0;0;0
600;1;338742;0;0;0;0;0;0;0;0;0
601;1;1108294;720;86;25;14;57;15;1;0;2
602;1;431337;199;44;104;2;28;14;0;0;2
603;1;10156;0;19;0;11;0;7;0;6;1
604;1;325329;75;19;6;8;10;0;10;0;1
605;1;398318;116;38;19;13;7;0;8;0;1
606;1;617231;248;44;116;20;45;0;0;0;2
607;1;358444;84;120;15;1;0;2;0;0;2
608;1;411440;242;23;46;17;0;13;20;1;2
609;1;604112;228;25;48;3;4;0;0;0;2
610;1;364924;138;214;11;0;6;0;15;1;1
611;1;391827;16;2;13;13;6;0;0;0;1
612;1;603720;360;170;78;23;51;16;2;0;2
613;1;458155;76;27;16;12;7;0;3;0;2
614;1;351891;50;74;0;8;0;0;0;0;3
615;1;54530;0;0;0;0;0;0;0;0;0
616;1;193940;167;60;23;15;13;4;0;1;2
617;1;1134010;1314;277;55;35;4;14;0;58;15
618;1;537906;83;4;0;7;0;0;0;0;2
619;1;484650;98;71;24;1;4;14;0;1;3
620;1;464535;278;42;70;4;2;7;0;0;2
621;1;365310;0;0;0;0;0;0;0;0;0
622;1;504291;320;100;69;1;2;7;0;0;2
623;1;1101677;658;107;96;5;7;8;0;0;14
624;1;1140438;1421;450;47;34;3;14;0;2;15
625;1;438342;24;4;0;0;0;0;0;0;2
626;1;371719;160;32;27;9;0;0;2;0;3
627;1;248586;500;147;9;14;0;0;22;1;1
628;1;238720;324;12;11;17;20;3;0;4;1
629;1;365065;112;79;5;38;9;0;0;0;2
630;1;384962;161;33;63;3;1;0;0;0;13
631;1;624348;0;0;0;0;0;0;0;0;0
632;1;484866;0;0;0;0;0;0;0;0;0
633;1;391878;0;0;0;0;0;0;0;0;0
634;1;498150;0;0;0;0;0;0;0;0;0
635;1;365310;0;0;0;0;0;0;0;0;0
636;1;6800;0;0;0;0;0;0;0;0;0
637;1;272322;0;0;0;0;0;0;0;0;0
638;1;391878;0;0;0;0;0;0;0;0;0
639;1;378594;0;0;0;0;0;0;0;0;0
640;1;391878;0;0;0;0;0;0;0;0;0
641;1;398264;71;167;0;0;11;0;6;0;1
642;1;6120;0;0;0;0;0;0;0;0;0
643;1;385051;145;14;14;2;6;1;2;0;1
644;1;66205;0;0;0;0;6;0;0;0;4
645;1;265340;272;10;10;32;8;3;0;4;1
646;1;570415;321;330;35;0;29;23;44;1;14
647;1;1134884;694;89;26;14;57;15;1;0;2
648;1;457503;573;158;26;12;7;1;17;0;1
649;1;170864;25;0;15;0;8;3;0;0;3
650;1;378594;0;0;0;0;0;0;0;0;0
651;1;209742;0;8;0;0;10;0;0;0;3
652;1;504412;264;35;69;1;2;7;0;0;2
653;1;338539;121;73;0;8;0;0;0;0;1
654;1;384849;130;130;15;66;30;13;0;0;3
655;1;365298;0;0;0;0;0;0;0;0;12
656;1;364942;225;113;16;6;2;2;2;1;1
657;1;185606;425;218;66;90;27;12;1;9;2
658;1;643664;305;152;76;18;36;16;2;1;4
659;1;371758;0;59;0;128;0;3;0;0;4
660;1;345283;75;20;0;0;0;4;0;0;2
661;1;1100703;1396;297;57;33;4;14;0;53;15
662;1;225785;74;40;1;6;1;2;0;0;1
663;1;371518;283;18;50;67;14;0;0;1;1
664;1;510920;406;15;47;13;27;4;0;1;1
665;1;471185;267;41;78;1;2;6;0;0;2
666;1;524469;161;24;10;1;52;0;0;0;1
667;1;147442;325;149;40;30;15;0;0;8;1
668;1;437982;269;22;46;17;0;13;20;1;2
669;1;325195;225;24;8;1;1;0;0;0;4
670;1;418197;155;9;33;16;0;13;20;1;2
671;1;1108344;677;84;25;14;52;15;1;0;2
672;1;411618;114;34;30;3;0;2;0;0;3
673;1;299287;335;0;193;0;31;61;0;4;4
674;1;358517;106;21;12;9;1;0;0;0;2
675;1;371563;234;117;16;6;10;2;2;1;1
676;1;478224;0;0;0;0;0;0;0;0;0
677;1;484866;0;0;0;0;0;0;0;0;0
678;1;398520;0;0;0;0;0;0;0;0;0
679;1;385236;0;0;0;0;0;0;0;0;0
680;1;411804;0;0;0;0;0;0;0;0;0
681;1;425088;0;0;0;0;0;0;0;0;0
682;1;611064;0;0;0;0;0;0;0;0;0
683;1;597780;0;0;0;0;0;0;0;0;0
684;1;352026;0;0;0;0;0;0;0;0;0
685;1;1074045;1456;312;69;33;7;14;0;53;15
686;1;404821;243;12;25;13;16;0;2;9;21
687;1;378463;52;18;53;3;0;2;0;0;3
688;1;597178;288;149;76;21;42;15;3;6;2
689;1;563890;232;249;90;25;26;44;1;8;5
690;1;345213;133;16;0;9;0;0;6;0;7
691;1;391578;135;20;11;86;3;41;0;0;4
692;1;411677;63;31;23;5;0;2;0;0;3
693;1;241354;72;54;2;6;1;0;0;0;1
694;1;358183;287;43;8;19;125;2;0;0;1
695;1;331742;245;31;67;4;3;7;0;0;1
696;1;332093;0;0;0;0;0;0;0;0;7
697;1;6449;0;10;0;0;0;0;0;0;1
698;1;510383;752;180;28;0;26;30;13;1;21
699;1;391828;45;3;1;0;0;0;0;0;1
700;1;617706;0;0;0;0;0;0;0;0;0
701;1;424564;437;13;36;13;16;4;0;0;5
702;1;484488;267;30;69;1;2;7;0;0;2
703;1;292187;47;11;1;0;0;0;0;0;2
704;1;404931;147;29;2;42;9;0;0;0;2
705;1;365034;62;171;2;0;14;9;16;1;1
706;1;1094214;1275;272;49;34;4;14;0;53;15
707;1;617079;296;153;78;21;57;15;3;0;4
708;1;285395;117;29;49;0;0;14;0;0;2
709;1;497890;155;31;62;1;2;7;0;0;2
710;1;0;0;0;0;0;0;0;0;0;0
711;1;464236;525;67;64;26;17;3;0;1;1
712;1;398200;222;7;25;15;15;0;4;9;23
713;1;62320;0;0;0;0;0;0;0;0;0
714;1;471204;242;82;21;0;19;4;5;0;5
715;1;365216;47;22;18;3;0;1;0;0;3
716;1;504418;266;25;70;3;2;6;0;0;2
717;1;438225;93;45;3;4;0;0;0;0;2
718;1;351721;98;175;5;10;5;10;0;0;2
719;1;617113;274;160;71;18;51;15;2;0;2
720;1;344780;428;133;16;4;15;2;2;3;1
721;1;391535;0;218;0;108;0;13;0;0;4
722;1;365112;91;72;5;17;0;10;1;0;2
723;1;411302;295;29;73;55;8;37;0;3;2
724;1;411746;41;4;1;2;6;1;2;0;1
725;1;424979;90;6;2;1;5;0;0;0;5
726;1;312038;131;4;0;0;0;0;0;0;1
727;1;378594;0;0;0;0;0;0;0;0;0
728;1;630990;0;0;0;0;0;0;0;0;0
729;1;398520;0;0;0;0;0;0;0;0;0
730;1;411804;0;0;0;0;0;0;0;0;0
731;1;345384;0;0;0;0;0;0;0;0;0
732;1;332100;0;0;0;0;0;0;0;0;0
733;1;458298;0;0;0;0;0;0;0;0;0
734;1;371952;0;0;0;0;0;0;0;0;0
735;1;438372;0;0;0;0;0;0;0;0;0
736;1;437738;497;123;8;0;0;1;4;0;1
737;1;628865;1426;344;162;83;24;18;39;20;9
738;1;623557;332;160;102;25;26;103;0;1;42
739;1;331918;116;34;0;13;2;0;4;6;7
740;1;491162;251;16;69;0;2;6;0;0;2
741;1;404921;193;31;0;10;6;0;0;0;1
742;1;285374;151;72;0;8;0;0;0;0;1
743;1;155675;73;37;0;1;7;1;1;3;2
744;1;54523;6;0;0;0;0;0;0;0;1
745;1;391582;242;39;0;8;6;0;0;0;1
746;1;995642;473;92;62;4;7;6;0;0;14
747;1;491014;444;11;23;13;1;0;0;1;1
748;1;1093917;1412;430;51;34;4;14;0;53;15
749;1;371952;0;0;0;0;0;0;0;0;0
750;1;591138;0;0;0;0;0;0;0;0;0
751;1;398192;244;47;9;2;21;1;0;0;4
752;1;504445;234;60;20;0;19;4;5;0;5
753;1;371936;0;0;0;0;14;0;0;0;2
754;1;371880;53;9;0;2;5;0;0;0;3
755;1;550951;280;8;19;17;6;3;0;1;1
756;1;305378;123;22;2;4;1;0;0;0;2
757;1;484444;268;62;79;2;2;7;0;0;2
758;1;1040852;1456;294;64;36;4;15;0;58;15
759;1;384869;271;39;14;18;21;1;1;0;2
760;1;491274;130;30;62;1;2;7;0;0;2
761;1;378464;115;7;1;3;1;0;0;0;3
762;1;365130;84;65;5;15;0;8;1;0;2
763;1;597218;271;142;70;18;42;15;2;0;2
764;1;411525;127;41;42;1;65;0;0;0;3
765;1;425000;41;26;14;4;1;0;0;0;2
766;1;477810;114;189;13;16;69;2;2;2;7
767;1;351796;97;71;0;11;47;0;0;3;1
768;1;524503;120;22;61;1;2;7;0;0;2
769;1;391543;269;50;1;8;6;0;0;0;1
770;1;292053;161;7;12;2;5;0;1;0;7
771;1;391585;160;44;54;0;23;1;6;2;3
772;1;418129;200;18;46;17;0;13;20;1;2
773;1;982591;305;61;13;22;19;1;0;0;4
774;1;371700;153;0;71;0;9;0;0;9;10
775;1;398520;0;0;0;0;0;0;0;0;0
776;1;391878;0;0;0;0;0;0;0;0;0
777;1;391878;0;0;0;0;0;0;0;0;0
778;1;385236;0;0;0;0;0;0;0;0;0
779;1;491508;0;0;0;0;0;0;0;0;0
780;1;332100;0;0;0;0;0;0;0;0;0
781;1;445014;0;0;0;0;0;0;0;0;0
782;1;445014;0;0;0;0;0;0;0;0;0
783;1;352026;0;0;0;0;0;0;0;0;0
784;1;491247;156;31;62;1;2;7;0;0;2
785;1;391534;227;37;65;4;3;7;0;0;1
786;1;264480;298;61;4;1;0;0;2;8;6
787;1;175200;48;8;12;3;0;2;0;0;2
788;1;391797;61;5;1;2;8;1;2;0;1
789;1;490023;1075;317;36;13;14;2;14;0;14
790;1;617380;235;34;48;3;4;0;0;0;2
791;1;577594;151;34;20;5;43;2;2;1;2
792;1;365211;71;17;2;2;5;0;0;0;2
793;1;491300;105;29;62;1;2;7;0;0;2
794;1;610175;393;183;112;18;26;108;6;1;42
795;1;404500;229;144;114;31;107;36;0;0;1
796;1;497812;226;38;62;1;2;7;0;0;2
797;1;497701;327;40;70;1;2;7;0;0;2
798;1;365100;93;72;5;27;0;10;1;0;2
799;1;1101463;882;87;31;15;63;25;4;0;2
800;1;398520;0;0;0;0;0;0;0;0;0
801;1;463858;825;125;52;22;46;5;0;1;6
802;1;62313;6;0;0;0;0;0;0;0;1
803;1;424856;117;86;23;0;4;0;0;0;2
804;1;430728;720;178;47;16;9;1;17;0;14
805;1;391742;122;0;10;0;2;0;0;1;1
806;1;284810;461;288;9;13;9;1;14;0;1
807;1;590771;261;51;47;2;4;0;0;0;2
808;1;358324;216;88;15;19;0;4;0;1;1
809;1;630649;232;44;53;3;7;0;0;0;2
810;1;391528;247;37;17;5;36;1;3;3;1
811;1;305139;212;22;23;70;18;2;42;3;1
812;1;498136;8;4;0;0;0;0;0;0;2
813;1;318163;390;142;28;66;7;4;4;5;7
814;1;305338;82;96;11;3;0;0;0;0;2
815;1;398467;35;11;2;2;0;0;0;0;3
816;1;291734;241;0;91;0;23;31;0;3;2
817;1;331737;152;77;0;94;10;0;9;8;13
818;1;623664;339;179;80;25;42;15;2;0;2
819;1;365284;0;0;0;0;19;0;0;0;7
820;1;344958;220;143;17;19;1;23;0;1;2
821;1;391642;202;17;11;0;0;2;2;1;1
822;1;511181;143;34;61;4;2;7;0;0;2
823;1;398178;273;4;48;9;4;0;2;1;1
824;1;444482;431;14;52;17;14;0;0;2;2
825;1;1115683;110;36;20;0;5;0;0;0;2
826;1;464940;0;0;0;0;0;0;0;0;0
827;1;345384;0;0;0;0;0;0;0;0;0
828;1;518076;0;0;0;0;0;0;0;0;0
829;1;332100;0;0;0;0;0;0;0;0;0
830;1;358668;0;0;0;0;0;0;0;0;0
831;1;405162;0;0;0;0;0;0;0;0;0
832;1;604422;0;0;0;0;0;0;0;0;0
833;1;524718;0;0;0;0;0;0;0;0;0
834;1;418159;181;54;7;30;1;0;0;13;1
835;1;345113;151;40;36;12;16;14;0;0;2
836;1;1120626;1410;291;51;34;4;14;0;53;15
837;1;384823;184;70;90;52;10;5;0;0;2
838;1;351585;159;109;54;8;48;0;9;0;54
839;1;371680;206;33;9;15;3;1;2;2;1
840;1;364866;275;121;26;6;8;2;2;3;1
841;1;371952;0;0;0;0;0;0;0;0;0
842;1;345211;142;25;0;0;0;4;0;0;2
843;1;477827;267;41;78;1;2;6;0;0;2
844;1;590561;288;132;73;23;42;15;2;0;2
845;1;423933;895;192;39;9;6;0;13;0;1
846;1;398269;122;89;11;21;0;1;1;0;6
847;1;338143;424;133;16;3;15;2;2;3;1
848;1;617228;254;36;115;26;45;0;0;0;2
849;1;371602;221;101;11;6;6;1;2;1;1
850;1;425088;0;0;0;0;0;0;0;0;0
851;1;338648;74;6;1;4;7;0;0;0;2
852;1;365277;10;6;3;4;6;1;2;0;1
853;1;338191;328;183;8;9;9;0;13;0;1
854;1;365208;56;24;2;13;5;0;0;0;2
855;1;617081;290;163;76;18;57;15;2;0;4
856;1;351789;35;168;2;0;14;0;16;1;1
857;1;444650;304;11;14;17;14;0;1;2;1
858;1;371834;56;35;18;4;0;2;0;0;3
859;1;384900;176;136;0;8;1;0;6;2;7
860;1;256685;302;62;4;1;0;0;2;8;6
861;1;312038;99;21;4;9;1;0;0;0;2
862;1;155655;105;6;22;0;2;4;0;4;2
863;1;617396;228;25;48;3;4;0;0;0;2
864;1;1094214;1275;272;49;34;4;14;0;53;15
865;1;208793;70;29;34;1;4;3;0;0;2
866;1;233622;29;40;1;6;1;0;0;0;1
867;1;497755;277;36;70;1;2;7;0;0;2
868;1;1095060;677;84;25;14;52;15;1;0;2
869;1;471188;241;90;21;18;13;1;2;2;6
870;1;418078;283;26;31;20;2;4;0;0;2
871;1;404701;288;53;33;5;34;34;7;6;1
872;1;610425;315;161;84;25;29;15;2;6;2
873;1;398421;52;0;26;0;8;6;0;3;4
874;1;371952;0;0;0;0;0;0;0;0;0
875;1;411804;0;0;0;0;0;0;0;0;0
876;1;151905;0;0;0;0;0;0;0;0;0
877;1;391878;0;0;0;0;0;0;0;0;0
878;1;484866;0;0;0;0;0;0;0;0;0
879;1;159695;0;0;0;0;0;0;0;0;0
880;1;511434;0;0;0;0;0;0;0;0;0
881;1;1049436;0;0;0;0;0;0;0;0;0
882;1;497805;266;10;48;13;1;3;1;2;1
883;1;424797;194;15;31;17;0;11;20;1;2
884;1;378594;0;0;0;0;0;0;0;0;0
885;1;331897;120;72;0;8;0;0;0;0;3
886;1;298572;143;139;27;3;1;3;0;0;2
887;1;378260;206;48;0;16;6;0;42;0;16
888;1;451217;295;17;52;17;1;4;0;1;52
889;1;365310;0;0;0;0;0;0;0;0;0
890;1;305401;53;53;7;8;6;0;3;0;1
891;1;371470;309;119;26;8;12;2;2;3;1
892;1;517839;131;32;62;1;2;7;0;0;2
893;1;504759;12;14;0;0;4;0;0;0;3
894;1;186960;0;0;0;0;0;0;0;0;0
895;1;332100;0;0;0;0;0;0;0;0;0
896;1;405162;0;0;0;0;0;0;0;0;0
897;1;637632;0;0;0;0;0;0;0;0;0
898;1;923238;0;0;0;0;0;0;0;0;0
899;1;285606;0;0;0;0;0;0;0;0;0
900;1;637632;0;0;0;0;0;0;0;0;0
901;1;159674;13;6;0;0;0;0;0;1;1
902;1;305364;136;11;0;6;5;0;6;0;4
903;1;345093;179;82;12;12;0;3;0;1;2
904;1;623721;296;156;76;18;58;16;2;1;4
905;1;622620;1136;270;152;75;18;28;26;15;8
906;1;564162;295;50;10;5;3;14;29;1;1
907;1;491321;104;12;61;0;2;6;0;0;2
908;1;260773;87;26;35;31;2;0;2;0;9
909;1;397898;435;58;34;13;34;34;7;6;1
910;1;650193;369;177;82;26;47;15;3;0;4
911;1;338308;283;18;50;67;14;0;0;1;1
912;1;358490;82;65;5;15;0;8;1;0;2
913;1;1101699;678;86;25;14;52;15;1;0;2
914;1;403831;678;461;61;37;13;4;30;34;13
915;1;484461;278;42;70;4;2;7;0;0;2
916;1;504211;339;147;79;5;2;7;0;0;2
917;1;1094045;1357;356;51;35;4;14;0;53;15
918;1;364979;198;30;13;3;2;18;1;0;66
919;1;504199;467;29;16;17;29;1;2;21;11
920;1;364598;479;139;23;4;9;53;0;3;2
921;1;318482;201;88;16;1;11;4;0;8;5
922;1;484866;0;0;0;0;0;0;0;0;0
923;1;358668;0;0;0;0;0;0;0;0;0
924;1;6120;0;0;0;0;0;0;0;0;0
925;1;257070;0;0;0;0;0;0;0;0;0
926;1;391878;0;0;0;0;0;0;0;0;0
927;1;524718;0;0;0;0;0;0;0;0;0
928;1;478224;0;0;0;0;0;0;0;0;0
929;1;358668;0;0;0;0;0;0;0;0;0
930;1;1135782;0;0;0;0;0;0;0;0;0
931;1;484647;91;51;3;5;61;0;0;2;6
932;1;371331;324;135;23;87;33;14;2;1;2
933;1;398402;56;35;18;4;0;2;0;0;3
934;1;557613;194;58;3;0;1;4;47;1;7
935;1;325295;79;26;0;10;44;0;0;3;1
936;1;338655;53;13;4;8;6;2;0;0;1
937;1;484418;293;63;79;2;2;7;0;0;2
938;1;444841;112;22;18;14;3;1;1;0;2
939;1;291734;241;0;91;0;23;31;0;3;2
940;1;332069;6;5;0;6;4;7;0;0;3
941;1;503991;647;93;40;18;1;0;0;1;1
942;1;504332;257;111;47;7;0;0;4;0;34
943;1;703668;264;41;53;4;19;0;1;0;2
944;1;385121;27;35;0;6;0;0;38;0;9
945;1;398323;78;41;22;1;43;1;9;0;2
946;1;404540;435;58;34;13;34;34;7;6;1
947;1;491131;277;20;70;0;2;6;0;0;2
948;1;377795;518;170;48;12;44;2;3;1;1
949;1;358278;156;201;11;0;6;9;5;1;1
950;1;352026;0;0;0;0;0;0;0;0;0
951;1;470596;601;306;31;13;16;1;17;0;1
952;1;1153814;1353;355;64;36;4;14;0;53;15
953;1;305126;339;37;3;12;1;0;13;0;1
954;1;251972;236;46;15;25;86;15;0;0;1
955;1;484248;459;70;39;30;15;3;0;1;1
956;1;11184;0;18;0;4;0;7;0;6;1
957;1;451446;120;16;9;6;5;1;1;1;51
958;1;451252;259;54;78;2;2;7;0;0;2
959;1;424873;141;6;18;16;0;11;20;1;2
960;1;490730;365;84;152;16;16;102;0;1;42
961;1;245346;25;1;10;1;0;0;0;0;2
962;1;457912;249;83;21;0;19;4;5;0;5
963;1;378337;207;20;10;1;15;0;0;0;4
964;1;358668;0;0;0;0;0;0;0;0;0
965;1;331781;107;116;0;45;2;0;39;1;9
966;1;219058;102;20;1;1;2;0;0;0;2
967;1;311366;405;291;18;8;68;2;14;0;2
968;1;351900;18;16;6;0;1;18;1;0;66
969;1;477924;214;57;9;5;6;5;0;0;4
970;1;404182;637;240;40;0;12;25;11;1;14
971;1;444457;240;82;188;3;28;14;0;0;2
972;1;132392;24;3;0;4;2;4;0;0;1
973;1;504012;610;64;62;13;29;0;0;1;1
974;1;353978;337;77;11;20;1;0;2;9;10
975;1;365206;61;38;3;0;0;0;0;0;2
976;1;385236;0;0;0;0;0;0;0;0;0
977;1;604422;0;0;0;0;0;0;0;0;0
978;1;451656;0;0;0;0;0;0;0;0;0
979;1;358668;0;0;0;0;0;0;0;0;0
980;1;352026;0;0;0;0;0;0;0;0;0
981;1;1102572;0;0;0;0;0;0;0;0;0
982;1;411804;0;0;0;0;0;0;0;0;0
983;1;1100887;1270;259;49;21;4;14;0;53;15
984;1;411480;237;30;0;47;4;0;0;5;1
985;1;411660;89;44;3;4;0;0;2;0;2
986;1;623699;389;48;65;97;3;41;2;0;4
987;1;140844;269;26;20;10;0;1;3;0;1
988;1;553197;387;61;15;32;7;6;10;6;4
989;1;538478;405;73;10;23;8;1;5;12;4
990;1;138640;152;55;24;4;19;0;0;0;3
991;1;162201;91;23;9;5;3;0;4;1;1
992;1;967380;132;16;22;3;3;1;0;2;1
993;1;213275;24;2;1;1;0;0;0;0;1
994;1;986810;120;37;0;2;0;0;0;0;1
995;1;1001921;415;362;35;27;110;23;1;7;41
996;1;314788;312;75;11;6;7;0;1;6;2
997;1;715905;247;89;13;12;8;8;0;0;1
998;1;462561;34;2;0;0;2;0;0;0;1
999;1;683568;365;88;13;54;18;14;2;2;2
1000;1;187812;0;0;0;0;0;0;0;0;0
1001;1;215484;0;0;0;0;2;0;0;0;2
1002;1;263816;85;15;8;3;6;0;0;0;1
1003;1;690331;339;43;10;27;10;3;0;0;5
1004;1;176654;20;4;0;0;0;0;0;0;2
1005;1;311196;48;88;20;2;8;1;0;0;1
1006;1;623616;358;291;31;34;14;2;0;0;2
1007;1;2439;0;0;0;0;0;0;0;0;0
1008;1;106716;26;3;0;1;0;6;0;1;2
1009;1;263821;35;10;14;7;5;2;0;0;4
1010;1;1040490;73;22;6;4;3;0;0;0;2
1011;1;429888;105;20;5;4;9;2;0;0;1
1012;1;234213;134;91;32;2;10;2;5;0;5
1013;1;389262;593;277;56;37;11;19;2;2;5
1014;1;253700;0;0;0;0;0;0;0;0;0
1015;1;1047210;0;0;0;0;0;0;0;0;0
1016;1;509427;0;0;0;0;0;0;0;0;0
1017;1;78647;0;0;0;0;0;0;0;0;0
1018;1;195286;0;0;0;0;0;0;0;0;0
1019;1;643454;478;134;42;117;1;42;2;0;4
1020;1;816491;394;38;35;2;0;0;5;0;1
1021;1;1071219;91;24;28;27;2;2;1;0;1
1022;1;87009;54;5;2;0;1;1;0;0;1
1023;1;650279;400;62;16;17;78;21;1;40;2
1024;1;1174257;123;21;27;12;4;1;0;0;1
1025;1;132031;24;1;3;2;2;2;0;0;1
1026;1;684403;702;120;72;10;15;6;21;7;3
1027;1;7548;0;0;0;0;0;0;0;0;0
1028;1;127287;183;5;23;5;5;3;0;0;1
1029;1;132137;36;4;2;0;1;0;2;2;3
1030;1;643870;79;94;150;26;49;3;2;0;1
1031;1;50009;78;5;0;0;0;1;0;0;1
1032;1;65904;116;7;4;0;0;1;0;0;1
1033;1;61299;91;51;0;24;5;0;4;0;5
1034;1;124217;104;49;11;0;6;0;0;1;1
1035;1;624163;175;1;2;0;0;1;1;3;2
1036;1;179323;77;15;23;0;0;6;3;0;5
1037;1;134130;330;69;35;5;3;4;0;1;12
1038;1;1068551;137;79;4;8;1;0;0;1;1
1039;1;575968;109;32;26;1;0;1;0;0;1
1040;1;476401;83;13;1;2;0;0;1;0;1
1041;1;251570;118;58;29;15;4;1;0;2;13
1042;1;324363;150;48;5;5;2;0;1;1;1
1043;1;658577;117;39;15;14;5;0;0;0;1
1044;1;611193;72;22;25;1;2;3;3;0;1
1045;1;4624;0;0;0;0;0;0;0;0;0
1046;1;274169;0;0;0;0;0;0;0;0;0
1047;1;46970;0;0;0;0;0;0;0;0;0
1048;1;85312;0;0;0;0;0;0;0;0;0
1049;1;553653;0;0;0;0;0;0;0;0;0
1050;1;8103;0;0;0;0;0;0;0;0;0
1051;1;509310;339;62;7;10;5;1;4;10;3
1052;1;1119669;139;49;34;14;3;1;1;0;1
1053;1;519093;324;44;7;11;3;3;7;12;3
1054;1;512121;44;17;2;0;0;2;2;1;1
1055;1;690444;48;4;36;1;18;6;1;0;2
1056;1;59938;25;12;0;3;4;0;0;2;1
1057;1;134821;83;25;6;1;1;0;0;0;1
1058;1;138735;0;177;0;116;0;10;0;14;4
1059;1;362060;162;31;48;2;49;0;5;9;12
1060;1;30444;1;0;0;0;0;0;0;0;2
1061;1;427695;442;60;11;11;16;5;5;8;4
1062;1;497330;111;66;22;4;5;14;3;0;1
1063;1;562785;442;94;19;28;12;4;8;10;7
1064;1;637412;123;54;13;15;6;5;0;1;3
0;1;366945;258;46;10;2;4;3;0;4;11
1;1;302960;165;26;4;2;2;1;2;6;2
2;1;220706;171;68;14;10;15;1;1;3;1
3;1;91081;72;38;9;5;0;12;2;2;3
4;1;221931;32;21;19;1;6;0;3;1;1
5;1;369713;133;35;9;8;4;7;0;0;1
6;1;143194;108;22;14;1;6;0;0;6;1
7;1;213000;50;10;7;0;0;0;0;0;3
8;1;204869;61;21;0;4;2;2;0;0;1
9;1;291888;181;31;12;6;1;4;0;0;2
10;1;325050;0;0;0;0;0;0;0;0;0
11;1;442463;274;47;34;1;2;0;7;4;1
12;1;258919;55;43;6;10;0;3;4;5;5
13;1;249031;49;8;2;15;9;0;0;0;2
14;1;258041;158;42;0;10;22;0;5;1;6
15;1;110463;42;7;1;2;0;1;0;0;1
16;1;325496;315;59;8;6;0;0;12;0;3
17;1;386974;127;44;13;0;4;1;14;0;3
18;1;81438;45;20;2;6;1;2;1;0;7
19;1;205021;16;17;8;2;8;0;1;0;2
20;1;642122;415;67;21;8;25;14;2;0;1
21;1;223779;113;63;9;18;11;2;0;3;7
22;1;352850;58;21;0;4;1;0;0;0;1
23;1;195610;0;0;0;0;0;0;0;0;0
24;1;218781;0;0;0;0;0;0;0;0;0
25;1;201448;0;0;0;0;0;0;0;0;0
26;1;78631;11;4;0;0;0;0;0;0;1
27;1;81057;162;49;23;11;0;1;5;1;4
28;1;292786;104;59;2;14;5;1;3;2;4
29;1;193795;145;0;105;0;19;24;0;8;3
30;1;197788;84;107;10;0;41;7;6;17;1
31;1;182313;386;104;64;0;22;27;6;1;2
32;1;5994;0;0;0;0;0;0;0;0;0
33;1;211134;123;93;15;15;9;26;1;2;2
34;1;237391;64;18;7;2;1;4;0;0;5
35;1;238928;105;56;13;8;2;5;2;0;1
36;1;352211;186;108;17;21;13;10;5;1;12
37;1;227799;64;15;7;0;0;3;0;11;1
38;1;572297;295;33;35;3;4;7;0;0;2
39;1;211362;37;16;2;1;0;0;0;0;2
40;1;4544;0;10;0;0;0;0;1;0;1
