ID_interaction;Class_interactions;0;1;2;3
344;1;318816;0;0;0
345;1;155770;24;5;1
346;1;391664;147;54;13
347;1;167426;43;0;16
348;1;438317;19;14;22
349;1;338742;0;0;0
350;1;378594;0;0;0
351;1;471358;80;102;42
352;1;351995;18;6;7
353;1;518076;0;0;0
354;1;318816;0;0;0
355;1;318816;0;0;0
356;1;371952;0;0;0
357;1;352026;0;0;0
358;1;398484;29;1;6
359;1;384982;125;86;43
360;1;1089126;92;68;2
361;1;233061;2;5;2
362;1;969625;96;10;1
363;1;637548;78;4;2
364;1;491416;82;8;2
365;1;630909;75;4;2
366;1;1115687;94;73;2
367;1;312125;33;14;2
368;1;524713;3;0;2
369;1;378430;138;15;11
370;1;338684;40;12;6
371;1;424998;87;0;3
372;1;1002788;121;28;5
373;1;444847;38;89;40
374;1;152736;23;2;5
375;1;624277;65;4;2
376;1;1082430;130;18;68
377;1;1128973;92;73;2
378;1;391853;18;6;1
379;1;332041;36;9;14
380;1;384917;172;132;15
381;1;630665;255;66;4
382;1;358564;92;11;1
383;1;351828;159;21;18
384;1;345304;69;10;1
385;1;1135767;9;1;5
386;1;371952;0;0;0
387;1;411804;0;0;0
388;1;345384;0;0;0
389;1;365310;0;0;0
390;1;1115856;0;0;0
391;1;305500;30;0;2
392;1;398333;105;68;14
393;1;597680;51;44;5
394;1;338708;20;12;2
395;1;557640;216;17;55
396;1;1122339;87;70;2
397;1;391778;91;4;5
398;1;385222;12;0;2
399;1;1135575;101;77;29
400;1;385236;0;0;0
401;1;351929;29;65;3
402;1;418366;71;4;5
403;1;590847;227;59;5
404;1;338703;27;6;6
405;1;292159;36;37;16
406;1;491401;96;9;2
407;1;411797;4;0;3
408;1;976276;79;3;16
409;1;464817;112;9;2
410;1;325449;6;1;2
411;1;398502;4;11;3
412;1;312139;26;7;2
413;1;591093;2;1;42
414;1;604422;0;0;0
415;1;425088;0;0;0
416;1;42845;0;0;0
417;1;232470;0;0;0
418;1;365310;0;0;0
419;1;471403;157;20;2
420;1;351987;20;15;4
421;1;458293;3;0;2
422;1;398487;14;15;4
423;1;477975;179;36;34
424;1;286114;167;47;10
425;1;464828;103;6;3
426;1;484764;91;9;2
427;1;1102410;92;68;2
428;1;365239;55;10;6
429;1;385152;73;10;1
430;1;637613;7;7;5
431;1;338700;14;24;4
432;1;1089046;143;97;2
433;1;458150;119;26;3
434;1;411725;76;1;2
435;1;365035;234;23;18
436;1;438336;32;0;4
437;1;365257;42;9;2
438;1;405026;104;17;15
439;1;365293;7;8;2
440;1;531016;276;51;17
441;1;351966;36;10;14
442;1;418359;53;11;23
443;1;378531;58;2;3
444;1;332085;6;4;5
445;1;451567;79;8;2
446;1;444905;73;13;23
447;1;637319;134;134;45
448;1;132282;126;16;6
449;1;484686;163;8;9
450;1;484866;0;0;0
451;1;365271;20;15;4
452;1;1082409;151;18;68
453;1;478098;115;9;2
454;1;378446;59;21;68
455;1;245270;100;1;14
456;1;929819;44;4;13
457;1;345366;10;4;4
458;1;312136;19;15;4
459;1;1115674;107;2;73
460;1;471582;0;0;0
461;1;371952;0;0;0
462;1;345384;0;0;0
463;1;411804;0;0;0
464;1;418446;0;0;0
465;1;46740;0;0;0
466;1;378589;0;1;4
467;1;352017;2;2;5
468;1;591121;5;7;5
469;1;491461;39;5;3
470;1;384765;313;120;38
471;1;371909;24;15;4
472;1;298791;51;44;4
473;1;557594;261;68;5
474;1;358393;234;23;18
475;1;498057;82;9;2
476;1;332016;62;4;18
477;1;405103;43;14;2
478;1;438327;42;1;2
479;1;365279;24;5;2
480;1;498028;68;20;34
481;1;498051;88;9;2
482;1;418354;56;13;23
483;1;491415;16;69;8
484;1;1089183;87;1;17
485;1;411804;0;0;0
486;1;345384;0;0;0
487;1;371952;0;0;0
488;1;484866;0;0;0
489;1;345384;0;0;0
490;1;276545;0;0;0
491;1;237595;0;0;0
492;1;312174;0;0;0
493;1;478224;0;0;0
494;1;484866;0;0;0
495;1;405162;0;0;0
496;1;338731;8;0;3
497;1;471473;98;9;2
498;1;378541;40;11;2
499;1;338730;3;7;2
500;1;451620;32;2;2
501;1;391798;36;38;6
502;1;398422;45;42;11
503;1;458022;206;24;46
504;1;385224;5;3;4
505;1;391711;121;42;4
506;1;332051;24;21;4
507;1;484776;80;8;2
508;1;305416;114;0;2
509;1;58424;0;0;1
510;1;371952;0;0;0
511;1;312159;12;1;2
512;1;425000;81;2;5
513;1;365268;23;15;4
514;1;478099;114;9;2
515;1;371900;40;7;5
516;1;909816;108;25;5
517;1;345309;60;9;6
518;1;617364;287;44;11
519;1;358561;18;86;3
520;1;484699;136;29;2
521;1;584165;255;66;10
522;1;358645;17;4;2
523;1;478067;114;34;9
524;1;484638;194;24;10
525;1;305473;51;2;6
526;1;378524;35;31;4
527;1;378585;2;2;5
528;1;338721;14;3;4
529;1;471466;105;9;2
530;1;378543;41;4;6
531;1;391874;1;1;2
532;1;504638;151;1;2
533;1;491408;89;9;2
534;1;225876;33;0;1
535;1;365123;162;19;6
536;1;378564;25;1;4
537;1;451369;216;20;51
538;1;1089076;189;9;14
539;1;1135627;85;68;2
540;1;458120;95;38;45
541;1;345249;60;70;5
542;1;458087;159;43;9
543;1;976233;116;11;14
544;1;272593;37;0;20
545;1;398495;19;2;4
546;1;1155481;141;18;68
547;1;750264;199;80;3
548;1;398347;91;68;14
549;1;391878;0;0;0
550;1;411804;0;0;0
551;1;312128;17;16;13
552;1;345321;40;17;6
553;1;411705;86;4;9
554;1;358595;39;21;13
555;1;411762;32;5;5
556;1;1102412;90;68;2
557;1;478219;3;0;2
558;1;425010;45;19;14
559;1;358641;22;2;3
560;1;391761;99;13;5
561;1;411791;7;4;2
562;1;537868;80;20;34
563;1;405140;15;6;1
564;1;504642;129;19;2
565;1;431711;9;5;5
566;1;378502;66;15;11
567;1;484791;65;8;2
568;1;491503;3;0;2
569;1;312068;75;27;4
570;1;498074;66;8;2
571;1;863380;74;0;6
572;1;358628;16;20;4
573;1;1022754;80;21;13
574;1;378594;0;0;0
575;1;425088;0;0;0
576;1;491508;0;0;0
577;1;325458;0;0;0
578;1;418446;0;0;0
579;1;484866;0;0;0
580;1;66215;0;0;0
581;1;305532;0;0;0
582;1;538002;0;0;0
583;1;365310;0;0;0
584;1;451522;83;37;14
585;1;280266;154;19;1
586;1;471491;81;8;2
587;1;411791;3;7;3
588;1;378578;0;14;2
589;1;299868;11;12;24
590;1;458150;119;26;3
591;1;358668;0;0;0
592;1;458298;0;0;0
593;1;298890;0;0;0
594;1;431730;0;0;0
595;1;352026;0;0;0
596;1;338742;0;0;0
597;1;50635;0;0;0
598;1;365310;0;0;0
599;1;233700;0;0;0
600;1;338742;0;0;0
601;1;1109047;92;73;2
602;1;431580;106;42;2
603;1;10175;11;7;7
604;1;325404;33;10;11
605;1;398434;70;7;9
606;1;617506;153;45;2
607;1;358573;91;2;2
608;1;411697;71;13;23
609;1;604360;56;4;2
610;1;365062;225;6;17
611;1;391843;28;6;1
612;1;604080;271;67;4
613;1;458231;55;7;5
614;1;351951;72;0;3
615;1;54530;0;0;0
616;1;194156;49;17;3
617;1;1135548;143;18;73
618;1;537991;9;0;2
619;1;484748;96;18;4
620;1;464830;99;9;2
621;1;365310;0;0;0
622;1;504681;100;9;2
623;1;1102368;175;15;14
624;1;1142239;151;17;17
625;1;438367;3;0;2
626;1;371905;42;2;3
627;1;249233;23;0;24
628;1;239044;40;23;5
629;1;365177;122;9;2
630;1;385156;66;1;13
631;1;624348;0;0;0
632;1;484866;0;0;0
633;1;391878;0;0;0
634;1;498150;0;0;0
635;1;365310;0;0;0
636;1;6800;0;0;0
637;1;272322;0;0;0
638;1;391878;0;0;0
639;1;378594;0;0;0
640;1;391878;0;0;0
641;1;398379;123;17;1
642;1;6120;0;0;0
643;1;385202;24;7;3
644;1;66205;0;6;4
645;1;265612;52;11;5
646;1;570736;365;52;59
647;1;1135613;94;73;2
648;1;458234;38;8;18
649;1;170889;15;11;3
650;1;378594;0;0;0
651;1;209742;8;10;3
652;1;504688;93;9;2
653;1;338670;71;0;1
654;1;384979;211;43;3
655;1;365298;0;0;12
656;1;365258;44;4;4
657;1;186249;156;40;11
658;1;643969;246;52;7
659;1;371817;128;3;4
660;1;345361;17;4;2
661;1;1102343;143;18;68
662;1;225885;21;3;1
663;1;371801;135;14;2
664;1;511326;75;31;2
665;1;471476;96;8;2
666;1;524652;13;52;1
667;1;147916;70;15;9
668;1;438265;71;13;23
669;1;325443;10;1;4
670;1;418358;52;13;23
671;1;1109054;90;68;2
672;1;411766;33;2;3
673;1;299622;193;92;8
674;1;358644;21;1;2
675;1;371892;44;12;4
676;1;478224;0;0;0
677;1;484866;0;0;0
678;1;398520;0;0;0
679;1;385236;0;0;0
680;1;411804;0;0;0
681;1;425088;0;0;0
682;1;611064;0;0;0
683;1;597780;0;0;0
684;1;352026;0;0;0
685;1;1075749;166;21;68
686;1;405064;50;16;32
687;1;378532;57;2;3
688;1;597466;246;57;11
689;1;564371;115;70;14
690;1;345346;25;6;7
691;1;391723;107;44;4
692;1;411771;28;2;3
693;1;241467;21;1;1
694;1;358470;70;127;1
695;1;332013;76;10;1
696;1;332093;0;0;7
697;1;6449;10;0;1
698;1;511135;208;56;35
699;1;391876;1;0;1
700;1;617706;0;0;0
701;1;425001;62;20;5
702;1;484768;87;9;2
703;1;292242;4;0;2
704;1;405078;73;9;2
705;1;365096;173;23;18
706;1;1095708;136;18;68
707;1;617375;252;72;7
708;1;285536;54;14;2
709;1;498053;86;9;2
710;1;0;0;0;0
711;1;464761;157;20;2
712;1;398422;47;15;36
713;1;62320;0;0;0
714;1;471446;103;23;10
715;1;365280;26;1;3
716;1;504699;83;8;2
717;1;438318;52;0;2
718;1;351989;20;15;2
719;1;617387;249;66;4
720;1;345320;41;17;6
721;1;391753;108;13;4
722;1;365253;44;11;2
723;1;411622;132;45;5
724;1;411791;3;7;3
725;1;425069;9;5;5
726;1;312170;3;0;1
727;1;378594;0;0;0
728;1;630990;0;0;0
729;1;398520;0;0;0
730;1;411804;0;0;0
731;1;345384;0;0;0
732;1;332100;0;0;0
733;1;458298;0;0;0
734;1;371952;0;0;0
735;1;438372;0;0;0
736;1;438334;32;1;5
737;1;630635;245;81;29
738;1;624049;127;129;43
739;1;332034;47;6;13
740;1;491421;77;8;2
741;1;405133;22;6;1
742;1;285536;69;0;1
743;1;155780;6;9;5
744;1;54529;0;0;1
745;1;391863;8;6;1
746;1;996146;127;13;14
747;1;491458;47;1;2
748;1;1095630;214;18;68
749;1;371952;0;0;0
750;1;591138;0;0;0
751;1;398467;27;22;4
752;1;504679;80;23;10
753;1;371936;0;14;2
754;1;371941;3;5;3
755;1;551231;44;9;2
756;1;305523;6;1;2
757;1;484741;114;9;2
758;1;1042554;148;19;73
759;1;385140;71;22;3
760;1;491410;87;9;2
761;1;378579;11;1;3
762;1;365257;42;9;2
763;1;597489;230;57;4
764;1;411693;43;65;3
765;1;425041;44;1;2
766;1;478113;29;73;9
767;1;351893;82;47;4
768;1;524629;78;9;2
769;1;391856;15;6;1
770;1;292214;21;5;8
771;1;391745;98;24;11
772;1;418343;67;13;23
773;1;982924;68;20;4
774;1;371853;71;9;19
775;1;398520;0;0;0
776;1;391878;0;0;0
777;1;391878;0;0;0
778;1;385236;0;0;0
779;1;491508;0;0;0
780;1;332100;0;0;0
781;1;445014;0;0;0
782;1;445014;0;0;0
783;1;352026;0;0;0
784;1;491411;86;9;2
785;1;391789;78;10;1
786;1;264817;27;0;16
787;1;175252;19;2;2
788;1;391862;4;9;3
789;1;491415;49;16;28
790;1;617635;65;4;2
791;1;577745;59;45;5
792;1;365297;6;5;2
793;1;491411;86;9;2
794;1;610751;130;134;49
795;1;404873;145;143;1
796;1;498053;86;9;2
797;1;498043;96;9;2
798;1;365243;54;11;2
799;1;1102379;99;91;3
800;1;398520;0;0;0
801;1;464683;199;51;7
802;1;62319;0;0;1
803;1;425059;23;4;2
804;1;431626;63;10;31
805;1;391864;10;2;2
806;1;285559;22;10;15
807;1;591057;75;4;2
808;1;358571;91;4;2
809;1;630901;80;7;2
810;1;391798;36;38;6
811;1;305360;106;25;41
812;1;498145;3;0;2
813;1;318695;94;11;16
814;1;305516;14;0;2
815;1;398513;4;0;3
816;1;291975;91;54;5
817;1;331889;171;19;21
818;1;624003;284;57;4
819;1;365284;0;19;7
820;1;345228;129;24;3
821;1;391844;28;2;4
822;1;511337;86;9;2
823;1;398451;61;4;4
824;1;444913;83;14;4
825;1;1115802;47;5;2
826;1;464940;0;0;0
827;1;345384;0;0;0
828;1;518076;0;0;0
829;1;332100;0;0;0
830;1;358668;0;0;0
831;1;405162;0;0;0
832;1;604422;0;0;0
833;1;524718;0;0;0
834;1;418374;57;1;14
835;1;345304;48;30;2
836;1;1122274;138;18;68
837;1;385007;212;15;2
838;1;351853;62;57;54
839;1;371886;57;4;5
840;1;365240;54;10;6
841;1;371952;0;0;0
842;1;345361;17;4;2
843;1;478118;96;8;2
844;1;590849;228;57;4
845;1;425020;48;6;14
846;1;398461;51;2;6
847;1;338679;40;17;6
848;1;617514;145;45;2
849;1;371906;35;7;4
850;1;425088;0;0;0
851;1;338722;11;7;2
852;1;365291;9;7;3
853;1;338702;17;9;14
854;1;365279;24;5;2
855;1;617371;257;72;6
856;1;351824;170;14;18
857;1;444954;42;14;4
858;1;371924;23;2;3
859;1;385076;144;7;9
860;1;257027;27;0;16
861;1;312158;13;1;2
862;1;155766;22;6;6
863;1;617644;56;4;2
864;1;1095708;136;18;68
865;1;208878;49;7;2
866;1;233677;21;1;1
867;1;498043;96;9;2
868;1;1095770;90;68;2
869;1;471429;129;14;10
870;1;418361;77;6;2
871;1;404989;91;68;14
872;1;610740;270;44;10
873;1;398473;26;14;7
874;1;371952;0;0;0
875;1;411804;0;0;0
876;1;151905;0;0;0
877;1;391878;0;0;0
878;1;484866;0;0;0
879;1;159695;0;0;0
880;1;511434;0;0;0
881;1;1049436;0;0;0
882;1;498071;71;4;4
883;1;425003;51;11;23
884;1;378594;0;0;0
885;1;332027;70;0;3
886;1;298777;107;4;2
887;1;378466;64;48;16
888;1;451512;86;5;53
889;1;365310;0;0;0
890;1;305454;68;6;4
891;1;371876;56;14;6
892;1;517978;87;9;2
893;1;504771;14;4;3
894;1;186960;0;0;0
895;1;332100;0;0;0
896;1;405162;0;0;0
897;1;637632;0;0;0
898;1;923238;0;0;0
899;1;285606;0;0;0
900;1;637632;0;0;0
901;1;159689;4;0;2
902;1;305500;17;11;4
903;1;345304;74;3;3
904;1;624017;250;74;7
905;1;624026;227;72;23
906;1;564498;24;26;22
907;1;491430;68;8;2
908;1;260886;66;2;11
909;1;398333;105;68;14
910;1;650562;285;62;7
911;1;338591;135;14;2
912;1;358615;42;9;2
913;1;1102410;92;68;2
914;1;404970;98;47;47
915;1;484756;99;9;2
916;1;504605;176;9;2
917;1;1095695;149;18;68
918;1;365192;31;21;66
919;1;504666;62;30;34
920;1;365216;27;62;5
921;1;318770;18;15;13
922;1;484866;0;0;0
923;1;358668;0;0;0
924;1;6120;0;0;0
925;1;257070;0;0;0
926;1;391878;0;0;0
927;1;524718;0;0;0
928;1;478224;0;0;0
929;1;358668;0;0;0
930;1;1135782;0;0;0
931;1;484789;8;61;8
932;1;371655;245;47;5
933;1;398492;23;2;3
934;1;557807;61;5;55
935;1;325374;36;44;4
936;1;338712;21;8;1
937;1;484740;115;9;2
938;1;444971;36;5;2
939;1;291975;91;54;5
940;1;332075;11;11;3
941;1;504638;151;1;2
942;1;504672;82;4;34
943;1;703937;93;19;3
944;1;385148;41;38;9
945;1;398442;23;44;11
946;1;404975;105;68;14
947;1;491419;79;8;2
948;1;378441;102;47;4
949;1;358434;212;15;7
950;1;352026;0;0;0
951;1;471503;44;17;18
952;1;1155402;220;18;68
953;1;305502;15;1;14
954;1;252208;86;101;1
955;1;484707;139;18;2
956;1;11202;4;7;7
957;1;451566;31;6;53
958;1;451538;107;9;2
959;1;425018;36;11;23
960;1;491179;168;118;43
961;1;245372;11;0;2
962;1;458161;104;23;10
963;1;378564;11;15;4
964;1;358668;0;0;0
965;1;331888;161;41;10
966;1;219180;2;2;2
967;1;312062;26;84;2
968;1;351919;21;20;66
969;1;478190;19;11;4
970;1;404819;280;37;26
971;1;444779;191;42;2
972;1;132419;4;6;1
973;1;504622;139;29;2
974;1;354360;63;1;21
975;1;365275;33;0;2
976;1;385236;0;0;0
977;1;604422;0;0;0
978;1;451656;0;0;0
979;1;358668;0;0;0
980;1;352026;0;0;0
981;1;1102572;0;0;0
982;1;411804;0;0;0
983;1;1102378;108;18;68
984;1;411717;77;4;6
985;1;411749;51;0;4
986;1;624116;182;44;6
987;1;141113;56;1;4
988;1;553616;76;18;15
989;1;538919;70;11;19
990;1;138792;83;19;3
991;1;162315;14;3;6
992;1;967524;29;4;3
993;1;213299;4;0;1
994;1;986948;21;0;1
995;1;1002507;253;133;49
996;1;315145;47;7;9
997;1;716216;50;16;1
998;1;462596;1;2;1
999;1;683989;99;34;4
1000;1;187812;0;0;0
1001;1;215484;0;2;2
1002;1;263909;18;6;1
1003;1;690670;80;13;5
1004;1;176674;4;0;2
1005;1;311317;37;9;1
1006;1;624198;132;16;2
1007;1;2439;0;0;0
1008;1;106744;2;6;3
1009;1;263864;23;7;4
1010;1;1040580;15;3;2
1011;1;430002;20;11;1
1012;1;234406;66;16;6
1013;1;390132;93;32;7
1014;1;253700;0;0;0
1015;1;1047210;0;0;0
1016;1;509427;0;0;0
1017;1;78647;0;0;0
1018;1;195286;0;0;0
1019;1;644038;187;43;6
1020;1;816923;37;0;6
1021;1;1071324;65;5;1
1022;1;87065;5;2;1
1023;1;650703;71;100;42
1024;1;1174397;43;5;1
1025;1;132055;6;4;1
1026;1;685169;138;30;22
1027;1;7548;0;0;0
1028;1;127470;33;8;1
1029;1;132177;2;3;5
1030;1;643999;220;52;3
1031;1;50087;5;1;1
1032;1;66026;5;1;1
1033;1;61390;75;9;5
1034;1;124321;60;6;2
1035;1;624339;2;2;5
1036;1;179400;38;6;8
1037;1;134513;56;7;13
1038;1;1068708;71;1;2
1039;1;576105;31;1;1
1040;1;476491;9;1;1
1041;1;251735;55;5;15
1042;1;324541;30;2;3
1043;1;658715;47;5;1
1044;1;611284;29;8;1
1045;1;4624;0;0;0
1046;1;274169;0;0;0
1047;1;46970;0;0;0
1048;1;85312;0;0;0
1049;1;553653;0;0;0
1050;1;8103;0;0;0
1051;1;509689;39;8;15
1052;1;1119845;60;5;1
1053;1;519452;27;11;17
1054;1;512169;15;2;4
1055;1;690495;38;24;3
1056;1;59963;15;4;3
1057;1;134918;18;1;1
1058;1;138912;116;10;18
1059;1;362222;81;49;26
1060;1;30445;0;0;2
