ID_interaction;Class_interactions;0;1;2;3
1061;1;428169;50;21;17
1062;1;497473;60;21;2
1063;1;563278;90;21;20
1064;1;637566;51;11;4
0;1;367236;25;7;15
1;1;303143;14;3;10
2;1;220923;46;16;5
3;1;91180;25;14;5
4;1;221984;20;6;5
5;1;369861;37;11;1
6;1;143302;37;6;7
7;1;213051;16;0;3
8;1;204936;19;4;1
9;1;292080;38;5;2
10;1;325050;0;0;0
11;1;442751;68;8;6
12;1;259017;16;7;10
13;1;249080;25;9;2
14;1;258199;52;27;7
15;1;110508;7;1;1
16;1;325870;14;0;15
17;1;387101;57;5;17
18;1;81501;10;4;7
19;1;205037;27;8;3
20;1;642564;69;41;1
21;1;223955;27;13;10
22;1;352908;25;1;1
23;1;195610;0;0;0
24;1;218781;0;0;0
25;1;201448;0;0;0
26;1;78642;4;0;1
27;1;81268;34;6;5
28;1;292949;16;9;6
29;1;193940;105;43;11
30;1;197872;117;48;24
31;1;182699;168;49;9
32;1;5994;0;0;0
33;1;211302;78;36;4
34;1;237465;17;5;5
35;1;239066;44;9;1
36;1;352505;38;28;13
37;1;227863;22;3;12
38;1;572600;63;11;2
39;1;211413;5;0;2
40;1;4544;10;0;2
41;1;144968;4;3;6
42;1;385487;41;11;1
43;1;5165;0;0;3
44;1;105860;20;1;4
45;1;167207;2;1;5
46;1;344654;100;18;14
47;1;387953;0;17;5
48;1;481089;0;0;0
49;1;305368;0;0;0
50;1;100893;0;0;0
51;1;342692;47;3;18
52;1;159386;1;1;2
53;1;305406;21;5;10
54;1;234423;9;16;2
55;1;89525;50;14;6
56;1;114517;78;32;6
57;1;191918;0;0;1
58;1;431272;95;59;4
59;1;230525;45;9;1
60;1;109105;19;3;7
61;1;401303;53;22;2
62;1;65599;14;8;11
63;1;203172;29;1;1
64;1;245030;52;9;7
65;1;488704;0;0;0
66;1;369024;0;0;0
67;1;226310;0;0;0
68;1;328790;0;0;0
69;1;187869;3;6;2
70;1;307254;10;2;2
71;1;211463;15;2;1
72;1;157450;44;9;1
73;1;252112;16;6;8
74;1;218194;64;35;7
75;1;22792;13;0;1
76;1;19024;7;6;3
77;1;191829;94;31;4
78;1;316365;8;8;2
79;1;324402;87;4;7
80;1;121346;1;3;2
81;1;182050;17;9;15
82;1;185467;0;2;3
83;1;249014;52;39;11
84;1;312230;83;26;6
85;1;4959;0;1;4
86;1;185250;18;2;4
87;1;202173;9;10;2
88;1;290417;72;57;4
89;1;184701;5;3;7
90;1;427254;26;12;3
91;1;294584;52;17;13
92;1;233409;64;14;9
93;1;181544;25;36;3
94;1;166207;8;5;1
95;1;289165;21;3;2
96;1;114519;0;0;0
97;1;119511;0;0;0
98;1;257665;0;0;0
99;1;160979;0;0;0
100;1;305207;0;0;0
101;1;110752;18;1;1
102;1;254492;119;13;20
103;1;357354;7;11;2
104;1;204198;92;15;10
105;1;114820;19;14;3
106;1;101267;15;4;3
107;1;222849;95;7;1
108;1;138981;25;9;8
109;1;169571;38;4;7
110;1;4079;0;0;1
111;1;113828;14;6;2
112;1;354240;35;4;1
113;1;263758;46;7;12
114;1;99272;12;8;2
115;1;259391;61;20;10
116;1;520575;0;0;0
117;1;153657;0;0;0
118;1;85296;0;0;0
119;1;204315;0;0;0
120;1;97735;0;0;0
121;1;627095;0;0;0
122;1;145621;0;0;0
123;1;81143;0;0;1
124;1;151746;15;9;4
125;1;203690;26;13;3
126;1;164835;0;0;0
127;1;180684;0;0;0
128;1;319390;0;0;0
129;1;176717;0;0;0
130;1;2312;0;0;0
131;1;164738;0;0;0
132;1;152280;0;0;0
133;1;362933;0;0;1
134;1;116879;16;3;9
135;1;269308;22;1;4
136;1;245024;60;7;7
137;1;217741;17;8;4
138;1;207548;11;16;1
139;1;254932;32;6;6
140;1;366356;59;4;1
141;1;120814;18;3;1
142;1;205489;32;6;8
143;1;297020;16;5;3
144;1;127470;27;6;9
145;1;348504;146;7;33
146;1;192151;19;29;1
147;1;328130;90;5;5
148;1;190931;17;1;1
149;1;383289;80;22;3
150;1;137811;0;0;0
151;1;609003;54;68;6
152;1;241787;53;13;17
153;1;348192;91;3;6
154;1;232380;38;17;5
155;1;91220;2;0;2
156;1;210694;0;0;0
157;1;630416;0;0;0
158;1;129311;0;0;0
159;1;62520;0;0;0
160;1;351743;12;5;4
161;1;117276;11;0;1
162;1;27324;0;0;0
163;1;163576;39;1;2
164;1;378210;6;9;3
165;1;324976;36;19;19
166;1;178450;0;0;1
167;1;123627;16;3;2
168;1;255212;73;4;1
169;1;102391;3;1;1
170;1;180745;19;1;1
171;1;367208;49;21;5
172;1;99502;9;0;1
173;1;176620;39;12;9
174;1;674878;108;13;25
175;1;137154;15;2;1
176;1;200884;26;14;4
177;1;163918;15;9;2
178;1;156662;22;7;11
179;1;246491;129;19;3
180;1;205234;83;2;3
181;1;84706;1;0;1
182;1;268872;107;10;7
183;1;186094;42;6;3
184;1;296672;23;2;3
185;1;313352;48;6;2
186;1;129721;0;0;0
187;1;103066;0;0;0
188;1;110517;0;0;0
189;1;432796;0;0;0
190;1;106620;0;0;0
191;1;25840;0;0;0
192;1;217602;0;0;0
193;1;81144;0;0;0
194;1;201798;0;0;0
195;1;241742;23;7;8
196;1;168796;76;20;4
197;1;395510;70;16;4
198;1;598364;0;0;0
199;1;227900;0;0;0
200;1;117282;0;0;0
201;1;180745;17;2;2
202;1;95927;19;8;4
203;1;667753;59;15;3
204;1;526806;68;9;2
205;1;605394;0;0;0
206;1;265710;0;0;0
207;1;98532;0;0;0
208;1;332579;7;3;4
209;1;159972;1;1;4
210;1;124304;59;19;7
211;1;117847;2;0;3
212;1;152977;53;21;11
213;1;205265;36;16;5
214;1;1297315;89;12;7
215;1;99928;52;4;15
216;1;230715;49;3;2
217;1;182368;66;11;9
218;1;283182;17;0;1
219;1;301341;7;0;2
220;1;843199;0;0;0
221;1;153657;0;0;0
222;1;212520;0;0;0
223;1;208170;0;0;0
224;1;126165;0;0;0
225;1;112805;0;0;0
226;1;215100;0;0;0
227;1;157927;0;0;0
228;1;208754;0;0;0
229;1;219924;16;4;1
230;1;419526;0;0;0
231;1;104468;0;0;0
232;1;232308;0;0;0
233;1;634260;0;0;0
234;1;186138;6;0;1
235;1;628013;70;7;2
236;1;209207;20;2;1
237;1;411721;25;2;9
238;1;14938;21;0;1
239;1;324493;5;0;2
240;1;138668;18;1;1
241;1;249639;19;5;1
242;1;132884;4;5;1
243;1;137809;5;1;1
244;1;155020;9;10;4
245;1;153818;3;1;3
246;1;170698;22;4;6
247;1;177613;37;2;8
248;1;151420;13;6;1
249;1;53307;2;9;2
250;1;985300;0;0;0
251;1;245082;1;13;2
252;1;234797;25;13;15
253;1;140191;58;26;2
254;1;236578;22;15;10
255;1;1289543;92;12;7
256;1;100460;1;1;2
257;1;169696;52;28;33
258;1;178450;0;0;1
259;1;218050;61;7;2
260;1;146828;0;2;2
261;1;542995;221;28;64
262;1;433129;36;9;4
263;1;63531;0;0;0
264;1;121352;0;0;0
265;1;238328;0;0;0
266;1;535966;0;0;0
267;1;240912;0;0;0
268;1;537776;28;4;2
269;1;253646;51;2;5
270;1;190332;12;5;1
271;1;141667;20;4;2
272;1;108123;51;14;4
273;1;404602;5;6;3
274;1;548817;1;2;1
275;1;101296;5;3;4
276;1;721156;58;54;4
277;1;224227;43;29;16
278;1;269586;109;25;10
279;1;332948;86;15;11
280;1;183035;16;3;8
281;1;410891;192;67;2
282;1;217225;37;7;6
283;1;416152;64;3;13
284;1;159325;9;0;1
285;1;215763;18;2;1
286;1;79959;17;2;2
287;1;146817;12;1;2
288;1;150378;30;12;3
289;1;119550;72;29;11
290;1;97035;11;1;3
291;1;292923;38;13;6
292;1;153006;38;11;7
293;1;213126;49;9;8
294;1;250569;64;20;13
295;1;278895;25;40;4
296;1;217042;24;0;5
297;1;283932;0;0;0
298;1;154818;0;0;0
299;1;239780;0;0;0
300;1;124224;0;0;0
301;1;269325;3;5;2
302;1;352489;73;14;8
303;1;143561;5;1;3
304;1;290267;64;18;11
305;1;131365;7;3;1
306;1;175306;20;2;1
307;1;302109;40;14;9
308;1;353128;73;7;13
309;1;645132;134;6;16
310;1;330914;37;4;5
311;1;262300;0;0;0
312;1;118401;0;0;0
313;1;73315;0;0;0
314;1;202790;0;0;0
315;1;145199;0;0;0
316;1;4962;0;1;1
317;1;217238;27;8;2
318;1;212924;13;8;9
319;1;908316;27;7;2
320;1;6993;0;0;0
321;1;226294;12;3;1
322;1;287044;51;2;8
323;1;206143;37;8;5
324;1;165772;12;2;6
325;1;230539;22;6;13
326;1;97710;14;10;1
327;1;175733;31;42;6
328;1;528162;98;22;10
329;1;160346;8;3;1
330;1;269593;108;20;9
331;1;108662;20;4;10
332;1;3670;0;0;2
333;1;348074;23;0;3
334;1;293267;68;51;29
335;1;185256;15;2;1
336;1;305207;0;0;0
337;1;186145;0;0;0
338;1;296759;0;0;0
339;1;142506;0;0;0
340;1;288100;0;0;0
341;1;285870;0;0;0
342;1;336870;0;0;0
343;1;301350;0;0;0
344;1;126672;0;0;0
345;1;175894;20;4;2
346;1;6549;0;0;0
347;1;183592;3;10;5
348;1;283788;10;0;2
349;1;301410;0;0;0
350;1;219735;0;0;0
351;1;24121;6;12;1
352;1;167174;25;3;13
353;1;127062;0;0;0
354;1;143856;0;0;0
355;1;185472;0;0;0
356;1;127512;0;0;0
357;1;227900;0;0;0
358;1;231268;24;2;6
359;1;173771;29;16;10
360;1;705450;51;26;1
361;1;131929;2;2;7
362;1;642069;29;8;2
363;1;10656;0;0;0
364;1;182100;11;2;1
365;1;408470;27;1;2
366;1;654245;72;42;1
367;1;277722;33;14;1
368;1;265993;0;0;0
369;1;110589;28;6;14
370;1;263779;25;17;2
371;1;215488;0;0;0
372;1;383182;45;7;4
373;1;145149;6;18;16
374;1;79427;9;2;4
375;1;31908;35;4;13
376;1;97296;9;2;4
377;1;302044;37;8;1
378;1;288883;19;10;11
379;1;108275;63;9;3
380;1;112000;18;29;9
381;1;194787;45;12;1
382;1;201753;18;20;7
383;1;227759;75;20;46
384;1;106625;11;13;3
385;1;837376;5;0;6
386;1;74648;0;0;0
387;1;157852;0;0;0
388;1;222040;0;0;0
389;1;173525;0;0;0
390;1;530040;0;0;0
391;1;113178;26;1;1
392;1;4074;2;3;1
393;1;146579;20;9;2
394;1;110503;10;3;1
395;1;251708;35;2;3
396;1;1240603;135;57;3
397;1;4009;0;0;3
398;1;112544;25;7;2
399;1;370490;46;18;3
400;1;247660;0;0;0
401;1;153532;5;1;3
402;1;83959;17;0;3
403;1;118589;38;7;3
404;1;263798;13;10;2
405;1;168959;143;21;13
406;1;8214;0;0;0
407;1;241482;5;1;2
408;1;195927;21;0;3
409;1;209766;21;2;1
410;1;260240;36;6;6
411;1;207220;13;3;4
412;1;202170;18;5;1
413;1;359811;3;1;12
414;1;231686;0;0;0
415;1;104256;0;0;0
416;1;21351;0;0;0
417;1;150570;0;0;0
418;1;73315;0;0;0
419;1;137128;38;4;2
420;1;233069;15;3;7
421;1;175629;33;6;6
422;1;136606;5;8;1
423;1;307327;75;21;17
424;1;69248;36;17;2
425;1;513834;98;5;3
426;1;118907;8;1;1
427;1;643046;25;12;1
428;1;403730;57;14;9
429;1;225871;30;7;2
430;1;370925;9;5;5
431;1;30430;12;2;3
432;1;491416;70;19;3
433;1;122594;10;8;1
434;1;179576;37;0;1
435;1;236292;138;23;47
436;1;265162;23;0;3
437;1;220941;33;14;2
438;1;205386;0;0;1
439;1;112793;5;0;7
440;1;321292;113;28;7
441;1;120598;70;8;5
442;1;243338;49;33;12
443;1;144643;20;2;1
444;1;131927;14;4;5
445;1;264835;19;4;2
446;1;294551;62;29;24
447;1;385594;53;64;17
448;1;146247;15;3;3
449;1;179645;5;0;3
450;1;185858;0;0;0
451;1;73278;31;4;2
452;1;700774;97;7;22
453;1;183289;21;1;1
454;1;165044;44;11;30
455;1;243382;38;3;9
456;1;228003;44;9;4
457;1;100458;3;1;2
458;1;183040;12;11;2
459;1;650741;66;7;18
460;1;7881;0;0;0
461;1;216944;0;0;0
462;1;201448;0;0;0
463;1;21080;0;0;0
464;1;4284;0;0;0
465;1;24612;0;0;0
466;1;144661;0;2;3
467;1;17985;16;10;9
468;1;525960;10;11;9
469;1;120533;10;2;1
470;1;141327;79;32;24
471;1;246262;16;3;7
472;1;168076;30;56;3
473;1;326995;136;44;5
474;1;170237;96;25;12
475;1;367223;27;13;12
476;1;294951;39;0;10
477;1;6771;0;0;0
478;1;253556;120;18;10
479;1;97724;10;0;1
480;1;288219;48;16;17
481;1;144884;13;2;1
482;1;268939;37;18;16
483;1;286646;17;6;7
484;1;633633;43;6;14
485;1;250666;0;0;0
486;1;17680;0;0;0
487;1;6216;0;0;0
488;1;8103;0;0;0
489;1;403988;0;0;0
490;1;180198;0;0;0
491;1;298717;0;0;0
492;1;162338;0;0;0
493;1;309600;0;0;0
494;1;321054;0;0;0
495;1;210694;0;0;0
496;1;206182;6;0;5
497;1;303125;27;7;11
498;1;230393;38;8;12
499;1;197549;16;0;9
500;1;262071;49;15;5
501;1;120983;9;14;3
502;1;115894;10;8;8
503;1;366495;24;6;3
504;1;224105;1;3;3
505;1;170824;63;32;4
506;1;194708;22;18;2
507;1;97258;42;5;4
508;1;113165;39;1;1
509;1;57659;0;0;1
510;1;167832;0;0;0
511;1;119657;3;1;1
512;1;257103;44;2;3
513;1;220963;9;15;3
514;1;559303;51;10;4
515;1;209249;16;4;3
516;1;223144;24;3;2
517;1;84694;8;1;5
518;1;180435;60;9;9
519;1;207512;18;45;1
520;1;149683;35;4;1
521;1;340793;86;19;14
522;1;207552;20;0;4
523;1;139694;46;8;4
524;1;313788;90;16;6
525;1;5106;0;0;0
526;1;144637;16;11;2
527;1;196869;2;2;5
528;1;396212;6;0;1
529;1;174696;31;3;1
530;1;179818;15;0;2
531;1;226790;4;1;1
532;1;5158;4;4;2
533;1;385495;34;10;1
534;1;147663;1;0;4
535;1;292136;19;4;1
536;1;196839;33;5;1
537;1;290300;37;7;16
538;1;566391;59;2;4
539;1;662416;25;12;1
540;1;141465;34;11;9
541;1;268901;49;36;10
542;1;303352;76;24;10
543;1;16317;0;0;0
544;1;184693;21;2;14
545;1;241060;15;2;3
546;1;1277234;187;32;55
547;1;666440;156;93;11
548;1;79935;34;6;5
549;1;198653;0;0;0
550;1;134354;0;0;0
551;1;28054;2;0;3
552;1;131915;47;11;3
553;1;249038;59;4;15
554;1;232271;16;10;11
555;1;322964;41;13;2
556;1;422622;6;7;1
557;1;156014;7;0;3
558;1;247272;21;1;2
559;1;319119;17;0;4
560;1;220427;38;13;5
561;1;320706;14;2;4
562;1;131908;27;6;8
563;1;108370;23;3;1
564;1;307201;56;10;1
565;1;277530;10;2;8
566;1;442796;25;11;1
567;1;24804;13;0;3
568;1;318194;4;0;2
569;1;180592;59;15;2
570;1;322477;10;2;11
571;1;281683;26;0;1
572;1;32212;20;2;4
573;1;333677;36;2;3
574;1;110124;0;0;0
575;1;377600;0;0;0
576;1;574906;0;0;0
577;1;16660;0;0;0
578;1;371700;0;0;0
579;1;535966;0;0;0
580;1;63529;0;0;0
581;1;239660;0;0;0
582;1;348462;0;0;0
583;1;106755;0;0;0
584;1;90589;36;18;1
585;1;163831;54;53;6
586;1;180181;12;4;1
587;1;239004;5;0;1
588;1;220238;0;4;6
589;1;331061;23;7;9
590;1;359426;38;23;3
591;1;230580;0;0;0
592;1;257853;0;0;0
593;1;172980;0;0;0
594;1;262795;0;0;0
595;1;313230;0;0;0
596;1;5661;0;0;0
597;1;29601;0;0;0
598;1;185185;0;0;0
599;1;136620;0;0;0
600;1;263823;0;0;0
601;1;56748;20;5;7
602;1;336135;84;15;11
603;1;73083;70;15;2
604;1;359686;53;5;14
605;1;116435;20;2;3
606;1;235962;58;12;2
607;1;208620;31;4;1
608;1;127133;15;7;7
609;1;175736;61;14;1
610;1;185184;0;0;1
611;1;186137;4;3;1
612;1;339936;113;15;3
613;1;232323;0;0;0
614;1;206385;47;0;3
615;1;60200;0;0;0
616;1;1699;0;0;1
617;1;1328387;94;11;7
618;1;197553;4;1;1
619;1;24807;8;1;4
620;1;269030;20;21;9
621;1;185185;0;0;0
622;1;123793;9;1;1
623;1;641343;71;9;1
624;1;1014695;84;7;14
625;1;343855;3;0;2
626;1;114836;19;0;1
627;1;124155;54;5;10
628;1;81947;8;14;3
629;1;427140;115;36;4
630;1;77308;5;0;1
631;1;31960;0;0;0
632;1;280612;0;0;0
633;1;114519;0;0;0
634;1;290550;0;0;0
635;1;222365;0;0;0
636;1;97940;0;0;0
637;1;165763;0;0;0
638;1;307390;0;0;0
639;1;442833;0;0;0
640;1;121009;0;0;0
641;1;123030;18;3;9
642;1;72770;2;0;2
643;1;342750;24;4;2
644;1;43143;0;0;3
645;1;195836;24;8;12
646;1;367105;72;24;19
647;1;665925;77;42;1
648;1;133249;44;9;6
649;1;29323;1;0;2
650;1;110124;0;0;0
651;1;68521;1;0;4
652;1;227757;12;2;1
653;1;249694;51;1;1
654;1;283869;130;25;2
655;1;18700;0;0;0
656;1;292131;23;5;1
657;1;124789;127;104;20
658;1;172302;57;8;2
659;1;108669;21;5;1
660;1;223582;14;3;1
661;1;437970;81;8;15
662;1;342123;60;1;16
663;1;330211;132;27;30
664;1;136780;44;4;1
665;1;180755;10;0;1
666;1;411571;8;10;1
667;1;163416;45;11;4
668;1;323088;64;27;23
669;1;79820;0;0;1
670;1;243350;37;33;12
671;1;342494;15;7;1
672;1;157833;15;3;1
673;1;311074;158;74;5
674;1;161828;9;0;1
675;1;240843;53;14;2
676;1;242424;0;0;0
677;1;567137;0;0;0
678;1;20400;0;0;0
679;1;125686;0;0;0
680;1;214148;0;0;0
681;1;469888;0;0;0
682;1;542800;0;0;0
683;1;478080;0;0;0
684;1;203732;0;0;0
685;1;627426;137;9;16
686;1;132152;23;4;8
687;1;19368;9;1;2
688;1;228341;61;9;9
689;1;5779;0;0;1
690;1;69300;13;1;2
691;1;150163;33;15;3
692;1;366395;20;1;4
693;1;157846;5;0;1
694;1;208623;26;6;1
695;1;157721;25;2;2
696;1;16998;0;0;2
697;1;98972;11;0;7
698;1;203126;41;26;10
699;1;433176;1;0;1
700;1;123969;0;0;0
701;1;168845;41;5;5
702;1;179636;13;3;1
703;1;259981;49;7;3
704;1;246555;55;11;2
705;1;236476;92;22;20
706;1;642521;103;10;41
707;1;151444;42;10;1
708;1;83430;26;4;3
709;1;443183;51;9;7
710;1;0;0;0;0
711;1;41767;19;3;1
712;1;115890;14;4;12
713;1;64288;0;0;0
714;1;312158;82;11;7
715;1;173505;17;1;2
716;1;295992;22;4;2
717;1;107497;15;0;2
718;1;3602;0;1;1
719;1;358399;95;19;2
720;1;106626;11;12;3
721;1;176789;18;6;10
722;1;234814;25;6;5
723;1;141115;42;14;3
724;1;163610;0;3;5
725;1;339936;15;9;8
726;1;114629;2;0;2
727;1;220818;0;0;0
728;1;284715;0;0;0
729;1;130020;0;0;0
730;1;119784;0;0;0
731;1;210236;0;0;0
732;1;127300;0;0;0
733;1;41193;0;0;0
734;1;114856;0;0;0
735;1;191202;0;0;0
736;1;143004;13;2;3
737;1;6450;7;0;3
738;1;231243;50;21;20
739;1;131892;51;1;6
740;1;385510;20;9;1
741;1;154770;37;8;3
742;1;166519;61;1;1
743;1;101509;5;3;3
744;1;72917;0;7;16
745;1;170901;18;2;2
746;1;640461;34;3;2
747;1;151756;17;0;1
748;1;876443;28;7;2
749;1;108192;0;0;0
750;1;266733;0;0;0
751;1;152734;15;9;2
752;1;326725;54;15;6
753;1;162228;0;3;1
754;1;3807;0;0;1
755;1;286636;36;9;1
756;1;196390;25;2;3
757;1;129688;30;2;1
758;1;340130;68;6;15
759;1;301879;270;16;15
760;1;180451;25;4;6
761;1;220811;5;1;1
762;1;135323;21;10;1
763;1;345834;111;13;2
764;1;264720;11;5;4
765;1;258724;21;4;3
766;1;424755;20;13;12
767;1;312596;40;62;2
768;1;128683;6;1;1
769;1;113968;14;5;1
770;1;148147;0;0;1
771;1;227373;46;20;6
772;1;83958;8;6;7
773;1;631914;34;11;1
774;1;226370;18;5;15
775;1;256200;0;0;0
776;1;253700;0;0;0
777;1;220483;0;0;0
778;1;173826;0;0;0
779;1;543308;0;0;0
780;1;388450;0;0;0
781;1;211385;0;0;0
782;1;491914;0;0;0
783;1;102396;0;0;0
784;1;385498;31;10;1
785;1;251904;22;2;2
786;1;262720;15;3;14
787;1;330346;40;2;2
788;1;227968;2;4;2
789;1;385456;58;17;9
790;1;269392;24;3;2
791;1;220761;30;13;2
792;1;134103;32;5;5
793;1;160332;21;4;1
794;1;675106;112;194;52
795;1;4144;1;1;2
796;1;390708;31;10;1
797;1;170746;18;9;2
798;1;234812;25;8;5
799;1;497402;78;19;3
800;1;179820;0;0;0
801;1;113997;31;1;1
802;1;21325;0;0;3
803;1;123643;4;0;1
804;1;477056;98;45;31
805;1;288912;9;1;1
806;1;105727;74;19;3
807;1;380015;11;2;2
808;1;318495;90;5;10
809;1;561384;59;4;3
810;1;127825;9;14;5
811;1;133154;68;6;34
812;1;322494;4;0;2
813;1;283085;95;6;14
814;1;88865;6;0;1
815;1;232414;19;5;2
816;1;170717;35;11;12
817;1;294903;72;8;17
818;1;238478;82;9;3
819;1;89592;0;0;3
820;1;17656;19;0;5
821;1;170903;14;3;3
822;1;398274;28;13;6
823;1;189250;46;1;3
824;1;355848;42;9;5
825;1;645767;22;2;1
826;1;271180;0;0;0
827;1;208936;0;0;0
828;1;262626;0;0;0
829;1;66650;0;0;0
830;1;137484;0;0;0
831;1;6771;0;0;0
832;1;706979;0;0;0
833;1;306046;0;0;0
834;1;129197;12;0;4
835;1;202479;40;19;2
836;1;506414;63;5;11
837;1;111987;59;9;1
838;1;94156;14;3;8
839;1;215223;36;3;2
840;1;236412;68;17;3
841;1;246288;0;0;0
842;1;381749;29;3;3
843;1;372400;38;14;4
844;1;225808;62;9;3
845;1;245894;98;22;2
846;1;158327;7;0;6
847;1;265652;35;19;4
848;1;357311;64;96;21
849;1;224967;28;10;3
850;1;273280;0;0;0
851;1;196578;20;2;5
852;1;125219;8;6;2
853;1;195975;52;15;2
854;1;403779;25;4;2
855;1;455280;104;32;5
856;1;206286;128;15;6
857;1;170548;25;8;1
858;1;167797;25;9;1
859;1;232963;61;9;11
860;1;266801;19;5;13
861;1;175595;29;12;3
862;1;206894;15;8;3
863;1;245409;14;2;2
864;1;807877;84;12;32
865;1;202468;64;4;4
866;1;97732;6;0;2
867;1;170746;18;9;2
868;1;704461;65;4;20
869;1;305364;60;12;6
870;1;462175;285;78;8
871;1;6771;0;0;0
872;1;309760;0;0;4
873;1;123039;19;1;1
874;1;411152;0;0;0
875;1;250666;0;0;0
876;1;230100;0;0;0
877;1;198653;0;0;0
878;1;211481;0;0;0
879;1;158834;0;0;0
880;1;26180;0;0;0
881;1;674660;0;0;0
882;1;280197;71;4;3
883;1;4349;2;0;1
884;1;3876;0;0;0
885;1;102527;22;0;1
886;1;118720;30;3;2
887;1;110576;30;16;15
888;1;273143;66;1;14
889;1;159335;0;0;0
890;1;178151;40;11;2
891;1;19026;13;0;1
892;1;103959;7;3;5
893;1;449152;5;1;2
894;1;165792;0;0;0
895;1;192200;0;0;0
896;1;268278;0;0;0
897;1;287712;0;0;0
898;1;480106;0;0;0
899;1;254130;0;0;0
900;1;371904;0;0;0
901;1;99987;9;0;3
902;1;337691;31;8;2
903;1;150595;39;8;2
904;1;364041;83;22;10
905;1;362250;86;27;7
906;1;50727;7;3;8
907;1;255578;7;3;8
908;1;294655;9;0;2
909;1;353796;75;31;98
910;1;506794;130;27;3
911;1;196556;42;6;1
912;1;104306;13;8;1
913;1;404807;50;16;1
914;1;108340;39;14;4
915;1;179628;21;3;1
916;1;326871;56;15;10
917;1;268743;33;4;5
918;1;32833;1;0;1
919;1;293551;66;34;13
920;1;403705;47;54;4
921;1;185422;11;33;6
922;1;431430;0;0;0
923;1;181818;0;0;0
924;1;106200;0;0;0
925;1;168036;0;0;0
926;1;134343;0;0;0
927;1;317422;0;0;0
928;1;242424;0;0;0
929;1;209196;0;0;0
930;1;660744;0;0;0
931;1;158179;6;3;3
932;1;162134;74;20;4
933;1;256189;6;0;5
934;1;149235;25;3;5
935;1;94644;3;20;1
936;1;90614;10;1;2
937;1;141655;28;4;6
938;1;163402;6;2;3
939;1;322394;74;30;2
940;1;219872;9;15;4
941;1;164642;48;1;1
942;1;5166;1;0;1
943;1;11766;0;0;0
944;1;34616;4;0;6
945;1;310286;36;34;24
946;1;4142;2;3;1
947;1;393046;23;5;14
948;1;244910;144;39;7
949;1;3671;0;0;1
950;1;114851;0;0;0
951;1;174645;55;26;5
952;1;742902;54;4;20
953;1;5106;0;0;0
954;1;146989;167;32;24
955;1;218642;125;13;1
956;1;63699;32;23;2
957;1;263389;33;4;6
958;1;401794;71;8;7
959;1;257123;13;11;5
960;1;315830;80;49;21
961;1;6993;0;0;0
962;1;296756;69;7;6
963;1;302770;9;4;1
964;1;208170;0;0;0
965;1;295279;129;67;25
966;1;75109;19;12;1
967;1;365064;68;9;2
968;1;70645;3;0;1
969;1;352546;18;9;11
970;1;160830;120;21;8
971;1;163325;65;17;6
972;1;146184;12;0;4
973;1;294307;109;7;1
974;1;340016;34;1;16
975;1;139573;16;0;1
976;1;132066;0;0;0
977;1;352534;0;0;0
978;1;228956;0;0;0
979;1;110754;0;0;0
980;1;102873;0;0;0
981;1;864860;0;0;0
982;1;100998;0;0;0
983;1;422577;47;4;8
984;1;185771;35;4;4
985;1;303578;33;0;3
986;1;296471;67;29;3
987;1;21064;8;3;5
988;1;24975;0;0;0
989;1;950272;26;1;1
990;1;262054;199;45;2
991;1;243086;35;9;1
992;1;845633;36;7;4
993;1;690714;45;5;4
994;1;296593;145;19;2
995;1;583346;74;29;15
996;1;424114;46;12;14
997;1;1170347;31;4;1
998;1;463678;1;0;1
999;1;443047;36;21;2
1000;1;285936;0;0;0
1001;1;131183;74;4;3
1002;1;450799;25;11;11
1003;1;255891;50;2;1
1004;1;136574;7;0;3
1005;1;421968;41;0;1
1006;1;153091;31;2;2
1007;1;111;0;0;0
1008;1;112796;2;4;3
1009;1;624440;62;6;2
1010;1;763451;39;14;6
1011;1;1251806;34;24;2
1012;1;450548;47;6;1
1013;1;34268;41;20;11
1014;1;97911;0;0;0
1015;1;812643;0;0;0
1016;1;883890;0;0;0
1017;1;104843;0;0;0
1018;1;450602;0;0;0
1019;1;474872;99;34;4
1020;1;725663;31;1;5
1021;1;674633;49;6;2
1022;1;124351;7;1;3
1023;1;510398;78;81;23
1024;1;692844;26;3;1
1025;1;308067;12;9;8
1026;1;2063040;60;1;1
1027;1;23084;26;6;4
1028;1;142530;38;7;1
1029;1;6771;0;0;0
1030;1;711902;213;55;4
1031;1;96746;1;8;1
1032;1;1964;0;7;1
1033;1;93127;97;20;14
1034;1;30405;21;20;1
1035;1;366123;1;1;5
1036;1;139438;20;7;3
1037;1;83046;28;0;5
1038;1;1230333;34;2;3
1039;1;44521;8;6;5
1040;1;252263;8;1;1
1041;1;338576;54;7;13
1042;1;427675;45;6;2
1043;1;1135995;40;10;3
1044;1;535820;15;9;1
1045;1;528292;0;0;0
1046;1;183062;0;0;0
1047;1;58432;0;0;0
1048;1;247936;0;0;0
1049;1;599053;0;0;0
1050;1;158191;0;0;0
1051;1;1081085;47;12;13
1052;1;1443081;85;2;2
1053;1;1043021;37;2;1
1054;1;125351;13;0;6
1055;1;1009815;104;45;6
1056;1;330367;12;7;4
1057;1;204296;15;3;1
1058;1;352098;268;46;4
1059;1;214309;27;29;13
1060;1;196034;1;4;5
1061;1;760282;57;10;6
1062;1;464458;33;14;3
1063;1;1794560;70;8;1
