ID_interaction;Class_interactions;0;1;2;3;4;5;6
178;1;151722;131;26;2;4;4;16
179;1;437991;248;76;37;16;0;4
180;1;351827;73;112;0;9;3;2
181;1;345324;27;25;3;1;0;4
182;1;344950;354;53;10;13;2;2
183;1;391818;33;17;5;2;2;1
184;1;458153;117;9;2;13;1;3
185;1;391585;262;26;1;2;0;2
186;1;484866;0;0;0;0;0;0
187;1;385236;0;0;0;0;0;0
188;1;338742;0;0;0;0;0;0
189;1;1089288;0;0;0;0;0;0
190;1;398520;0;0;0;0;0;0
191;1;504792;0;0;0;0;0;0
192;1;418446;0;0;0;0;0;0
193;1;278964;0;0;0;0;0;0
194;1;358668;0;0;0;0;0;0
195;1;464807;43;79;3;6;0;2
196;1;424949;120;15;2;0;0;2
197;1;610607;189;153;77;9;13;16
198;1;983016;0;0;0;0;0;0
199;1;352026;0;0;0;0;0;0
200;1;257070;0;0;0;0;0;0
201;1;471488;31;53;5;1;2;2
202;1;358503;95;17;43;1;0;9
203;1;750384;73;68;13;5;1;2
204;1;1108867;166;52;111;4;0;14
205;1;1076004;0;0;0;0;0;0
206;1;338742;0;0;0;0;0;0
207;1;338742;0;0;0;0;0;0
208;1;591066;63;0;2;2;2;3
209;1;303729;45;0;12;0;0;24
210;1;338461;228;12;14;9;16;2
211;1;405070;55;5;10;2;2;18
212;1;384976;217;11;6;9;15;2
213;1;351784;181;47;0;10;2;2
214;1;1108730;344;56;14;67;1;2
215;1;159421;184;45;20;5;4;16
216;1;510163;906;284;29;27;10;15
217;1;623696;476;109;16;41;8;2
218;1;318632;100;77;5;0;0;2
219;1;498137;3;1;6;0;0;3
220;1;1082646;0;0;0;0;0;0
221;1;418446;0;0;0;0;0;0
222;1;365310;0;0;0;0;0;0
223;1;358668;0;0;0;0;0;0
224;1;431730;0;0;0;0;0;0
225;1;365310;0;0;0;0;0;0
226;1;332100;0;0;0;0;0;0
227;1;511434;0;0;0;0;0;0
228;1;411709;81;5;3;0;4;2
229;1;1095532;324;54;1;16;1;2
230;1;358668;0;0;0;0;0;0
231;1;8840;0;0;0;0;0;0
232;1;358668;0;0;0;0;0;0
233;1;1095930;0;0;0;0;0;0
234;1;391792;60;20;4;0;0;2
235;1;969197;405;85;32;6;2;5
236;1;325395;56;3;1;0;0;3
237;1;351995;22;2;0;2;2;3
238;1;291934;267;13;11;6;13;4
239;1;365231;73;2;0;0;2;2
240;1;424991;62;18;13;0;2;2
241;1;312094;48;20;0;10;0;2
242;1;358648;11;1;0;6;0;2
243;1;371900;36;10;4;0;0;2
244;1;418303;58;35;14;13;21;2
245;1;498061;10;69;2;6;0;2
246;1;464840;26;62;3;7;0;2
247;1;272388;188;54;2;0;4;14
248;1;318785;15;6;2;6;0;2
249;1;265579;68;16;0;4;0;13
250;1;1109214;0;0;0;0;0;0
251;1;405161;0;0;0;0;0;1
252;1;365224;59;25;0;0;0;2
253;1;378307;241;41;3;0;0;2
254;1;497998;58;80;5;7;0;2
255;1;1102088;344;56;14;67;1;2
256;1;345303;68;6;1;2;0;4
257;1;457919;138;36;128;3;64;10
258;1;351751;223;11;14;9;16;2
259;1;371516;324;96;6;5;1;4
260;1;252380;4;2;5;2;2;1
261;1;491186;209;44;34;1;22;12
262;1;391806;43;16;8;2;2;1
263;1;259038;0;0;0;0;0;0
264;1;371952;0;0;0;0;0;0
265;1;411804;0;0;0;0;0;0
266;1;484866;0;0;0;0;0;0
267;1;371952;0;0;0;0;0;0
268;1;604267;146;4;3;0;0;2
269;1;438107;189;4;55;0;13;4
270;1;498038;31;69;3;7;0;2
271;1;284197;74;39;20;2;0;3
272;1;371686;222;12;6;9;15;2
273;1;610993;62;0;2;2;2;3
274;1;1081675;797;66;25;15;53;15
275;1;504674;37;69;3;7;0;2
276;1;1088756;353;64;17;12;71;15
277;1;563760;501;110;44;108;7;40
278;1;597400;297;35;12;26;8;2
279;1;516210;1513;234;55;28;8;28
280;1;351765;222;19;15;1;0;4
281;1;371556;142;155;88;9;1;1
282;1;497995;63;79;4;7;0;2
283;1;1088276;838;67;25;14;53;15
284;1;365238;45;18;4;2;0;3
285;1;478104;38;70;3;7;0;2
286;1;398395;79;32;9;2;1;2
287;1;504712;46;15;14;3;0;2
288;1;378380;90;73;9;2;5;35
289;1;311897;165;50;31;16;14;1
290;1;331915;137;41;0;1;2;4
291;1;504658;50;71;4;7;0;2
292;1;385115;98;11;11;0;0;1
293;1;557664;153;70;9;5;14;13
294;1;411669;46;54;23;1;6;5
295;1;163536;0;22;0;29;0;3
296;1;591087;40;4;0;0;2;5
297;1;438372;0;0;0;0;0;0
298;1;405162;0;0;0;0;0;0
299;1;504792;0;0;0;0;0;0
300;1;425088;0;0;0;0;0;0
301;1;365206;91;3;5;2;2;1
302;1;477964;197;21;31;1;4;6
303;1;464846;14;70;2;6;0;2
304;1;451381;173;89;4;7;0;2
305;1;451572;56;18;7;0;1;2
306;1;511313;55;44;18;2;0;2
307;1;517956;38;70;3;7;0;2
308;1;1081633;836;70;25;14;53;15
309;1;1108493;573;64;14;67;1;2
310;1;371934;5;11;0;0;0;2
311;1;405162;0;0;0;0;0;0
312;1;405162;0;0;0;0;0;0
313;1;365310;0;0;0;0;0;0
314;1;464940;0;0;0;0;0;0
315;1;391878;0;0;0;0;0;0
316;1;484773;77;9;0;0;2;5
317;1;498021;44;72;4;7;0;2
318;1;351870;125;12;6;0;6;7
319;1;1134819;782;74;25;14;53;15
320;1;418078;227;86;27;0;26;2
321;1;351679;308;19;15;1;0;4
322;1;604385;15;15;5;1;0;1
323;1;338668;50;18;4;0;0;2
324;1;318747;42;3;9;1;13;1
325;1;358487;94;20;0;13;52;2
326;1;365214;63;20;0;10;1;2
327;1;604115;125;135;10;35;0;2
328;1;451460;109;23;29;1;22;12
329;1;491404;22;71;3;6;0;2
330;1;597201;427;88;17;42;3;2
331;1;371860;62;19;0;8;1;2
332;1;358589;9;1;61;3;0;5
333;1;391731;130;12;2;0;0;3
334;1;616928;479;102;51;103;1;42
335;1;484760;31;70;1;2;0;2
336;1;229805;0;0;0;0;0;0
337;1;391878;0;0;0;0;0;0
338;1;1109214;0;0;0;0;0;0
339;1;358668;0;0;0;0;0;0
340;1;445014;0;0;0;0;0;0
341;1;431730;0;0;0;0;0;0
342;1;378594;0;0;0;0;0;0
343;1;498150;0;0;0;0;0;0
344;1;318816;0;0;0;0;0;0
345;1;155742;28;24;4;1;0;1
346;1;391552;135;103;21;45;18;4
347;1;167305;143;21;0;0;2;14
348;1;438317;19;0;14;0;21;1
349;1;338742;0;0;0;0;0;0
350;1;378594;0;0;0;0;0;0
351;1;471313;68;40;117;2;40;2
352;1;351862;133;10;8;0;6;7
353;1;518076;0;0;0;0;0;0
354;1;318816;0;0;0;0;0;0
355;1;318816;0;0;0;0;0;0
356;1;371952;0;0;0;0;0;0
357;1;352026;0;0;0;0;0;0
358;1;398471;22;20;1;0;2;4
359;1;384599;383;114;11;86;3;40
360;1;1088717;431;56;14;67;1;2
361;1;233054;7;2;5;0;0;2
362;1;969488;153;79;5;6;0;1
363;1;637451;124;50;5;0;0;2
364;1;491401;24;72;3;6;0;2
365;1;630804;131;49;4;0;0;2
366;1;1115363;346;58;14;72;1;2
367;1;312116;30;12;5;9;0;2
368;1;524706;9;1;0;0;0;2
369;1;378356;97;46;73;11;7;4
370;1;338477;207;40;2;10;2;4
371;1;424910;108;67;0;0;1;2
372;1;1002252;536;90;48;11;0;5
373;1;444723;145;17;0;88;6;35
374;1;152711;45;2;3;0;0;5
375;1;624179;112;50;5;0;0;2
376;1;1081857;626;56;25;14;53;15
377;1;1128649;344;58;14;72;1;2
378;1;391774;81;11;11;0;0;1
379;1;331759;282;26;19;0;13;1
380;1;384571;346;172;58;74;14;1
381;1;630379;451;90;25;41;2;2
382;1;358541;23;92;1;10;0;1
383;1;351828;149;10;12;9;16;2
384;1;345144;162;65;5;7;0;1
385;1;1135767;0;9;0;1;0;5
386;1;371952;0;0;0;0;0;0
387;1;411804;0;0;0;0;0;0
388;1;345384;0;0;0;0;0;0
389;1;365310;0;0;0;0;0;0
390;1;1115856;0;0;0;0;0;0
391;1;305473;27;13;17;0;0;2
392;1;397899;492;47;4;64;13;1
393;1;597553;157;21;17;27;3;2
394;1;338672;54;2;5;7;0;2
395;1;557640;208;8;5;12;47;8
396;1;1122024;337;51;15;68;1;2
397;1;391686;115;68;2;2;3;2
398;1;385216;7;11;0;0;0;2
399;1;1135175;433;64;17;12;66;15
400;1;385236;0;0;0;0;0;0
401;1;351886;43;29;65;0;0;3
402;1;418241;158;38;0;4;4;1
403;1;590570;416;88;17;42;3;2
404;1;338636;67;27;2;4;2;4
405;1;291921;238;36;25;12;14;2
406;1;491385;39;71;4;7;0;2
407;1;411764;33;2;2;0;0;3
408;1;976205;95;55;2;1;0;16
409;1;464789;60;78;4;7;0;2
410;1;325404;45;3;4;0;0;2
411;1;398484;19;3;9;2;2;1
412;1;312116;46;3;2;5;1;1
413;1;591065;28;2;1;0;0;42
414;1;604422;0;0;0;0;0;0
415;1;425088;0;0;0;0;0;0
416;1;42845;0;0;0;0;0;0
417;1;232470;0;0;0;0;0;0
418;1;365310;0;0;0;0;0;0
419;1;471269;201;64;43;3;0;2
420;1;351674;313;19;15;1;0;4
421;1;458283;12;1;0;0;0;2
422;1;398343;144;14;14;1;0;4
423;1;477804;256;68;58;4;22;12
424;1;285982;223;59;64;0;6;4
425;1;464761;72;96;8;0;1;2
426;1;484749;33;71;4;7;0;2
427;1;1102086;346;56;14;67;1;2
428;1;365051;188;51;4;10;2;4
429;1;385003;153;67;5;7;0;1
430;1;637551;65;2;2;7;2;3
431;1;338557;143;10;13;15;1;3
432;1;1088646;425;104;25;83;4;1
433;1;457853;337;79;4;22;1;2
434;1;411714;22;48;18;0;0;2
435;1;365035;223;11;14;9;16;2
436;1;438306;50;12;0;0;2;2
437;1;365214;65;20;0;8;1;2
438;1;404993;33;94;19;8;13;2
439;1;365290;9;1;0;8;0;2
440;1;530897;119;276;45;6;14;3
441;1;351679;287;26;19;1;13;1
442;1;418305;60;33;14;11;21;2
443;1;378401;151;29;8;0;2;3
444;1;332038;47;6;4;0;0;5
445;1;451556;20;70;2;6;0;2
446;1;444835;78;50;15;13;21;2
447;1;636823;496;108;57;103;3;42
448;1;132063;219;126;13;3;0;6
449;1;484669;17;163;5;3;8;1
450;1;484866;0;0;0;0;0;0
451;1;365046;225;19;15;1;0;4
452;1;1081656;816;67;25;14;53;15
453;1;478064;66;80;5;7;0;2
454;1;378395;57;52;3;18;1;68
455;1;245063;207;93;7;1;0;14
456;1;929619;213;29;4;2;0;13
457;1;345221;145;10;1;3;0;4
458;1;311803;333;19;14;1;0;4
459;1;1115187;544;30;21;1;58;15
460;1;471582;0;0;0;0;0;0
461;1;371952;0;0;0;0;0;0
462;1;345384;0;0;0;0;0;0
463;1;411804;0;0;0;0;0;0
464;1;418446;0;0;0;0;0;0
465;1;46740;0;0;0;0;0;0
466;1;378584;5;0;0;1;0;4
467;1;352005;12;2;0;2;2;3
468;1;590976;146;2;2;7;2;3
469;1;491357;124;15;8;1;0;3
470;1;384528;478;72;102;18;36;2
471;1;371665;244;24;14;1;0;4
472;1;298688;103;41;10;44;0;4
473;1;557281;477;97;26;42;3;2
474;1;358393;223;11;14;9;16;2
475;1;498045;31;62;3;7;0;2
476;1;331785;272;21;1;3;16;2
477;1;405029;86;14;31;0;0;2
478;1;438310;35;8;16;1;0;2
479;1;365264;24;15;5;0;0;2
480;1;497963;92;28;29;4;22;12
481;1;498038;31;69;3;7;0;2
482;1;418295;66;35;14;13;21;2
483;1;491161;254;16;69;0;2;6
484;1;1088912;313;25;20;1;2;15
485;1;411804;0;0;0;0;0;0
486;1;345384;0;0;0;0;0;0
487;1;371952;0;0;0;0;0;0
488;1;484866;0;0;0;0;0;0
489;1;345384;0;0;0;0;0;0
490;1;276545;0;0;0;0;0;0
491;1;237595;0;0;0;0;0;0
492;1;312174;0;0;0;0;0;0
493;1;478224;0;0;0;0;0;0
494;1;484866;0;0;0;0;0;0
495;1;405162;0;0;0;0;0;0
496;1;338711;20;5;3;0;0;3
497;1;471453;42;74;4;7;0;2
498;1;378498;63;20;0;10;1;2
499;1;338662;70;1;0;7;0;2
500;1;451599;34;19;0;2;0;2
501;1;391726;72;33;39;2;2;4
502;1;398311;111;44;43;0;9;2
503;1;457651;371;142;88;0;17;29
504;1;385156;68;5;1;2;0;4
505;1;391693;32;89;18;42;0;4
506;1;331801;250;24;20;1;0;4
507;1;484763;23;70;2;6;0;2
508;1;305378;126;25;1;0;0;2
509;1;58418;6;0;0;0;0;1
510;1;371952;0;0;0;0;0;0
511;1;312115;44;9;4;0;0;2
512;1;424979;33;45;25;1;4;1
513;1;365036;232;23;14;1;0;4
514;1;478072;60;79;4;7;0;2
515;1;371889;24;10;21;3;0;5
516;1;909120;696;85;26;22;1;4
517;1;345049;304;16;8;1;5;1
518;1;617038;508;105;3;41;9;2
519;1;358561;18;0;86;0;1;2
520;1;484518;246;58;42;0;0;2
521;1;583890;437;93;25;41;8;2
522;1;358637;25;0;0;4;0;2
523;1;477875;256;50;4;30;4;5
524;1;484638;157;37;19;5;5;5
525;1;305461;59;3;3;0;0;6
526;1;378249;275;18;32;16;1;3
527;1;378582;3;2;0;2;2;3
528;1;338565;156;14;1;1;1;4
529;1;471444;54;71;4;7;0;2
530;1;378519;24;38;7;0;0;6
531;1;391807;67;1;1;0;0;2
532;1;504580;151;40;19;0;0;2
533;1;491339;88;69;3;7;0;2
534;1;225833;48;28;0;0;0;1
535;1;365091;32;162;3;16;2;4
536;1;378441;123;21;4;1;2;2
537;1;451369;205;11;4;16;44;7
538;1;1088878;248;134;8;6;0;14
539;1;1135326;323;49;14;67;1;2
540;1;457999;121;76;56;1;30;15
541;1;345249;0;60;0;70;0;5
542;1;457823;311;21;102;18;19;4
543;1;975979;270;98;5;8;0;14
544;1;272487;126;17;0;0;6;14
545;1;398464;37;12;3;0;2;2
546;1;1154728;810;63;25;14;53;15
547;1;749566;698;191;23;65;0;3
548;1;398058;342;38;4;64;13;1
549;1;391878;0;0;0;0;0;0
550;1;411804;0;0;0;0;0;0
551;1;312088;40;17;1;15;4;9
552;1;345038;283;39;8;10;2;4
553;1;411602;103;64;22;0;4;9
554;1;358518;79;21;32;5;6;7
555;1;411706;79;7;7;0;0;5
556;1;1102088;344;56;14;67;1;2
557;1;478182;39;1;0;0;0;2
558;1;424639;371;31;32;1;13;1
559;1;358599;42;18;4;2;0;3
560;1;391668;118;74;2;11;1;4
561;1;411763;28;7;4;0;0;2
562;1;537802;103;30;29;4;22;12
563;1;405061;85;6;9;0;0;1
564;1;504460;255;43;29;3;0;2
565;1;431662;55;2;6;0;0;5
566;1;378456;89;18;20;0;2;9
567;1;484786;8;62;2;6;0;2
568;1;491496;9;1;0;0;0;2
569;1;311876;224;43;12;15;2;2
570;1;498064;12;63;3;6;0;2
571;1;863323;74;53;4;0;5;1
572;1;358521;107;14;16;6;0;4
573;1;1022528;254;50;8;15;0;13
574;1;378594;0;0;0;0;0;0
575;1;425088;0;0;0;0;0;0
576;1;491508;0;0;0;0;0;0
577;1;325458;0;0;0;0;0;0
578;1;418446;0;0;0;0;0;0
579;1;484866;0;0;0;0;0;0
580;1;66215;0;0;0;0;0;0
581;1;305532;0;0;0;0;0;0
582;1;538002;0;0;0;0;0;0
583;1;365310;0;0;0;0;0;0
584;1;451381;141;65;55;0;13;1
585;1;280134;132;52;115;6;0;1
586;1;471471;30;70;3;6;0;2
587;1;411785;6;3;5;2;2;1
588;1;378578;0;0;14;0;0;2
589;1;299826;50;0;15;0;0;24
590;1;457853;337;79;4;22;1;2
591;1;358668;0;0;0;0;0;0
592;1;458298;0;0;0;0;0;0
593;1;298890;0;0;0;0;0;0
594;1;431730;0;0;0;0;0;0
595;1;352026;0;0;0;0;0;0
596;1;338742;0;0;0;0;0;0
597;1;50635;0;0;0;0;0;0
598;1;365310;0;0;0;0;0;0
599;1;233700;0;0;0;0;0;0
600;1;338742;0;0;0;0;0;0
601;1;1108723;344;58;14;72;1;2
602;1;431337;243;104;30;14;0;2
603;1;10156;19;11;0;7;6;1
604;1;325329;94;14;10;0;10;1
605;1;398318;154;32;3;4;8;1
606;1;617393;130;136;10;35;0;2
607;1;358528;120;16;0;2;0;2
608;1;411631;74;48;15;13;21;2
609;1;604264;101;50;5;0;0;2
610;1;365062;214;11;6;0;15;2
611;1;391841;4;13;19;0;0;1
612;1;603720;530;101;25;42;2;2
613;1;458155;103;28;0;7;3;2
614;1;351941;74;6;2;0;0;3
615;1;54530;0;0;0;0;0;0
616;1;194015;152;24;27;4;1;2
617;1;1134902;699;69;25;14;58;15
618;1;537929;62;5;4;0;0;2
619;1;484650;169;24;5;14;1;3
620;1;464813;42;72;4;7;0;2
621;1;365310;0;0;0;0;0;0
622;1;504611;100;69;3;7;0;2
623;1;1102097;305;137;11;8;0;14
624;1;1141425;884;60;24;14;2;15
625;1;438360;9;1;0;0;0;2
626;1;371784;127;28;8;0;2;3
627;1;249086;147;9;14;0;22;2
628;1;239028;28;11;37;3;0;5
629;1;365065;191;43;0;9;0;2
630;1;385123;33;63;4;0;0;13
631;1;624348;0;0;0;0;0;0
632;1;484866;0;0;0;0;0;0
633;1;391878;0;0;0;0;0;0
634;1;498150;0;0;0;0;0;0
635;1;365310;0;0;0;0;0;0
636;1;6800;0;0;0;0;0;0
637;1;272322;0;0;0;0;0;0
638;1;391878;0;0;0;0;0;0
639;1;378594;0;0;0;0;0;0
640;1;391878;0;0;0;0;0;0
641;1;398329;50;123;10;7;0;1
642;1;6120;0;0;0;0;0;0
643;1;385183;27;16;5;2;2;1
644;1;66205;0;0;6;0;0;4
645;1;265579;43;10;40;3;0;5
646;1;570736;330;35;29;23;44;15
647;1;1135282;351;60;14;72;1;2
648;1;458076;158;26;19;1;17;1
649;1;170865;24;15;8;3;0;3
650;1;378594;0;0;0;0;0;0
651;1;209742;8;0;10;0;0;3
652;1;504676;35;69;3;7;0;2
653;1;338660;73;6;2;0;0;1
654;1;384849;260;81;8;35;0;3
655;1;365298;0;0;0;0;0;12
656;1;365081;177;40;4;4;2;2
657;1;186031;218;156;27;13;9;2
658;1;643664;457;94;5;47;3;4
659;1;371758;59;128;0;3;0;4
660;1;345358;20;0;0;4;0;2
661;1;1101700;696;69;25;14;53;15
662;1;225788;111;1;7;2;0;1
663;1;371772;47;50;81;0;0;2
664;1;511277;64;47;40;4;0;2
665;1;471452;41;78;3;6;0;2
666;1;524613;41;10;53;0;0;1
667;1;147767;149;70;15;0;8;1
668;1;438197;76;48;15;13;21;2
669;1;325195;248;9;2;0;0;4
670;1;418303;58;35;14;13;21;2
671;1;1108730;344;56;14;67;1;2
672;1;411678;88;30;3;2;0;3
673;1;299287;335;193;31;61;4;4
674;1;358596;48;18;4;0;0;2
675;1;371711;181;40;6;10;2;2
676;1;478224;0;0;0;0;0;0
677;1;484866;0;0;0;0;0;0
678;1;398520;0;0;0;0;0;0
679;1;385236;0;0;0;0;0;0
680;1;411804;0;0;0;0;0;0
681;1;425088;0;0;0;0;0;0
682;1;611064;0;0;0;0;0;0
683;1;597780;0;0;0;0;0;0
684;1;352026;0;0;0;0;0;0
685;1;1075080;733;81;28;14;53;15
686;1;405013;63;25;29;0;11;21
687;1;378486;47;54;2;2;0;3
688;1;597178;437;97;16;41;9;2
689;1;564122;249;90;51;44;1;13
690;1;345213;133;16;9;0;6;7
691;1;391709;24;79;20;42;0;4
692;1;411730;41;25;3;2;0;3
693;1;241378;91;13;7;0;0;1
694;1;358183;330;27;117;10;0;1
695;1;331848;169;70;5;7;0;1
696;1;332093;0;0;0;0;0;7
697;1;6449;10;0;0;0;0;1
698;1;511135;180;28;26;30;13;22
699;1;391837;39;1;0;0;0;1
700;1;617706;0;0;0;0;0;0
701;1;424941;73;36;29;4;0;5
702;1;484755;30;69;3;7;0;2
703;1;292234;11;1;0;0;0;2
704;1;404931;176;44;0;9;0;2
705;1;365096;171;2;14;9;16;2
706;1;1095125;636;62;25;14;53;15
707;1;617079;449;99;26;46;3;4
708;1;285512;29;49;0;14;0;2
709;1;498045;31;62;3;7;0;2
710;1;0;0;0;0;0;0;0
711;1;464627;201;64;43;3;0;2
712;1;398371;58;25;30;0;13;23
713;1;62320;0;0;0;0;0;0
714;1;471446;82;21;19;4;5;5
715;1;365257;28;18;3;1;0;3
716;1;504684;25;72;3;6;0;2
717;1;438225;138;7;0;0;0;2
718;1;351819;175;15;5;10;0;2
719;1;617113;434;89;25;41;2;2
720;1;345037;283;40;8;10;2;4
721;1;391535;218;108;0;13;0;4
722;1;365203;72;20;2;10;1;2
723;1;411302;320;77;56;44;2;3
724;1;411784;7;3;5;2;2;1
725;1;425020;55;2;6;0;0;5
726;1;312169;4;0;0;0;0;1
727;1;378594;0;0;0;0;0;0
728;1;630990;0;0;0;0;0;0
