ID_interaction;Class_interactions;0;1;2;3;4;5;6;7;8
600;1;338742;0;0;0;0;0;0;0;0
601;1;1108723;324;74;17;1;67;6;0;2
602;1;431337;199;135;13;30;0;14;0;2
603;1;10156;19;0;11;0;7;0;6;1
604;1;325329;75;19;14;10;0;10;0;1
605;1;398318;116;38;32;3;4;8;0;1
606;1;617231;248;76;104;10;35;0;0;2
607;1;358444;129;75;16;0;0;2;0;2
608;1;411631;66;26;30;15;13;20;1;2
609;1;604112;228;57;18;5;0;0;0;2
610;1;364924;138;214;11;6;0;15;1;1
611;1;391840;3;2;20;12;0;0;0;1
612;1;603720;360;170;101;25;26;18;0;2
613;1;458155;76;27;28;0;7;3;0;2
614;1;351891;60;64;6;2;0;0;0;3
615;1;54530;0;0;0;0;0;0;0;0
616;1;193940;167;73;11;27;4;0;1;2
617;1;1134902;646;82;40;25;14;0;58;15
618;1;537906;83;4;3;4;0;0;0;2
619;1;484650;98;71;24;5;14;0;1;3
620;1;464535;295;25;72;4;1;6;0;2
621;1;365310;0;0;0;0;0;0;0;0
622;1;504291;390;30;69;3;1;6;0;2
623;1;1101677;658;107;97;9;10;0;0;14
624;1;1141425;814;101;29;24;14;0;2;15
625;1;438356;10;4;0;0;0;0;0;2
626;1;371719;177;15;30;6;0;2;0;3
627;1;248586;500;147;9;14;0;0;22;2
628;1;238720;324;23;17;18;2;3;4;1
629;1;365065;112;79;43;0;9;0;0;2
630;1;384962;161;33;63;3;1;0;0;13
631;1;624348;0;0;0;0;0;0;0;0
632;1;484866;0;0;0;0;0;0;0;0
633;1;391878;0;0;0;0;0;0;0;0
634;1;498150;0;0;0;0;0;0;0;0
635;1;365310;0;0;0;0;0;0;0;0
636;1;6800;0;0;0;0;0;0;0;0
637;1;272322;0;0;0;0;0;0;0;0
638;1;391878;0;0;0;0;0;0;0;0
639;1;378594;0;0;0;0;0;0;0;0
640;1;391878;0;0;0;0;0;0;0;0
641;1;398264;71;167;0;10;1;6;0;1
642;1;6120;0;0;0;0;0;0;0;0
643;1;385051;145;28;2;5;1;3;0;1
644;1;66205;0;0;0;6;0;0;0;4
645;1;265340;272;20;32;6;2;3;4;1
646;1;570415;321;330;35;29;23;44;1;14
647;1;1135282;331;75;18;1;67;6;0;2
648;1;457503;573;158;26;12;7;1;17;1
649;1;170864;25;0;15;8;3;0;0;3
650;1;378594;0;0;0;0;0;0;0;0
651;1;209742;0;8;0;10;0;0;0;3
652;1;504412;276;23;69;3;1;6;0;2
653;1;338539;131;63;6;2;0;0;0;1
654;1;384849;130;130;81;8;22;13;0;3
655;1;365298;0;0;0;0;0;0;0;12
656;1;364942;225;113;18;4;4;2;1;1
657;1;186031;218;66;90;27;12;1;9;2
658;1;643664;305;152;94;5;31;18;1;4
659;1;371758;59;0;128;0;3;0;0;4
660;1;345283;78;17;0;0;2;2;0;2
661;1;1101700;643;84;38;25;14;0;53;15
662;1;225785;74;40;1;6;3;0;0;1
663;1;371518;283;45;90;14;0;0;1;1
664;1;510920;406;58;17;13;14;4;1;1
665;1;471185;291;17;78;3;0;6;0;2
666;1;524582;53;25;4;53;0;0;0;1
667;1;147767;149;40;30;15;0;0;8;1
668;1;438197;68;26;30;15;13;20;1;2
669;1;325195;248;1;9;1;0;0;0;4
670;1;418303;55;21;17;14;13;20;1;2
671;1;1108730;324;72;17;1;62;6;0;2
672;1;411618;143;10;27;1;2;0;0;3
673;1;299287;335;0;193;31;0;61;4;4
674;1;358596;48;10;8;4;0;0;0;2
675;1;371563;234;117;18;6;10;2;1;1
676;1;478224;0;0;0;0;0;0;0;0
677;1;484866;0;0;0;0;0;0;0;0
678;1;398520;0;0;0;0;0;0;0;0
679;1;385236;0;0;0;0;0;0;0;0
680;1;411804;0;0;0;0;0;0;0;0
681;1;425088;0;0;0;0;0;0;0;0
682;1;611064;0;0;0;0;0;0;0;0
683;1;597780;0;0;0;0;0;0;0;0
684;1;352026;0;0;0;0;0;0;0;0
685;1;1075080;669;110;35;28;14;0;53;15
686;1;404821;243;19;31;1;15;2;9;21
687;1;378463;65;5;56;0;2;0;0;3
688;1;597178;288;149;97;16;26;18;6;2
689;1;563890;232;249;90;25;26;44;1;13
690;1;345213;133;16;9;0;0;6;0;7
691;1;391709;14;20;69;20;7;35;0;4
692;1;411677;89;10;22;1;2;0;0;3
693;1;241354;72;54;2;6;1;0;0;1
694;1;358183;287;43;27;117;8;2;0;1
695;1;331742;245;31;69;2;10;0;0;1
696;1;332093;0;0;0;0;0;0;0;7
697;1;6449;0;10;0;0;0;0;0;1
698;1;510383;752;180;28;26;30;13;1;21
699;1;391828;45;3;1;0;0;0;0;1
700;1;617706;0;0;0;0;0;0;0;0
701;1;424564;437;45;17;15;1;4;0;5
702;1;484488;280;17;69;3;1;6;0;2
703;1;292187;55;3;1;0;0;0;0;2
704;1;404931;147;29;44;0;9;0;0;2
705;1;365034;62;171;2;14;9;16;1;1
706;1;1095125;583;82;33;25;14;0;53;15
707;1;617079;296;153;99;26;31;18;0;4
708;1;285395;141;5;49;0;14;0;0;2
709;1;497890;163;23;62;3;1;6;0;2
710;1;0;0;0;0;0;0;0;0;0
711;1;464236;525;127;30;15;2;3;1;1
712;1;398200;222;14;33;1;14;4;9;23
713;1;62320;0;0;0;0;0;0;0;0
714;1;471204;242;82;21;19;4;5;0;5
715;1;365216;60;9;20;1;1;0;0;3
716;1;504418;281;10;72;3;0;6;0;2
717;1;438225;93;45;7;0;0;0;0;2
718;1;351721;268;5;15;5;2;8;0;2
719;1;617113;274;160;89;25;26;17;0;2
720;1;344780;428;133;19;8;10;2;3;1
721;1;391535;218;0;108;0;13;0;0;4
722;1;365112;141;22;20;2;1;10;0;2
723;1;411302;295;29;128;1;43;1;3;2
724;1;411746;41;5;2;5;1;3;0;1
725;1;424979;90;7;2;5;0;0;0;5
726;1;312038;132;3;0;0;0;0;0;1
727;1;378594;0;0;0;0;0;0;0;0
728;1;630990;0;0;0;0;0;0;0;0
729;1;398520;0;0;0;0;0;0;0;0
730;1;411804;0;0;0;0;0;0;0;0
731;1;345384;0;0;0;0;0;0;0;0
732;1;332100;0;0;0;0;0;0;0;0
733;1;458298;0;0;0;0;0;0;0;0
734;1;371952;0;0;0;0;0;0;0;0
735;1;438372;0;0;0;0;0;0;0;0
736;1;437738;497;123;8;0;0;1;4;1
737;1;630291;344;162;83;24;18;39;20;9
738;1;623557;332;237;25;51;83;20;1;42
739;1;331918;116;34;13;0;2;4;6;7
740;1;491162;259;8;69;2;0;6;0;2
741;1;404921;212;12;10;5;1;0;0;1
742;1;285374;162;61;6;2;0;0;0;1
743;1;155675;105;5;1;7;1;1;3;2
744;1;54523;6;0;0;0;0;0;0;1
745;1;391732;129;2;5;9;0;0;0;1
746;1;995642;473;92;63;8;8;0;0;14
747;1;491014;444;34;13;0;1;0;1;1
748;1;1094873;757;160;33;25;14;0;53;15
749;1;371952;0;0;0;0;0;0;0;0
750;1;591138;0;0;0;0;0;0;0;0
751;1;398192;275;16;11;14;8;0;0;4
752;1;504445;234;60;20;19;4;5;0;5
753;1;371936;0;0;0;14;0;0;0;2
754;1;371880;61;1;2;5;0;0;0;3
755;1;550951;280;19;25;5;1;3;1;1
756;1;305478;45;0;3;4;0;0;0;2
757;1;484444;297;33;79;4;1;6;0;2
758;1;1041925;629;77;49;26;15;0;58;15
759;1;384869;271;39;32;21;0;2;0;2
760;1;491274;136;24;62;3;1;6;0;2
761;1;378464;115;7;4;1;0;0;0;3
762;1;365130;127;22;20;0;0;9;0;2
763;1;597218;271;142;88;16;26;17;0;2
764;1;411652;41;42;1;65;0;0;0;3
765;1;425000;41;26;14;5;0;0;0;2
766;1;477924;189;13;16;69;2;2;2;7
767;1;351796;97;71;11;0;47;0;3;1
768;1;524503;126;16;61;3;1;6;0;2
769;1;391695;154;14;5;9;0;0;0;1
770;1;292053;161;19;2;2;3;1;0;7
771;1;391585;160;44;54;23;1;6;2;3
772;1;418277;66;22;30;15;13;20;1;2
773;1;982591;333;33;35;14;6;0;0;4
774;1;371700;153;0;71;9;0;0;9;10
775;1;398520;0;0;0;0;0;0;0;0
776;1;391878;0;0;0;0;0;0;0;0
777;1;391878;0;0;0;0;0;0;0;0
778;1;385236;0;0;0;0;0;0;0;0
779;1;491508;0;0;0;0;0;0;0;0
780;1;332100;0;0;0;0;0;0;0;0
781;1;445014;0;0;0;0;0;0;0;0
782;1;445014;0;0;0;0;0;0;0;0
783;1;352026;0;0;0;0;0;0;0;0
784;1;491247;164;23;62;3;1;6;0;2
785;1;391534;227;37;67;2;10;0;0;1
786;1;264677;140;25;2;0;0;0;2;14
787;1;175200;52;4;15;0;0;2;0;2
788;1;391797;61;6;2;7;1;3;0;1
789;1;490023;1075;317;36;13;14;2;14;14
790;1;617380;235;66;18;5;0;0;0;2
791;1;577594;151;34;25;17;26;4;1;2
792;1;365211;86;2;4;5;0;0;0;2
793;1;491300;111;23;62;3;1;6;0;2
794;1;610175;393;265;30;44;88;26;1;42
795;1;404500;229;184;74;138;21;15;0;1
796;1;497812;241;23;62;3;1;6;0;2
797;1;497701;342;25;70;3;1;6;0;2
798;1;365100;143;22;30;2;1;10;0;2
799;1;1101945;434;80;17;13;66;14;1;2
800;1;398520;0;0;0;0;0;0;0;0
801;1;463858;825;172;27;32;14;5;1;6
802;1;62313;6;0;0;0;0;0;0;1
803;1;424856;117;86;23;0;4;0;0;2
804;1;430728;720;178;47;16;9;1;17;14
805;1;391742;122;10;0;0;2;0;1;1
806;1;284810;461;288;9;13;9;1;14;1
807;1;590771;261;83;17;4;0;0;0;2
808;1;358324;247;57;19;15;4;0;1;1
809;1;630649;232;76;23;8;0;0;0;2
810;1;391528;247;37;19;39;1;3;3;1
811;1;305139;212;22;25;86;2;42;3;1
812;1;498137;7;4;0;0;0;0;0;2
813;1;318163;390;142;28;66;7;4;4;12
814;1;305420;96;11;3;0;0;0;0;2
815;1;398467;43;3;4;0;0;0;0;3
816;1;291734;241;0;91;23;0;31;3;2
817;1;331737;152;77;94;0;10;9;8;13
818;1;623664;339;179;105;16;26;17;0;2
819;1;365284;0;0;0;19;0;0;0;7
820;1;344958;270;93;24;13;23;0;1;2
821;1;391642;202;27;1;0;0;4;1;1
822;1;511181;156;21;63;4;1;6;0;2
823;1;398178;273;52;9;4;0;2;1;1
824;1;444482;431;65;18;0;14;0;2;2
825;1;1115740;62;47;0;0;5;0;0;2
826;1;464940;0;0;0;0;0;0;0;0
827;1;345384;0;0;0;0;0;0;0;0
828;1;518076;0;0;0;0;0;0;0;0
829;1;332100;0;0;0;0;0;0;0;0
830;1;358668;0;0;0;0;0;0;0;0
831;1;405162;0;0;0;0;0;0;0;0
832;1;604422;0;0;0;0;0;0;0;0
833;1;524718;0;0;0;0;0;0;0;0
834;1;418159;215;20;36;2;0;0;13;1
835;1;345113;151;51;25;28;14;0;0;2
836;1;1121652;622;84;33;25;14;0;53;15
837;1;384823;184;70;142;1;9;5;0;2
838;1;351744;109;54;8;48;0;9;0;54
839;1;371680;206;39;18;1;2;3;2;1
840;1;364866;275;121;28;4;10;2;3;1
841;1;371952;0;0;0;0;0;0;0;0
842;1;345211;150;17;0;0;2;2;0;2
843;1;477827;291;17;78;3;0;6;0;2
844;1;590561;288;132;96;16;26;17;0;2
845;1;423933;895;192;39;9;6;0;13;1
846;1;398269;192;19;13;19;1;1;0;6
847;1;338143;424;133;18;8;10;2;3;1
848;1;617228;254;68;103;16;35;0;0;2
849;1;371602;221;101;13;4;7;2;1;1
850;1;425088;0;0;0;0;0;0;0;0
851;1;338648;74;6;5;0;7;0;0;2
852;1;365277;10;8;5;5;1;3;0;1
853;1;338191;328;183;8;9;9;0;13;1
854;1;365208;71;9;15;5;0;0;0;2
855;1;617081;290;163;94;26;31;17;0;4
856;1;351789;35;168;2;14;0;16;1;1
857;1;444650;304;25;17;0;14;1;2;1
858;1;371834;83;21;8;1;2;0;0;3
859;1;384900;176;136;8;0;1;6;2;7
860;1;256895;132;25;2;0;0;0;2;14
861;1;312114;44;2;8;4;0;0;0;2
862;1;155655;105;6;22;2;2;2;2;4
863;1;617396;228;57;18;5;0;0;0;2
864;1;1095125;583;82;33;25;14;0;53;15
865;1;208793;85;33;15;5;0;3;0;2
866;1;233622;29;40;1;6;1;0;0;1
867;1;497755;288;25;70;3;1;6;0;2
868;1;1095446;324;72;17;1;62;6;0;2
869;1;471188;241;105;24;9;4;3;2;6
870;1;418078;283;26;51;1;1;4;0;2
871;1;404701;288;53;38;4;30;41;6;1
872;1;610425;315;161;109;3;26;17;6;2
873;1;398421;52;0;26;8;0;6;3;4
874;1;371952;0;0;0;0;0;0;0;0
875;1;411804;0;0;0;0;0;0;0;0
876;1;151905;0;0;0;0;0;0;0;0
877;1;391878;0;0;0;0;0;0;0;0
878;1;484866;0;0;0;0;0;0;0;0
879;1;159695;0;0;0;0;0;0;0;0
880;1;511434;0;0;0;0;0;0;0;0
881;1;1049436;0;0;0;0;0;0;0;0
882;1;497805;266;54;17;0;1;4;2;1
883;1;424942;61;21;15;15;11;20;1;2
884;1;378594;0;0;0;0;0;0;0;0
885;1;331897;130;62;6;2;0;0;0;3
886;1;298572;205;77;28;3;0;3;0;2
887;1;378260;206;48;16;0;6;42;0;16
888;1;451217;295;65;21;0;2;3;1;52
889;1;365310;0;0;0;0;0;0;0;0
890;1;305401;53;53;15;0;6;3;0;1
891;1;371470;309;119;30;7;11;2;3;1
892;1;517839;139;24;62;3;1;6;0;2
893;1;504759;12;14;0;4;0;0;0;3
894;1;186960;0;0;0;0;0;0;0;0
895;1;332100;0;0;0;0;0;0;0;0
896;1;405162;0;0;0;0;0;0;0;0
897;1;637632;0;0;0;0;0;0;0;0
898;1;923238;0;0;0;0;0;0;0;0
899;1;285606;0;0;0;0;0;0;0;0
900;1;637632;0;0;0;0;0;0;0;0
901;1;159676;13;4;0;0;0;0;1;1
902;1;305364;136;11;6;0;5;6;0;4
903;1;345093;211;50;16;8;3;0;1;2
904;1;623721;296;156;94;27;31;18;1;4
905;1;623756;270;152;75;18;28;26;15;8
906;1;564162;336;9;10;7;5;33;7;1
907;1;491321;109;7;61;2;0;6;0;2
908;1;260773;87;26;35;31;2;0;2;9
909;1;397898;435;58;47;4;30;41;6;1
910;1;650193;369;177;108;16;31;18;0;4
911;1;338308;283;45;90;14;0;0;1;1
912;1;358490;125;22;20;0;0;9;0;2
913;1;1102086;324;74;17;1;62;6;0;2
914;1;404509;461;61;37;13;4;30;34;13
915;1;484461;295;25;72;4;1;6;0;2
916;1;504211;394;92;82;4;1;6;0;2
917;1;1094998;697;94;34;25;14;0;53;15
918;1;364979;198;40;6;2;11;8;0;66
919;1;504199;467;41;21;1;29;2;21;11
920;1;364598;479;139;23;4;9;53;0;5
921;1;318482;288;1;16;12;0;4;8;5
922;1;484866;0;0;0;0;0;0;0;0
923;1;358668;0;0;0;0;0;0;0;0
924;1;6120;0;0;0;0;0;0;0;0
925;1;257070;0;0;0;0;0;0;0;0
926;1;391878;0;0;0;0;0;0;0;0
927;1;524718;0;0;0;0;0;0;0;0
928;1;478224;0;0;0;0;0;0;0;0
929;1;358668;0;0;0;0;0;0;0;0
930;1;1135782;0;0;0;0;0;0;0;0
931;1;484738;51;3;5;61;0;0;2;6
932;1;371331;324;135;110;19;14;16;1;2
933;1;398402;83;21;8;1;2;0;0;3
934;1;557613;194;58;3;1;4;47;1;7
935;1;325295;79;26;10;0;44;0;3;1
936;1;338655;57;9;6;12;0;2;0;1
937;1;484418;322;34;79;4;1;6;0;2
938;1;444841;112;40;14;3;1;1;0;2
939;1;291734;241;0;91;23;0;31;3;2
940;1;332069;6;5;0;10;7;0;0;3
941;1;503991;647;132;19;0;1;0;1;1
942;1;504332;257;111;47;7;0;4;0;34
943;1;703881;56;87;3;12;10;0;1;2
944;1;385121;27;35;6;0;0;38;0;9
945;1;398323;78;41;22;1;43;1;9;2
946;1;404540;435;58;47;4;30;41;6;1
947;1;491131;288;9;70;2;0;6;0;2
948;1;377795;518;170;54;42;10;3;1;1
949;1;358278;156;201;11;6;9;5;1;1
950;1;352026;0;0;0;0;0;0;0;0
951;1;470596;601;306;31;13;16;1;17;1
952;1;1154762;640;151;47;26;14;0;53;15
953;1;305126;339;37;3;12;1;0;13;1
954;1;251972;236;46;40;85;1;15;0;1
955;1;484248;459;106;33;13;2;3;1;1
956;1;11184;18;0;4;0;7;0;6;1
957;1;451446;120;23;8;5;1;1;1;51
958;1;451252;286;27;78;4;1;6;0;2
959;1;424970;48;20;2;14;11;20;1;2
960;1;490730;365;193;43;32;82;20;1;42
961;1;245346;25;10;2;0;0;0;0;2
962;1;457912;249;83;21;19;4;5;0;5
963;1;378337;207;26;4;16;0;0;0;4
964;1;358668;0;0;0;0;0;0;0;0
965;1;331781;107;116;45;0;2;39;1;9
966;1;219154;26;1;1;2;0;0;0;2
967;1;311771;291;18;8;68;2;14;0;2
968;1;351900;18;21;1;1;11;8;0;66
969;1;477924;266;5;14;1;10;0;0;4
970;1;404182;637;240;40;12;25;11;1;14
971;1;444457;240;247;23;31;0;14;0;2
972;1;132392;26;1;0;6;3;1;0;1
973;1;504012;610;125;14;15;14;0;1;1
974;1;354217;143;42;21;1;0;0;3;18
975;1;365225;50;31;2;0;0;0;0;2
976;1;385236;0;0;0;0;0;0;0;0
977;1;604422;0;0;0;0;0;0;0;0
978;1;451656;0;0;0;0;0;0;0;0
979;1;358668;0;0;0;0;0;0;0;0
980;1;352026;0;0;0;0;0;0;0;0
981;1;1102572;0;0;0;0;0;0;0;0
982;1;411804;0;0;0;0;0;0;0;0
983;1;1101788;590;65;29;18;14;0;53;15
984;1;411480;237;30;47;0;4;0;5;1
985;1;411660;89;44;7;0;0;2;0;2
986;1;624073;43;72;81;31;7;35;2;4
987;1;140844;269;31;25;0;0;4;0;1
988;1;553496;120;38;18;24;8;6;9;6
989;1;538478;405;73;27;6;9;5;12;4
990;1;138640;152;55;28;10;9;0;0;3
991;1;162258;43;15;8;8;0;4;1;1
992;1;967380;144;26;2;3;1;1;2;1
993;1;213285;14;3;0;1;0;0;0;1
994;1;986810;135;22;2;0;0;0;0;1
995;1;1001921;586;191;62;27;106;0;8;41
996;1;315040;105;40;7;7;0;0;1;8
997;1;715905;283;65;10;5;12;2;0;1
998;1;462561;35;1;0;2;0;0;0;1
999;1;683568;421;32;31;54;5;11;2;2
1000;1;187812;0;0;0;0;0;0;0;0
1001;1;215484;0;0;0;2;0;0;0;2
1002;1;263861;48;12;4;6;2;0;0;1
1003;1;690331;339;49;31;3;7;3;0;5
1004;1;176654;20;4;0;0;0;0;0;2
1005;1;311196;48;90;18;3;8;0;0;1
1006;1;623616;582;67;60;19;0;2;0;2
1007;1;2439;0;0;0;0;0;0;0;0
1008;1;106716;26;3;1;0;5;1;0;3
1009;1;263821;41;9;14;6;3;0;0;4
1010;1;1040490;88;8;9;3;0;0;0;2
1011;1;429888;105;20;5;8;6;1;0;1
1012;1;234213;193;32;34;8;4;4;1;5
1013;1;389855;277;56;37;11;19;2;2;5
1014;1;253700;0;0;0;0;0;0;0;0
1015;1;1047210;0;0;0;0;0;0;0;0
1016;1;509427;0;0;0;0;0;0;0;0
1017;1;78647;0;0;0;0;0;0;0;0
1018;1;195286;0;0;0;0;0;0;0;0
1019;1;643868;170;39;106;42;7;36;2;4
1020;1;816645;246;48;21;0;0;5;0;1
1021;1;1071219;102;15;34;20;2;2;0;1
1022;1;87009;54;5;2;0;1;1;0;1
1023;1;650279;424;38;20;91;19;3;40;2
1024;1;1174257;132;16;26;12;1;1;0;1
1025;1;132031;24;2;4;1;2;1;0;1
1026;1;684403;702;120;72;20;7;13;16;6
1027;1;7548;0;0;0;0;0;0;0;0
1028;1;127287;183;13;20;5;1;2;0;1
1029;1;132137;36;4;2;0;1;2;2;3
1030;1;643870;79;170;99;14;36;5;0;1
1031;1;50009;78;5;0;0;1;0;0;1
1032;1;66011;15;4;1;0;0;1;0;1
1033;1;61299;91;51;24;0;5;4;0;5
1034;1;124217;104;49;11;6;0;0;1;1
1035;1;624178;160;1;2;0;1;1;3;2
1036;1;179323;77;15;23;0;6;3;0;5
1037;1;134130;330;69;35;7;2;3;1;12
1038;1;1068592;108;70;3;7;0;0;1;1
1039;1;575968;122;41;4;1;0;1;0;1
1040;1;476465;23;9;2;1;0;1;0;1
1041;1;251570;165;11;42;6;1;0;2;13
1042;1;324480;61;23;6;3;0;1;1;1
1043;1;658577;138;24;19;9;0;0;0;1
1044;1;611193;84;33;2;3;2;4;0;1
1045;1;4624;0;0;0;0;0;0;0;0
1046;1;274169;0;0;0;0;0;0;0;0
1047;1;46970;0;0;0;0;0;0;0;0
1048;1;85312;0;0;0;0;0;0;0;0
1049;1;553653;0;0;0;0;0;0;0;0
1050;1;8103;0;0;0;0;0;0;0;0
1051;1;509310;339;62;13;6;4;4;10;3
1052;1;1119669;172;24;31;11;1;2;0;1
1053;1;519093;324;44;12;6;6;7;12;3
1054;1;512142;25;17;0;0;1;1;3;1
1055;1;690444;50;32;7;18;4;2;1;2
1056;1;59938;25;12;3;0;4;0;2;1
1057;1;134885;33;14;4;1;0;0;0;1
1058;1;138735;177;0;116;0;10;0;14;4
1059;1;362060;162;56;25;8;41;5;9;12
1060;1;30444;1;0;0;0;0;0;0;2
1061;1;427695;442;60;19;3;21;5;8;4
1062;1;497330;111;81;7;7;12;7;0;1
1063;1;562785;442;94;36;16;11;8;10;7
1064;1;637412;154;23;16;18;3;2;1;3
0;1;366945;258;46;10;4;3;2;4;11
1;1;303094;49;11;2;3;1;0;2;8
2;1;220706;171;68;22;3;15;1;3;1
3;1;91081;99;11;13;1;2;12;2;3
4;1;221931;32;40;1;6;0;3;1;1
5;1;369713;148;20;10;11;2;5;0;1
6;1;143194;108;22;15;6;0;0;6;1
7;1;213000;51;14;2;0;0;0;0;3
8;1;204869;67;15;4;2;2;0;0;1
9;1;291888;192;20;16;3;1;3;0;2
10;1;325050;0;0;0;0;0;0;0;0
11;1;442463;288;33;35;2;0;6;5;1
12;1;258974;43;6;10;0;3;4;5;5
13;1;249031;49;8;17;3;6;0;0;2
14;1;258041;158;42;10;0;22;5;1;6
15;1;110463;45;4;3;0;1;0;0;1
16;1;325496;315;59;8;6;0;0;12;3
17;1;386974;127;44;13;4;1;14;0;3
18;1;81438;59;7;3;5;1;2;0;7
19;1;205021;16;17;10;3;5;1;0;2
20;1;642372;192;59;10;0;35;6;0;1
21;1;223892;63;9;18;11;2;0;3;7
22;1;352850;58;21;4;0;1;0;0;1
23;1;195610;0;0;0;0;0;0;0;0
24;1;218781;0;0;0;0;0;0;0;0
25;1;201448;0;0;0;0;0;0;0;0
26;1;78631;11;4;0;0;0;0;0;1
27;1;81219;49;23;11;0;1;5;1;4
28;1;292890;59;2;14;5;1;3;2;4
29;1;193795;145;0;105;19;0;24;8;3
30;1;197788;84;107;10;41;7;6;17;1
31;1;182313;386;104;64;22;27;6;1;2
32;1;5994;0;0;0;0;0;0;0;0
33;1;211134;168;48;27;12;17;10;2;2
34;1;237391;73;9;8;1;5;0;0;5
35;1;238928;138;23;20;3;0;7;0;1
36;1;352397;108;17;21;13;10;5;1;12
37;1;227799;64;15;7;0;3;0;11;1
38;1;572297;303;25;37;5;1;6;0;2
39;1;211362;49;4;3;0;0;0;0;2
40;1;4544;0;10;0;0;0;1;0;1
41;1;144916;50;4;1;1;3;0;2;4
42;1;385335;152;23;11;11;2;5;0;1
43;1;5165;0;0;0;0;0;0;0;3
44;1;105801;59;5;10;5;1;0;0;4
45;1;167122;84;2;1;0;0;1;4;1
46;1;344388;266;51;49;12;2;10;7;1
47;1;387953;0;0;0;17;0;0;0;5
48;1;481089;0;0;0;0;0;0;0;0
49;1;305368;0;0;0;0;0;0;0;0
50;1;100893;0;0;0;0;0;0;0;0
51;1;342485;207;40;7;1;0;2;2;16
52;1;159352;23;12;0;0;1;0;0;2
53;1;305345;61;7;14;2;1;2;3;7
54;1;234363;60;8;1;3;13;0;0;2
55;1;89499;26;40;10;5;9;3;2;1
56;1;114389;128;61;17;0;27;5;4;2
57;1;191918;0;0;0;0;0;0;0;1
58;1;431049;223;0;95;28;0;31;1;3
59;1;230384;141;23;21;3;0;7;0;1
60;1;108971;115;29;8;1;1;2;2;5
61;1;401227;65;19;45;3;19;0;0;2
62;1;65557;42;0;12;2;7;1;9;2
63;1;203006;166;28;1;0;1;0;0;1
64;1;244930;100;17;35;8;1;3;2;2
65;1;488704;0;0;0;0;0;0;0;0
66;1;369024;0;0;0;0;0;0;0;0
67;1;226310;0;0;0;0;0;0;0;0
68;1;328790;0;0;0;0;0;0;0;0
69;1;187860;9;3;0;4;2;0;0;2
70;1;307233;21;5;5;0;2;0;0;2
71;1;211388;75;5;10;1;0;1;0;1
72;1;157330;120;40;4;2;1;6;0;1
73;1;252056;56;7;9;3;3;0;5;3
74;1;218003;191;48;16;0;27;8;3;4
75;1;22766;26;0;13;0;0;0;0;1
76;1;18996;28;5;2;4;2;0;1;2
77;1;191610;219;60;34;0;17;14;2;2
78;1;316254;97;19;2;9;0;0;1;1
79;1;324040;227;135;24;63;3;1;3;4
80;1;121327;18;1;1;3;0;1;0;1
81;1;181849;176;32;7;5;2;5;2;13
82;1;185439;28;0;0;2;0;0;0;3
83;1;248829;185;33;19;6;2;31;4;7
84;1;312068;162;35;48;17;6;6;0;3
85;1;4959;0;0;0;1;0;0;0;4
86;1;185183;67;14;4;0;2;2;0;2
87;1;202093;72;12;5;8;0;2;0;2
88;1;290237;180;56;16;50;7;2;0;2
89;1;184680;21;2;3;3;0;0;6;1
90;1;427023;181;57;14;7;9;1;2;1
91;1;294333;251;35;17;4;7;15;3;1
92;1;233290;119;27;37;10;4;2;6;1
93;1;181380;164;11;5;16;1;28;1;2
94;1;166160;47;1;7;5;0;0;0;1
95;1;289015;147;20;4;0;3;0;0;2
96;1;114519;0;0;0;0;0;0;0;0
97;1;119511;0;0;0;0;0;0;0;0
98;1;257665;0;0;0;0;0;0;0;0
99;1;160979;0;0;0;0;0;0;0;0
100;1;305207;0;0;0;0;0;0;0;0
101;1;110705;47;11;6;1;1;0;0;1
102;1;254414;78;114;5;13;0;12;4;4
103;1;357274;77;9;1;10;1;0;0;2
104;1;204082;116;62;30;0;10;5;7;3
105;1;114676;118;32;11;3;12;1;0;3
106;1;101245;22;6;9;3;0;2;0;2
107;1;222756;93;36;59;1;6;0;0;1
108;1;138925;56;14;5;15;0;0;0;8
109;1;169433;138;36;2;4;0;5;1;1
110;1;4079;0;0;0;0;0;0;0;1
111;1;113818;10;7;7;1;5;1;0;1
112;1;354062;178;30;5;0;2;2;0;1
113;1;263651;107;0;46;3;0;4;7;5
114;1;99235;37;11;1;3;5;0;0;2
115;1;259258;133;30;31;0;12;8;3;7
116;1;520575;0;0;0;0;0;0;0;0
117;1;153657;0;0;0;0;0;0;0;0
118;1;85296;0;0;0;0;0;0;0;0
119;1;204315;0;0;0;0;0;0;0;0
120;1;97735;0;0;0;0;0;0;0;0
121;1;627095;0;0;0;0;0;0;0;0
122;1;145621;0;0;0;0;0;0;0;0
123;1;81141;2;0;0;0;0;0;0;1
124;1;151691;55;5;10;3;2;4;1;3
125;1;203525;165;15;9;4;8;3;0;3
126;1;164835;0;0;0;0;0;0;0;0
127;1;180684;0;0;0;0;0;0;0;0
128;1;319390;0;0;0;0;0;0;0;0
129;1;176717;0;0;0;0;0;0;0;0
130;1;2312;0;0;0;0;0;0;0;0
131;1;164738;0;0;0;0;0;0;0;0
132;1;152280;0;0;0;0;0;0;0;0
133;1;362906;27;0;0;0;0;0;0;1
134;1;116843;36;12;4;3;0;0;7;2
135;1;269202;78;28;21;1;0;1;3;1
136;1;244865;159;35;14;16;1;1;5;2
137;1;217707;34;0;17;2;0;6;0;4
