ID_interaction;Class_interactions;0;1;2;3;4;5;6;7;8
138;1;207515;33;7;4;0;16;0;0;1
139;1;254878;54;19;13;5;0;4;1;2
140;1;366254;102;52;7;3;1;0;0;1
141;1;120715;99;17;1;2;0;1;0;1
142;1;205394;95;30;2;4;2;1;0;7
143;1;296931;59;37;8;5;0;1;1;2
144;1;127431;39;0;27;4;0;2;5;4
145;1;347516;762;226;109;37;7;0;18;15
146;1;192101;50;0;19;7;0;22;0;1
147;1;327960;170;88;2;0;4;1;1;4
148;1;190874;57;12;2;3;1;0;0;1
149;1;383042;186;101;23;19;14;6;0;3
150;1;137811;0;0;0;0;0;0;0;0
151;1;608510;472;53;21;1;55;14;4;1
152;1;241722;65;22;31;7;6;10;6;1
153;1;348050;142;51;33;7;1;2;1;5
154;1;232128;223;45;21;5;12;3;2;1
155;1;91212;8;2;0;0;0;0;0;2
156;1;210694;0;0;0;0;0;0;0;0
157;1;630416;0;0;0;0;0;0;0;0
158;1;129311;0;0;0;0;0;0;0;0
159;1;62520;0;0;0;0;0;0;0;0
160;1;351720;23;7;5;5;0;0;1;3
161;1;117244;32;8;3;0;0;0;0;1
162;1;27324;0;0;0;0;0;0;0;0
163;1;163483;93;35;4;0;1;1;0;1
164;1;378070;136;7;1;3;7;1;2;1
165;1;324530;329;117;29;7;14;5;0;19
166;1;178450;0;0;0;0;0;0;0;1
167;1;123558;69;11;5;0;3;0;0;2
168;1;255168;44;8;65;2;0;2;0;1
169;1;102363;28;1;1;2;0;0;0;1
170;1;180679;66;11;5;3;1;0;0;1
171;1;367095;113;17;32;11;3;7;1;4
172;1;99473;29;5;4;0;0;0;0;1
173;1;176567;53;25;10;15;0;1;1;8
174;1;674518;360;68;37;5;9;2;14;11
175;1;137106;48;6;5;4;1;1;0;1
176;1;200429;361;94;6;20;13;1;2;2
177;1;163884;34;4;11;6;0;3;0;2
178;1;156438;169;65;10;3;2;4;2;9
179;1;246378;113;67;62;6;11;3;0;2
180;1;205203;31;27;56;0;2;1;1;1
181;1;84704;2;1;0;0;0;0;0;1
182;1;268801;71;54;53;4;6;5;0;2
183;1;186053;41;27;10;7;4;0;1;2
184;1;296580;92;12;11;0;1;2;0;2
185;1;313239;113;40;8;3;2;1;0;2
186;1;129721;0;0;0;0;0;0;0;0
187;1;103066;0;0;0;0;0;0;0;0
188;1;110517;0;0;0;0;0;0;0;0
189;1;432796;0;0;0;0;0;0;0;0
190;1;106620;0;0;0;0;0;0;0;0
191;1;25840;0;0;0;0;0;0;0;0
192;1;217602;0;0;0;0;0;0;0;0
193;1;81144;0;0;0;0;0;0;0;0
194;1;201798;0;0;0;0;0;0;0;0
195;1;241693;49;9;14;3;4;0;5;3
196;1;168616;180;55;21;13;7;1;0;3
197;1;394824;536;150;46;24;9;7;1;3
198;1;598364;0;0;0;0;0;0;0;0
199;1;227900;0;0;0;0;0;0;0;0
200;1;117282;0;0;0;0;0;0;0;0
201;1;180663;82;6;5;6;0;2;0;2
202;1;95886;41;12;7;0;7;1;0;4
203;1;667691;62;54;2;14;4;0;1;2
204;1;526731;75;30;29;14;0;4;1;1
205;1;605394;0;0;0;0;0;0;0;0
206;1;265710;0;0;0;0;0;0;0;0
207;1;98532;0;0;0;0;0;0;0;0
208;1;332509;67;7;2;1;2;1;2;2
209;1;159943;29;1;0;0;1;0;0;4
210;1;124219;85;53;6;10;9;5;0;2
211;1;117840;7;2;0;0;0;0;2;1
212;1;152899;78;0;53;9;0;12;8;3
213;1;205055;180;45;21;3;12;3;2;1
214;1;1297040;252;61;32;25;5;1;6;1
215;1;99876;52;22;9;22;3;0;4;11
216;1;230376;258;100;22;10;0;2;0;1
217;1;182234;134;38;28;5;4;2;7;2
218;1;283115;67;17;0;0;0;0;0;1
219;1;301338;3;1;6;0;0;0;1;1
220;1;843199;0;0;0;0;0;0;0;0
221;1;153657;0;0;0;0;0;0;0;0
222;1;212520;0;0;0;0;0;0;0;0
223;1;208170;0;0;0;0;0;0;0;0
224;1;126165;0;0;0;0;0;0;0;0
225;1;112805;0;0;0;0;0;0;0;0
226;1;215100;0;0;0;0;0;0;0;0
227;1;157927;0;0;0;0;0;0;0;0
228;1;208754;0;0;0;0;0;0;0;0
229;1;219872;52;15;1;0;4;0;0;1
230;1;419526;0;0;0;0;0;0;0;0
231;1;104468;0;0;0;0;0;0;0;0
232;1;232308;0;0;0;0;0;0;0;0
233;1;634260;0;0;0;0;0;0;0;0
234;1;186081;47;10;5;1;0;0;0;1
235;1;627893;120;50;20;3;4;0;1;1
236;1;209173;34;18;2;2;0;0;0;1
237;1;411514;206;20;6;0;0;3;4;4
238;1;14931;7;20;1;0;0;0;0;1
239;1;324489;4;4;1;0;0;1;0;1
240;1;138574;82;17;11;2;0;1;0;1
241;1;249489;114;36;16;3;0;5;0;1
242;1;132855;29;3;1;0;0;5;0;1
243;1;137792;17;1;3;2;0;0;0;1
244;1;155005;15;3;4;2;10;3;0;1
245;1;153781;37;1;2;1;0;0;1;2
246;1;170652;46;6;16;2;0;2;2;4
247;1;177362;215;53;17;3;1;1;1;7
248;1;151377;43;9;4;0;6;0;0;1
249;1;53307;0;0;2;0;0;9;0;2
250;1;985300;0;0;0;0;0;0;0;0
251;1;245082;0;0;1;0;0;13;0;2
252;1;234642;155;16;9;4;2;7;14;1
253;1;140053;138;0;58;19;0;7;1;1
254;1;236506;72;8;14;11;3;1;3;7
255;1;1289256;264;64;32;25;5;1;6;1
256;1;100442;18;1;0;0;1;0;0;2
257;1;169524;172;20;31;16;7;6;26;7
258;1;178450;0;0;0;0;0;0;0;1
259;1;217868;182;48;13;5;1;1;0;2
260;1;146822;6;0;0;1;1;0;0;2
261;1;542327;668;165;56;5;23;7;34;23
262;1;433007;63;64;31;8;0;3;0;2
263;1;63531;0;0;0;0;0;0;0;0
264;1;121352;0;0;0;0;0;0;0;0
265;1;238328;0;0;0;0;0;0;0;0
266;1;535966;0;0;0;0;0;0;0;0
267;1;240912;0;0;0;0;0;0;0;0
268;1;537728;48;22;6;4;0;0;0;2
269;1;253576;70;19;2;31;0;1;1;4
270;1;190267;65;8;3;3;1;2;0;1
271;1;141621;46;0;20;4;0;0;0;2
272;1;108083;40;46;5;6;8;3;0;1
273;1;404528;72;4;1;3;4;1;2;1
274;1;548817;0;1;0;2;0;0;0;1
275;1;101197;50;49;1;4;2;1;0;4
276;1;720681;457;51;22;6;31;23;0;1
277;1;223978;207;67;9;11;27;7;1;8
278;1;269489;97;32;77;15;6;4;3;7
279;1;332428;520;62;24;10;4;1;9;2
280;1;182972;63;10;6;0;3;0;5;3
281;1;410769;122;95;97;57;2;8;0;2
282;1;217007;116;102;9;28;7;0;5;1
283;1;415932;220;41;15;9;1;1;5;8
284;1;159266;57;6;3;2;0;0;0;1
285;1;215705;58;14;2;3;1;0;0;1
286;1;79909;50;15;2;2;0;0;0;2
287;1;146740;77;9;3;0;0;1;0;2
288;1;150236;136;10;25;7;4;2;1;2
289;1;119327;223;52;20;12;17;5;2;4
290;1;96935;83;21;7;0;1;0;0;3
291;1;292862;61;7;31;9;1;3;2;4
292;1;152956;50;11;10;18;1;9;0;7
293;1;212990;136;38;11;4;1;9;1;2
294;1;250443;126;36;28;20;0;4;5;4
295;1;278895;0;25;0;40;0;3;0;1
296;1;216996;46;19;5;0;0;2;0;3
297;1;283932;0;0;0;0;0;0;0;0
298;1;154818;0;0;0;0;0;0;0;0
299;1;239780;0;0;0;0;0;0;0;0
300;1;124224;0;0;0;0;0;0;0;0
301;1;269248;68;11;1;2;2;2;0;1
302;1;352306;183;60;13;10;2;2;1;7
303;1;143540;21;2;3;1;0;0;1;2
304;1;290168;99;19;45;16;1;1;1;10
305;1;131311;54;1;5;2;0;2;0;1
306;1;175239;67;16;4;0;0;2;0;1
307;1;302015;94;14;26;9;2;3;5;4
308;1;352914;214;40;27;10;3;0;5;8
309;1;644834;298;68;49;18;2;3;3;13
310;1;330870;44;0;37;2;0;2;1;4
311;1;262300;0;0;0;0;0;0;0;0
312;1;118401;0;0;0;0;0;0;0;0
313;1;73315;0;0;0;0;0;0;0;0
314;1;202790;0;0;0;0;0;0;0;0
315;1;145199;0;0;0;0;0;0;0;0
316;1;4962;0;0;0;1;0;0;0;1
317;1;217145;93;9;18;3;0;5;0;2
318;1;212828;96;6;7;0;0;8;0;9
319;1;908081;216;30;8;14;1;0;0;2
320;1;6993;0;0;0;0;0;0;0;0
321;1;226241;53;8;4;2;1;0;0;1
322;1;286856;168;48;20;3;2;0;0;8
323;1;206091;52;15;22;4;0;6;1;2
324;1;165634;114;24;3;9;1;1;3;3
325;1;230515;24;15;7;0;1;16;0;2
326;1;97665;45;4;10;0;2;8;0;1
327;1;175575;119;60;7;10;31;4;0;6
328;1;528004;132;49;69;27;1;0;8;2
329;1;160299;47;3;4;2;0;2;0;1
330;1;269480;113;34;74;14;2;4;5;4
331;1;108624;38;13;7;4;0;0;8;2
332;1;3669;1;0;0;0;0;0;1;1
333;1;347885;184;25;3;0;0;0;0;3
334;1;293062;174;69;17;19;32;13;1;28
335;1;185211;45;10;4;1;1;1;0;1
336;1;305207;0;0;0;0;0;0;0;0
337;1;186145;0;0;0;0;0;0;0;0
338;1;296759;0;0;0;0;0;0;0;0
339;1;142506;0;0;0;0;0;0;0;0
340;1;288100;0;0;0;0;0;0;0;0
341;1;285870;0;0;0;0;0;0;0;0
342;1;336870;0;0;0;0;0;0;0;0
343;1;301350;0;0;0;0;0;0;0;0
344;1;126672;0;0;0;0;0;0;0;0
345;1;175861;33;0;20;3;0;1;0;2
346;1;6549;0;0;0;0;0;0;0;0
347;1;183520;70;3;1;1;3;8;0;4
348;1;283773;14;1;10;0;0;0;0;2
349;1;301410;0;0;0;0;0;0;0;0
350;1;219735;0;0;0;0;0;0;0;0
351;1;24098;20;7;1;5;8;0;0;1
352;1;167114;60;15;10;1;2;0;12;1
353;1;127062;0;0;0;0;0;0;0;0
354;1;143856;0;0;0;0;0;0;0;0
355;1;185472;0;0;0;0;0;0;0;0
356;1;127512;0;0;0;0;0;0;0;0
357;1;227900;0;0;0;0;0;0;0;0
358;1;231253;15;17;7;2;0;1;0;5
359;1;173677;69;36;17;1;15;1;0;10
360;1;705289;161;47;3;2;21;4;0;1
361;1;131886;43;1;1;0;1;1;0;7
362;1;641906;151;28;12;7;2;0;0;2
363;1;10656;0;0;0;0;0;0;0;0
364;1;182064;36;7;3;2;0;1;0;1
365;1;408349;108;36;4;1;0;0;0;2
366;1;654054;191;62;10;0;36;6;0;1
367;1;277564;158;24;9;4;10;0;0;1
368;1;265993;0;0;0;0;0;0;0;0
369;1;110486;75;28;8;20;3;3;9;5
370;1;263474;244;79;7;5;11;1;1;1
371;1;215488;0;0;0;0;0;0;0;0
372;1;383057;125;37;8;5;2;0;0;4
373;1;145088;43;22;2;0;17;2;0;15
374;1;79367;60;9;0;2;0;0;0;4
375;1;31842;66;20;15;4;0;0;8;5
376;1;97210;77;12;6;0;1;1;0;4
377;1;301966;78;34;2;1;7;1;0;1
378;1;288749;100;42;10;3;8;0;9;2
379;1;108103;172;48;15;5;4;0;2;1
380;1;111908;92;0;18;15;0;14;8;1
381;1;194687;100;24;21;6;4;2;0;1
382;1;201753;0;18;0;20;0;0;0;7
383;1;227670;89;69;6;9;11;8;35;3
384;1;106488;113;29;6;1;11;1;0;3
385;1;837376;0;0;5;0;0;0;0;6
386;1;74648;0;0;0;0;0;0;0;0
387;1;157852;0;0;0;0;0;0;0;0
388;1;222040;0;0;0;0;0;0;0;0
389;1;173525;0;0;0;0;0;0;0;0
390;1;530040;0;0;0;0;0;0;0;0
391;1;113129;33;16;14;12;0;1;0;1
392;1;4074;0;2;0;3;0;0;0;1
393;1;146538;41;8;12;8;0;1;1;1
394;1;110408;95;8;2;2;1;0;0;1
395;1;251625;83;28;7;0;1;1;2;1
396;1;1240287;316;105;29;3;48;7;0;3
397;1;4009;0;0;0;0;0;0;0;3
398;1;112502;42;0;25;6;0;1;0;2
399;1;370211;268;42;11;4;9;10;1;1
400;1;247660;0;0;0;0;0;0;0;0
401;1;153473;48;11;5;0;1;0;0;3
402;1;83942;17;12;5;0;0;2;0;1
403;1;118517;72;23;15;3;2;2;2;1
404;1;263645;140;19;7;5;5;0;1;1
405;1;168584;375;116;27;8;13;8;1;4
406;1;8214;0;0;0;0;0;0;0;0
407;1;241452;29;1;5;0;1;0;0;2
408;1;195877;50;13;8;0;0;0;0;3
409;1;209700;66;16;3;3;1;0;0;1
410;1;260155;85;19;17;5;0;4;1;2
411;1;207205;8;16;2;2;0;3;3;1
412;1;202149;18;16;3;5;0;2;0;1
413;1;359802;9;0;3;1;0;0;0;12
414;1;231686;0;0;0;0;0;0;0;0
415;1;104256;0;0;0;0;0;0;0;0
416;1;21351;0;0;0;0;0;0;0;0
417;1;150570;0;0;0;0;0;0;0;0
418;1;73315;0;0;0;0;0;0;0;0
419;1;137003;125;32;6;3;0;1;0;2
420;1;232957;112;8;7;0;3;0;6;1
421;1;175537;91;15;16;3;4;2;5;1
422;1;136538;68;4;1;8;0;0;0;1
423;1;307147;180;64;11;5;14;4;3;12
424;1;69114;97;50;17;15;4;5;0;1
425;1;513500;334;11;84;8;0;0;1;2
426;1;118865;42;3;3;2;1;0;0;1
427;1;642840;182;42;3;12;4;0;0;1
428;1;403254;355;155;20;3;14;4;3;2
429;1;225711;148;19;21;2;7;0;0;2
430;1;370846;76;9;2;2;2;2;3;2
431;1;30422;8;0;12;0;2;0;1;2
432;1;491106;293;72;13;3;10;9;1;1
433;1;122548;46;7;3;4;3;1;0;1
434;1;179521;55;30;7;0;0;0;0;1
435;1;236202;90;132;6;12;11;9;35;3
436;1;265135;27;14;9;0;0;1;0;2
437;1;220883;58;16;17;0;1;13;0;2
438;1;205386;0;0;0;0;0;0;0;1
439;1;112765;28;3;2;0;0;0;6;1
440;1;321221;71;0;113;0;28;0;1;6
441;1;120430;168;65;5;0;6;2;2;3
442;1;243235;103;16;33;0;32;3;3;7
443;1;144566;77;8;11;3;0;0;0;1
444;1;131910;17;10;4;4;0;0;0;5
445;1;264745;90;6;13;1;0;3;0;2
446;1;294325;226;34;28;5;23;3;10;12
447;1;385286;200;134;16;35;31;9;2;15
448;1;146145;102;11;3;2;2;0;0;3
449;1;179631;14;0;5;0;0;0;1;2
450;1;185858;0;0;0;0;0;0;0;0
451;1;73197;81;28;3;0;4;0;0;2
452;1;700380;394;52;33;16;3;0;10;12
453;1;183207;82;13;5;3;1;0;0;1
454;1;164902;101;41;19;25;6;5;10;20
455;1;243254;128;32;6;0;1;2;0;9
456;1;227794;209;28;16;2;5;2;2;2
457;1;100412;46;2;1;0;1;0;0;2
458;1;182864;176;12;0;9;2;0;0;2
459;1;650530;211;41;18;10;0;4;6;12
460;1;7881;0;0;0;0;0;0;0;0
461;1;216944;0;0;0;0;0;0;0;0
462;1;201448;0;0;0;0;0;0;0;0
463;1;21080;0;0;0;0;0;0;0;0
464;1;4284;0;0;0;0;0;0;0;0
465;1;24612;0;0;0;0;0;0;0;0
466;1;144656;5;0;0;0;2;0;0;3
467;1;17951;34;0;16;0;10;0;0;9
468;1;525755;197;15;1;4;8;1;8;1
469;1;120517;16;3;4;4;1;0;0;1
470;1;141245;82;63;16;9;21;2;5;19
471;1;246163;99;12;4;0;3;0;6;1
472;1;168006;70;23;7;49;7;2;0;1
473;1;326753;242;64;72;17;16;13;2;1
474;1;170158;79;90;6;14;11;6;4;2
475;1;367095;128;8;19;7;2;4;1;11
476;1;294803;148;28;8;3;0;0;7;3
477;1;6771;0;0;0;0;0;0;0;0
478;1;253300;256;114;6;17;1;3;5;2
479;1;97698;26;5;5;0;0;0;0;1
480;1;288085;134;38;10;3;10;7;5;8
481;1;144840;44;4;5;4;1;1;0;1
482;1;268858;81;17;20;5;11;4;8;6
483;1;286569;77;11;6;4;2;0;4;3
484;1;633560;73;24;15;6;1;3;1;13
485;1;250666;0;0;0;0;0;0;0;0
486;1;17680;0;0;0;0;0;0;0;0
487;1;6216;0;0;0;0;0;0;0;0
488;1;8103;0;0;0;0;0;0;0;0
489;1;403988;0;0;0;0;0;0;0;0
490;1;180198;0;0;0;0;0;0;0;0
491;1;298717;0;0;0;0;0;0;0;0
492;1;162338;0;0;0;0;0;0;0;0
493;1;309600;0;0;0;0;0;0;0;0
494;1;321054;0;0;0;0;0;0;0;0
495;1;210694;0;0;0;0;0;0;0;0
496;1;206165;17;0;5;1;0;0;0;5
497;1;303074;51;9;18;5;1;1;1;10
498;1;230343;50;25;7;13;0;1;3;9
499;1;197514;35;15;1;0;0;0;1;8
500;1;262005;66;0;49;7;0;8;1;4
501;1;120933;47;6;6;12;2;0;0;3
502;1;115856;24;14;10;0;8;0;7;1
503;1;366133;324;47;12;7;2;0;1;2
504;1;224071;34;1;0;2;1;0;0;3
505;1;170798;26;13;46;4;2;30;0;4
506;1;194603;105;22;0;15;3;0;0;2
507;1;97218;40;41;1;3;2;0;0;4
508;1;113092;73;17;22;0;1;0;0;1
509;1;57653;6;0;0;0;0;0;0;1
510;1;167832;0;0;0;0;0;0;0;0
511;1;119640;17;1;2;1;0;0;0;1
512;1;257053;50;27;17;1;0;3;0;1
513;1;220851;112;7;2;14;1;0;0;3
514;1;559199;104;40;9;12;0;2;0;2
515;1;209174;75;15;1;3;1;0;0;3
516;1;222995;149;14;10;2;1;0;1;1
517;1;84618;76;3;5;0;1;3;0;2
518;1;180295;140;39;21;3;4;2;7;2
519;1;207512;0;18;0;45;0;0;0;1
520;1;149537;146;32;3;2;2;0;0;1
521;1;340548;245;45;41;15;2;8;7;1
522;1;207453;99;10;10;0;0;0;1;3
523;1;139606;88;25;21;2;4;3;0;3
524;1;313494;294;81;9;15;1;3;1;2
525;1;5106;0;0;0;0;0;0;0;0
526;1;144503;55;79;5;11;5;6;0;2
527;1;196820;49;0;2;0;1;1;4;1
528;1;396184;28;2;4;0;0;0;0;1
529;1;174643;53;24;4;4;1;1;0;1
530;1;179752;53;13;13;2;0;0;0;2
531;1;226745;35;10;3;1;1;0;0;1
532;1;5158;0;4;0;4;0;1;0;1
533;1;385280;215;19;10;9;2;4;0;1
534;1;147642;21;0;1;0;0;0;1;3
535;1;292106;20;17;4;9;1;2;0;1
536;1;196760;79;19;13;2;0;4;0;1
537;1;290226;74;32;5;6;1;7;0;9
538;1;566169;207;55;15;6;0;0;1;3
539;1;662216;176;42;3;12;4;0;0;1
540;1;141121;310;34;27;7;11;0;7;2
541;1;268901;0;0;49;0;0;36;0;10
542;1;303173;179;34;42;10;11;9;2;2
543;1;16317;0;0;0;0;0;0;0;0
544;1;184653;40;13;8;0;0;2;2;12
545;1;240961;99;6;9;1;1;0;2;1
546;1;1276434;800;107;53;31;28;0;38;17
547;1;665950;385;197;31;47;30;49;0;11
548;1;79887;48;23;11;0;1;5;1;4
549;1;198653;0;0;0;0;0;0;0;0
550;1;134354;0;0;0;0;0;0;0;0
551;1;28036;14;4;2;0;0;0;0;3
552;1;131758;157;29;17;1;1;10;0;3
553;1;248950;88;45;14;0;0;4;0;15
554;1;232165;106;3;8;12;1;2;9;2
555;1;322875;89;22;19;9;3;1;0;2
556;1;422504;103;17;3;6;2;0;0;1
557;1;156004;9;8;0;0;0;0;0;3
558;1;247062;135;75;7;14;0;1;1;1
559;1;319030;85;13;8;0;0;0;0;4
560;1;220386;41;20;18;3;9;1;3;2
561;1;320622;84;0;14;0;2;0;1;3
562;1;131849;59;21;6;1;4;1;0;8
563;1;108256;95;30;11;3;1;0;0;1
564;1;306894;307;52;4;3;4;3;0;1
565;1;277490;40;7;3;2;0;0;0;8
566;1;442656;99;48;13;6;9;1;0;1
567;1;24783;21;0;13;0;0;0;1;2
568;1;318182;11;5;0;0;0;0;0;2
569;1;180502;90;33;26;9;2;5;0;1
570;1;322389;88;9;1;1;0;1;2;9
571;1;281619;56;25;7;2;0;0;0;1
572;1;32190;22;19;1;2;0;1;1;2
573;1;333554;123;29;3;5;1;0;2;1
574;1;110124;0;0;0;0;0;0;0;0
575;1;377600;0;0;0;0;0;0;0;0
576;1;574906;0;0;0;0;0;0;0;0
577;1;16660;0;0;0;0;0;0;0;0
578;1;371700;0;0;0;0;0;0;0;0
579;1;535966;0;0;0;0;0;0;0;0
580;1;63529;0;0;0;0;0;0;0;0
581;1;239660;0;0;0;0;0;0;0;0
582;1;348462;0;0;0;0;0;0;0;0
583;1;106755;0;0;0;0;0;0;0;0
584;1;90469;120;23;13;0;8;10;0;1
585;1;163654;177;0;54;22;0;31;5;1
586;1;180148;33;4;8;2;0;2;0;1
587;1;239002;1;2;3;1;0;0;0;1
588;1;220238;0;0;0;4;0;0;0;6
589;1;330989;72;16;7;4;3;0;0;9
590;1;359316;110;28;10;11;1;11;2;1
591;1;230580;0;0;0;0;0;0;0;0
592;1;257853;0;0;0;0;0;0;0;0
593;1;172980;0;0;0;0;0;0;0;0
594;1;262795;0;0;0;0;0;0;0;0
595;1;313230;0;0;0;0;0;0;0;0
596;1;5661;0;0;0;0;0;0;0;0
597;1;29601;0;0;0;0;0;0;0;0
598;1;185185;0;0;0;0;0;0;0;0
599;1;136620;0;0;0;0;0;0;0;0
600;1;263823;0;0;0;0;0;0;0;0
601;1;56676;72;15;5;1;4;4;1;2
602;1;335653;371;111;27;57;14;1;5;6
603;1;72963;120;45;25;8;7;0;0;2
604;1;359610;76;42;11;4;1;8;0;6
605;1;116397;38;14;6;0;2;1;0;2
606;1;235883;65;29;43;2;10;0;0;2
607;1;208540;80;30;1;4;0;0;0;1
608;1;127074;59;5;5;5;7;0;5;2
609;1;175629;107;37;24;2;7;5;0;1
610;1;185184;0;0;0;0;0;0;0;1
611;1;186124;13;2;1;2;2;0;0;1
612;1;339708;228;70;43;12;2;2;0;2
613;1;232323;0;0;0;0;0;0;0;0
614;1;206341;44;43;4;0;0;0;0;3
615;1;60200;0;0;0;0;0;0;0;0
616;1;1696;3;0;0;0;0;0;0;1
617;1;1328118;246;61;37;25;5;0;6;1
618;1;197533;19;2;2;1;1;0;0;1
619;1;24774;33;1;7;0;1;0;0;4
620;1;268958;72;2;18;19;2;0;1;8
621;1;185185;0;0;0;0;0;0;0;0
622;1;123737;56;6;2;1;1;0;0;1
623;1;640980;315;85;29;5;6;3;0;1
624;1;1014216;479;53;24;9;5;0;2;12
625;1;343845;5;8;0;0;0;0;0;2
626;1;114772;62;6;14;1;0;0;0;1
627;1;123785;370;51;3;0;3;2;0;10
628;1;81879;68;6;2;12;2;0;2;1
629;1;426930;210;28;87;23;3;10;2;2
630;1;77268;32;8;4;1;0;0;0;1
631;1;31960;0;0;0;0;0;0;0;0
632;1;280612;0;0;0;0;0;0;0;0
633;1;114519;0;0;0;0;0;0;0;0
634;1;290550;0;0;0;0;0;0;0;0
635;1;222365;0;0;0;0;0;0;0;0
636;1;97940;0;0;0;0;0;0;0;0
637;1;165763;0;0;0;0;0;0;0;0
638;1;307390;0;0;0;0;0;0;0;0
639;1;442833;0;0;0;0;0;0;0;0
640;1;121009;0;0;0;0;0;0;0;0
641;1;122960;54;16;2;16;3;0;0;9
642;1;72770;0;2;0;0;0;0;0;2
643;1;342643;98;28;5;4;0;1;0;1
644;1;43143;0;0;0;0;0;0;0;3
645;1;195727;109;11;13;1;5;2;8;4
646;1;366992;113;61;11;16;8;7;0;12
647;1;665724;201;66;11;0;36;6;0;1
648;1;133075;174;37;7;0;8;1;1;5
649;1;29322;1;0;0;1;0;0;0;2
650;1;110124;0;0;0;0;0;0;0;0
651;1;68521;0;0;1;0;0;0;3;1
652;1;227702;55;8;2;3;1;0;0;1
653;1;249651;43;45;5;2;0;0;0;1
654;1;283762;107;51;79;4;15;6;0;2
655;1;18700;0;0;0;0;0;0;0;0
656;1;292043;73;29;4;7;0;3;0;1
657;1;124493;296;0;127;42;0;62;19;1
658;1;172209;93;31;26;5;0;3;1;1
659;1;108669;0;0;21;0;0;5;0;1
660;1;223529;53;14;0;1;2;0;0;1
661;1;437722;248;36;39;8;4;2;3;12
662;1;341978;109;59;32;6;0;4;0;12
663;1;329800;411;105;27;13;14;13;10;7
664;1;136660;120;44;0;0;0;4;0;1
665;1;180712;43;6;4;0;0;0;0;1
666;1;411524;40;11;4;10;0;0;0;1
667;1;163040;248;128;31;14;11;0;0;4
668;1;322930;158;30;34;5;22;2;9;12
669;1;79806;14;0;0;0;0;0;0;1
670;1;243281;69;3;34;0;32;3;3;7
671;1;342384;96;19;5;11;1;0;0;1
672;1;157767;66;0;13;3;2;0;0;1
673;1;310793;281;0;158;25;0;49;2;3
674;1;161806;22;3;5;1;0;0;0;1
675;1;240696;147;27;24;3;2;11;0;2
676;1;242424;0;0;0;0;0;0;0;0
677;1;567137;0;0;0;0;0;0;0;0
678;1;20400;0;0;0;0;0;0;0;0
679;1;125686;0;0;0;0;0;0;0;0
680;1;214148;0;0;0;0;0;0;0;0
681;1;469888;0;0;0;0;0;0;0;0
682;1;542800;0;0;0;0;0;0;0;0
683;1;478080;0;0;0;0;0;0;0;0
684;1;203732;0;0;0;0;0;0;0;0
685;1;627105;321;73;46;22;3;2;4;12
686;1;132070;82;7;14;3;3;0;7;1
687;1;19339;19;10;3;6;1;0;0;2
688;1;228223;118;25;36;5;4;2;6;1
689;1;5779;0;0;0;0;0;0;0;1
690;1;69263;37;8;5;0;0;1;0;2
691;1;150151;12;8;22;4;1;13;0;3
692;1;366293;95;11;16;0;1;0;0;4
693;1;157791;44;15;0;1;0;0;0;1
694;1;208565;37;22;5;25;0;1;0;1
695;1;157598;110;16;20;2;2;0;0;2
696;1;16998;0;0;0;0;0;0;0;2
697;1;98915;57;10;1;0;0;3;1;3
698;1;203043;83;36;5;18;8;0;9;1
699;1;433105;69;2;1;0;0;0;0;1
700;1;123969;0;0;0;0;0;0;0;0
701;1;168686;159;39;2;3;1;1;0;5
702;1;179583;53;8;2;4;1;1;0;1
703;1;259892;89;0;49;0;7;0;2;1
704;1;246514;41;23;32;1;10;0;0;2
705;1;236407;69;88;4;11;11;13;3;4
706;1;642177;344;60;24;21;8;0;27;14
707;1;151345;99;22;20;10;0;0;0;1
708;1;83296;85;49;24;2;4;0;0;3
709;1;443039;144;6;45;2;2;6;5;1
710;1;0;0;0;0;0;0;0;0;0
711;1;41740;27;8;6;5;2;1;0;1
712;1;115843;47;3;8;4;3;0;8;4
713;1;64288;0;0;0;0;0;0;0;0
714;1;312027;131;74;8;11;0;4;0;3
715;1;173463;42;10;6;1;1;0;0;2
716;1;295873;119;6;15;2;0;3;0;2
717;1;107482;15;12;3;0;0;1;0;1
718;1;3602;0;0;0;1;0;0;0;1
719;1;358223;176;43;52;9;6;4;0;2
720;1;106465;134;33;5;1;10;1;0;3
721;1;176721;68;0;18;0;6;0;4;6
722;1;234768;46;19;2;8;1;1;1;4
723;1;141038;71;8;40;0;12;2;2;1
724;1;163591;19;0;0;1;2;0;3;2
725;1;339864;72;13;2;9;0;0;2;6
726;1;114610;19;2;0;0;0;0;0;2
727;1;220818;0;0;0;0;0;0;0;0
728;1;284715;0;0;0;0;0;0;0;0
729;1;130020;0;0;0;0;0;0;0;0
730;1;119784;0;0;0;0;0;0;0;0
731;1;210236;0;0;0;0;0;0;0;0
732;1;127300;0;0;0;0;0;0;0;0
733;1;41193;0;0;0;0;0;0;0;0
734;1;114856;0;0;0;0;0;0;0;0
735;1;191202;0;0;0;0;0;0;0;0
736;1;142855;133;26;3;0;0;2;2;1
737;1;6450;0;7;0;0;0;0;0;3
738;1;231046;151;71;16;11;14;5;1;19
739;1;131821;71;36;15;0;1;0;1;5
740;1;385392;118;11;9;4;1;4;0;1
741;1;154720;50;18;7;12;2;6;0;3
742;1;166471;48;52;7;3;0;0;0;1
743;1;101465;44;4;1;2;0;1;2;1
744;1;72917;0;0;0;7;0;0;0;16
