ID_interaction;Class_interactions;0
876;1;151905
877;1;391878
878;1;484866
879;1;159695
880;1;511434
881;1;1049436
882;1;498150
883;1;425088
884;1;378594
885;1;332100
886;1;298890
887;1;378594
888;1;451656
889;1;365310
890;1;305532
891;1;371952
892;1;518076
893;1;504792
894;1;186960
895;1;332100
896;1;405162
897;1;637632
898;1;923238
899;1;285606
900;1;637632
901;1;159695
902;1;305532
903;1;345384
904;1;624348
905;1;624348
906;1;564570
907;1;491508
908;1;260965
909;1;398520
910;1;650916
911;1;338742
912;1;358668
913;1;1102572
914;1;405162
915;1;484866
916;1;504792
917;1;1095930
918;1;365310
919;1;504792
920;1;365310
921;1;318816
922;1;484866
923;1;358668
924;1;6120
925;1;257070
926;1;391878
927;1;524718
928;1;478224
929;1;358668
930;1;1135782
931;1;484866
932;1;371952
933;1;398520
934;1;557928
935;1;325458
936;1;338742
937;1;484866
938;1;445014
939;1;292125
940;1;332100
941;1;504792
942;1;504792
943;1;704052
944;1;385236
945;1;398520
946;1;405162
947;1;491508
948;1;378594
949;1;358668
950;1;352026
951;1;471582
952;1;1155708
953;1;305532
954;1;252396
955;1;484866
956;1;11220
957;1;451656
958;1;451656
959;1;425088
960;1;491508
961;1;245385
962;1;458298
963;1;378594
964;1;358668
965;1;332100
966;1;219186
967;1;312174
968;1;352026
969;1;478224
970;1;405162
971;1;445014
972;1;132430
973;1;504792
974;1;354445
975;1;365310
976;1;385236
977;1;604422
978;1;451656
979;1;358668
980;1;352026
981;1;1102572
982;1;411804
983;1;1102572
984;1;411804
985;1;411804
986;1;624348
987;1;141174
988;1;553725
989;1;539019
990;1;138897
991;1;162338
992;1;967560
993;1;213304
994;1;986970
995;1;1002942
996;1;315208
997;1;716283
998;1;462600
999;1;684126
1000;1;187812
1001;1;215488
1002;1;263934
1003;1;690768
1004;1;176680
1005;1;311364
1006;1;624348
1007;1;2439
1008;1;106755
1009;1;263898
1010;1;1040600
1011;1;430034
1012;1;234494
1013;1;390264
1014;1;253700
1015;1;1047210
1016;1;509427
1017;1;78647
1018;1;195286
1019;1;644274
1020;1;816966
1021;1;1071395
1022;1;87073
1023;1;650916
1024;1;1174446
1025;1;132066
1026;1;685359
1027;1;7548
1028;1;127512
1029;1;132187
1030;1;644274
1031;1;50094
1032;1;66033
1033;1;61479
1034;1;124389
1035;1;624348
1036;1;179452
1037;1;134589
1038;1;1068782
1039;1;576138
1040;1;476502
1041;1;251810
1042;1;324576
1043;1;658768
1044;1;611322
1045;1;4624
1046;1;274169
1047;1;46970
1048;1;85312
1049;1;553653
1050;1;8103
1051;1;509751
1052;1;1119911
1053;1;519507
1054;1;512190
1055;1;690560
1056;1;59985
1057;1;134938
1058;1;139056
1059;1;362378
1060;1;30447
1061;1;428257
1062;1;497556
1063;1;563409
1064;1;637632
0;1;367283
1;1;303170
2;1;220990
3;1;91224
4;1;222015
5;1;369910
6;1;143352
7;1;213070
8;1;204960
9;1;292125
10;1;325050
11;1;442833
12;1;259050
13;1;249116
14;1;258285
15;1;110517
16;1;325899
17;1;387180
18;1;81522
19;1;205075
20;1;642675
21;1;224005
22;1;352935
23;1;195610
24;1;218781
25;1;201448
26;1;78647
27;1;81313
28;1;292980
29;1;194099
30;1;198061
31;1;182925
32;1;5994
33;1;211420
34;1;237492
35;1;239120
36;1;352584
37;1;227900
38;1;572676
39;1;211420
40;1;4556
41;1;144981
42;1;385540
43;1;5168
44;1;105885
45;1;167215
46;1;344786
47;1;387975
48;1;481089
49;1;305368
50;1;100893
51;1;342760
52;1;159390
53;1;305442
54;1;234450
55;1;89595
56;1;114633
57;1;191919
58;1;431430
59;1;230580
60;1;109134
61;1;401380
62;1;65632
63;1;203203
64;1;245098
65;1;488704
66;1;369024
67;1;226310
68;1;328790
69;1;187880
70;1;307268
71;1;211481
72;1;157504
73;1;252142
74;1;218300
75;1;22806
76;1;19040
77;1;191958
78;1;316383
79;1;324500
80;1;121352
81;1;182091
82;1;185472
83;1;249116
84;1;312345
85;1;4964
86;1;185274
87;1;202194
88;1;290550
89;1;184716
90;1;427295
91;1;294666
92;1;233496
93;1;181608
94;1;166221
95;1;289191
96;1;114519
97;1;119511
98;1;257665
99;1;160979
100;1;305207
101;1;110772
102;1;254644
103;1;357374
104;1;204315
105;1;114856
106;1;101289
107;1;222952
108;1;139023
109;1;169620
110;1;4080
111;1;113850
112;1;354280
113;1;263823
114;1;99294
115;1;259482
116;1;520575
117;1;153657
118;1;85296
119;1;204315
120;1;97735
121;1;627095
122;1;145621
123;1;81144
124;1;151774
125;1;203732
126;1;164835
127;1;180684
128;1;319390
129;1;176717
130;1;2312
131;1;164738
132;1;152280
133;1;362934
134;1;116907
135;1;269335
136;1;245098
137;1;217770
138;1;207576
139;1;254976
140;1;366420
141;1;120836
142;1;205535
143;1;297044
144;1;127512
145;1;348690
146;1;192200
147;1;328230
148;1;190950
149;1;383394
150;1;137811
151;1;609131
152;1;241870
153;1;348292
154;1;232440
155;1;91224
156;1;210694
157;1;630416
158;1;129311
159;1;62520
160;1;351764
161;1;117288
162;1;27324
163;1;163618
164;1;378228
165;1;325050
166;1;178451
167;1;123648
168;1;255290
169;1;102396
170;1;180766
171;1;367283
172;1;99512
173;1;176680
174;1;675024
175;1;137172
176;1;200928
177;1;163944
178;1;156702
179;1;246642
180;1;205322
181;1;84708
182;1;268996
183;1;186145
184;1;296700
185;1;313408
186;1;129721
187;1;103066
188;1;110517
189;1;432796
190;1;106620
191;1;25840
192;1;217602
193;1;81144
194;1;201798
195;1;241780
196;1;168896
197;1;395600
198;1;598364
199;1;227900
200;1;117282
201;1;180766
202;1;95958
203;1;667830
204;1;526885
205;1;605394
206;1;265710
207;1;98532
208;1;332593
209;1;159978
210;1;124389
211;1;117852
212;1;153062
213;1;205322
214;1;1297423
215;1;99999
216;1;230769
217;1;182454
218;1;283200
219;1;301350
220;1;843199
221;1;153657
222;1;212520
223;1;208170
224;1;126165
225;1;112805
226;1;215100
227;1;157927
228;1;208754
229;1;219945
230;1;419526
231;1;104468
232;1;232308
233;1;634260
234;1;186145
235;1;628092
236;1;209230
237;1;411757
238;1;14960
239;1;324500
240;1;138688
241;1;249664
242;1;132894
243;1;137816
244;1;155043
245;1;153825
246;1;170730
247;1;177660
248;1;151440
249;1;53320
250;1;985300
251;1;245098
252;1;234850
253;1;140277
254;1;236625
255;1;1289654
256;1;100464
257;1;169809
258;1;178451
259;1;218120
260;1;146832
261;1;543308
262;1;433178
263;1;63531
264;1;121352
265;1;238328
266;1;535966
267;1;240912
268;1;537810
269;1;253704
270;1;190350
271;1;141693
272;1;108192
273;1;404616
274;1;548821
275;1;101308
276;1;721272
277;1;224315
278;1;269730
279;1;333060
280;1;183062
281;1;411152
282;1;217275
283;1;416232
284;1;159335
285;1;215784
286;1;79980
287;1;146832
288;1;150423
289;1;119662
290;1;97050
291;1;292980
292;1;153062
293;1;213192
294;1;250666
295;1;278964
296;1;217071
297;1;283932
298;1;154818
299;1;239780
300;1;124224
301;1;269335
302;1;352584
303;1;143570
304;1;290360
305;1;131376
306;1;175329
307;1;302172
308;1;353221
309;1;645288
310;1;330960
311;1;262300
312;1;118401
313;1;73315
314;1;202790
315;1;145199
316;1;4964
317;1;217275
318;1;212954
319;1;908352
320;1;6993
321;1;226310
322;1;287105
323;1;206193
324;1;165792
325;1;230580
326;1;97735
327;1;175812
328;1;528292
329;1;160358
330;1;269730
331;1;108696
332;1;3672
333;1;348100
334;1;293415
335;1;185274
336;1;305207
337;1;186145
338;1;296759
339;1;142506
340;1;288100
341;1;285870
342;1;336870
343;1;301350
344;1;126672
345;1;175920
346;1;6549
347;1;183610
348;1;283800
349;1;301410
350;1;219735
351;1;24140
352;1;167215
353;1;127062
354;1;143856
355;1;185472
356;1;127512
357;1;227900
358;1;231300
359;1;173826
360;1;705528
361;1;131940
362;1;642108
363;1;10656
364;1;182114
365;1;408500
366;1;654360
367;1;277770
368;1;265993
369;1;110637
370;1;263823
371;1;215488
372;1;383238
373;1;145189
374;1;79442
375;1;31960
376;1;97311
377;1;302090
378;1;288923
379;1;108350
380;1;112056
381;1;194845
382;1;201798
383;1;227900
384;1;106652
385;1;837387
386;1;74648
387;1;157852
388;1;222040
389;1;173525
390;1;530040
391;1;113206
392;1;4080
393;1;146610
394;1;110517
395;1;251748
396;1;1240798
397;1;4012
398;1;112578
399;1;370557
400;1;247660
401;1;153541
402;1;83979
403;1;118637
404;1;263823
405;1;169136
406;1;8214
407;1;241490
408;1;195951
409;1;209790
410;1;260288
411;1;207240
412;1;202194
413;1;359827
414;1;231686
415;1;104256
416;1;21351
417;1;150570
418;1;73315
419;1;137172
420;1;233094
421;1;175674
422;1;136620
423;1;307440
424;1;69303
425;1;513940
426;1;118917
427;1;643084
428;1;403810
429;1;225910
430;1;370944
431;1;30447
432;1;491508
433;1;122613
434;1;179614
435;1;236500
436;1;265188
437;1;220990
438;1;205387
439;1;112805
440;1;321440
441;1;120681
442;1;243432
443;1;144666
444;1;131950
445;1;264860
446;1;294666
447;1;385728
448;1;146268
449;1;179653
450;1;185858
451;1;73315
452;1;700900
453;1;183312
454;1;165129
455;1;243432
456;1;228060
457;1;100464
458;1;183065
459;1;650832
460;1;7881
461;1;216944
462;1;201448
463;1;21080
464;1;4284
465;1;24612
466;1;144666
467;1;18020
468;1;525990
469;1;120546
470;1;141462
471;1;246288
472;1;168165
473;1;327180
474;1;170370
475;1;367275
476;1;295000
477;1;6771
478;1;253704
479;1;97735
480;1;288300
481;1;144900
482;1;269010
483;1;286676
484;1;633696
485;1;250666
486;1;17680
487;1;6216
488;1;8103
489;1;403988
490;1;180198
491;1;298717
492;1;162338
493;1;309600
494;1;321054
495;1;210694
496;1;206193
497;1;303170
498;1;230451
499;1;197574
500;1;262140
501;1;121009
502;1;115920
503;1;366528
504;1;224112
505;1;170923
506;1;194750
507;1;97309
508;1;113206
509;1;57660
510;1;167832
511;1;119662
512;1;257152
513;1;220990
514;1;559368
515;1;209272
516;1;223173
517;1;84708
518;1;180513
519;1;207576
520;1;149723
521;1;340912
522;1;207576
523;1;139752
524;1;313900
525;1;5106
526;1;144666
527;1;196878
528;1;396219
529;1;174731
530;1;179835
531;1;226796
532;1;5168
533;1;385540
534;1;147668
535;1;292160
536;1;196878
537;1;290360
538;1;566456
539;1;662454
540;1;141519
541;1;268996
542;1;303462
543;1;16317
544;1;184730
545;1;241080
546;1;1277508
547;1;666700
548;1;79980
549;1;198653
550;1;134354
551;1;28059
552;1;131976
553;1;249116
554;1;232308
555;1;323020
556;1;422636
557;1;156024
558;1;247296
559;1;319140
560;1;220483
561;1;320726
562;1;131949
563;1;108397
564;1;307268
565;1;277550
566;1;442833
567;1;24820
568;1;318200
569;1;180668
570;1;322500
571;1;281710
572;1;32238
573;1;333718
574;1;110124
575;1;377600
576;1;574906
577;1;16660
578;1;371700
579;1;535966
580;1;63529
581;1;239660
582;1;348462
583;1;106755
584;1;90644
585;1;163944
586;1;180198
587;1;239010
588;1;220248
589;1;331100
590;1;359490
591;1;230580
592;1;257853
593;1;172980
594;1;262795
595;1;313230
596;1;5661
597;1;29601
598;1;185185
599;1;136620
600;1;263823
601;1;56780
602;1;336245
603;1;73170
604;1;359758
605;1;116460
606;1;236034
607;1;208656
608;1;127162
609;1;175812
610;1;185185
611;1;186145
612;1;340067
613;1;232323
614;1;206435
615;1;60200
616;1;1700
617;1;1328499
618;1;197559
619;1;24820
620;1;269080
621;1;185185
622;1;123804
623;1;641424
624;1;1014800
625;1;343860
626;1;114856
627;1;124224
628;1;81972
629;1;427295
630;1;77314
631;1;31960
632;1;280612
633;1;114519
634;1;290550
635;1;222365
636;1;97940
637;1;165763
638;1;307390
639;1;442833
640;1;121009
641;1;123060
642;1;72774
643;1;342780
644;1;43146
645;1;195880
646;1;367220
647;1;666045
648;1;133308
649;1;29326
650;1;110124
651;1;68526
652;1;227772
653;1;249747
654;1;284026
655;1;18700
656;1;292160
657;1;125040
658;1;172369
659;1;108696
660;1;223600
661;1;438074
662;1;342200
663;1;330400
664;1;136829
665;1;180766
666;1;411590
667;1;163476
668;1;323202
669;1;79821
670;1;243432
671;1;342517
672;1;157852
673;1;311311
674;1;161838
675;1;240912
676;1;242424
677;1;567137
678;1;20400
679;1;125686
680;1;214148
681;1;469888
682;1;542800
683;1;478080
684;1;203732
685;1;627588
686;1;132187
687;1;19380
688;1;228420
689;1;5780
690;1;69316
691;1;150214
692;1;366420
693;1;157852
694;1;208656
695;1;157750
696;1;17000
697;1;98990
698;1;203203
699;1;433178
700;1;123969
701;1;168896
702;1;179653
703;1;260040
704;1;246623
705;1;236610
706;1;642675
707;1;151497
708;1;83463
709;1;443250
710;1;0
711;1;41790
712;1;115920
713;1;64288
714;1;312258
715;1;173525
716;1;296020
717;1;107514
718;1;3604
719;1;358515
720;1;106652
721;1;176823
722;1;234850
723;1;141174
724;1;163618
725;1;339968
726;1;114633
727;1;220818
728;1;284715
729;1;130020
730;1;119784
731;1;210236
732;1;127300
733;1;41193
734;1;114856
735;1;191202
736;1;143022
737;1;6460
738;1;231334
739;1;131950
740;1;385540
741;1;154818
742;1;166582
743;1;101520
744;1;72940
745;1;170923
746;1;640500
747;1;151774
748;1;876480
749;1;108192
750;1;266733
751;1;152760
752;1;326800
753;1;162232
754;1;3808
755;1;286682
756;1;196420
757;1;129721
758;1;340219
759;1;302180
760;1;180486
761;1;220818
762;1;135355
763;1;345960
764;1;264740
765;1;258752
766;1;424800
767;1;312700
768;1;128691
769;1;113988
770;1;148148
771;1;227445
772;1;83979
773;1;631960
774;1;226408
775;1;256200
776;1;253700
777;1;220483
778;1;173826
779;1;543308
780;1;388450
781;1;211385
782;1;491914
783;1;102396
784;1;385540
785;1;251930
786;1;262752
787;1;330390
788;1;227976
789;1;385540
790;1;269421
791;1;220806
792;1;134145
793;1;160358
794;1;675464
795;1;4148
796;1;390750
797;1;170775
798;1;234850
799;1;497502
800;1;179820
801;1;114030
802;1;21328
803;1;123648
804;1;477230
805;1;288923
806;1;105823
807;1;380030
808;1;318600
809;1;561450
810;1;127853
811;1;133262
812;1;322500
813;1;283200
814;1;88872
815;1;232440
816;1;170775
817;1;295000
818;1;238572
819;1;89595
820;1;17680
821;1;170923
822;1;398321
823;1;189300
824;1;355904
825;1;645792
826;1;271180
827;1;208936
828;1;262626
829;1;66650
830;1;137484
831;1;6771
832;1;706979
833;1;306046
834;1;129213
835;1;202540
836;1;506493
837;1;112056
838;1;94181
839;1;215264
840;1;236500
841;1;246288
842;1;381784
843;1;372456
844;1;225882
845;1;246016
846;1;158340
847;1;265710
848;1;357492
849;1;225008
850;1;273280
851;1;196605
852;1;125235
853;1;196044
854;1;403810
855;1;455421
856;1;206435
857;1;170582
858;1;167832
859;1;233044
860;1;266838
861;1;175639
862;1;206920
863;1;245427
864;1;808005
865;1;202540
866;1;97740
867;1;170775
868;1;704550
869;1;305442
870;1;462546
871;1;6771
872;1;309764
873;1;123060
874;1;411152
875;1;250666
876;1;230100
877;1;198653
878;1;211481
879;1;158834
880;1;26180
881;1;674660
882;1;280275
883;1;4352
884;1;3876
885;1;102550
886;1;118755
887;1;110637
888;1;273224
889;1;159335
890;1;178204
891;1;19040
892;1;103974
893;1;449160
894;1;165792
895;1;192200
896;1;268278
897;1;287712
898;1;480106
899;1;254130
900;1;371904
901;1;99999
902;1;337732
903;1;150644
904;1;364156
905;1;362370
906;1;50745
