ID_interaction;Class_interactions;0;1;2;3;4
413;1;591093;2;1;0;42
414;1;604422;0;0;0;0
415;1;425088;0;0;0;0
416;1;42845;0;0;0;0
417;1;232470;0;0;0;0
418;1;365310;0;0;0;0
419;1;471403;131;43;3;2
420;1;351961;45;15;1;4
421;1;458292;4;0;0;2
422;1;398446;55;14;1;4
423;1;477975;153;58;6;32
424;1;286114;150;64;6;4
425;1;464761;83;93;0;3
426;1;484749;102;6;7;2
427;1;1102377;111;66;16;2
428;1;365140;148;14;4;4
429;1;385136;85;7;7;1
430;1;637609;9;7;3;4
431;1;338557;153;13;16;3
432;1;1088999;173;80;34;2
433;1;458150;46;98;1;3
434;1;411725;59;18;0;2
435;1;365035;234;14;25;2
436;1;438336;24;8;2;2
437;1;365214;70;15;9;2
438;1;404993;127;19;21;2
439;1;365290;10;0;8;2
440;1;531016;276;45;6;17
441;1;351679;313;19;14;1
442;1;418355;41;16;31;3
443;1;378504;76;9;2;3
444;1;332069;22;4;0;5
445;1;451556;90;2;6;2
446;1;444890;71;17;33;3
447;1;637155;272;57;103;45
448;1;132282;126;13;3;6
449;1;484686;163;5;3;9
450;1;484866;0;0;0;0
451;1;365262;28;15;1;4
452;1;1082114;414;36;14;68
453;1;478064;144;7;7;2
454;1;378435;32;40;19;68
455;1;245270;93;8;0;14
456;1;929792;64;9;2;13
457;1;345356;20;3;1;4
458;1;312110;45;14;1;4
459;1;1115451;299;32;1;73
460;1;471582;0;0;0;0
461;1;371952;0;0;0;0
462;1;345384;0;0;0;0
463;1;411804;0;0;0;0
464;1;418446;0;0;0;0
465;1;46740;0;0;0;0
466;1;378585;4;0;1;4
467;1;352017;2;0;2;5
468;1;591116;8;7;3;4
469;1;491461;35;8;1;3
470;1;384765;294;134;39;4
471;1;371893;40;14;1;4
472;1;298791;41;54;0;4
473;1;557594;238;75;18;3
474;1;358393;234;14;25;2
475;1;498045;93;3;7;2
476;1;332016;49;17;16;2
477;1;405103;26;31;0;2
478;1;438310;39;20;1;2
479;1;365264;26;18;0;2
480;1;498028;55;29;6;32
481;1;498038;100;3;7;2
482;1;418348;46;16;33;3
483;1;491161;264;75;0;8
484;1;1089062;179;29;1;17
485;1;411804;0;0;0;0
486;1;345384;0;0;0;0
487;1;371952;0;0;0;0
488;1;484866;0;0;0;0
489;1;345384;0;0;0;0
490;1;276545;0;0;0;0
491;1;237595;0;0;0;0
492;1;312174;0;0;0;0
493;1;478224;0;0;0;0
494;1;484866;0;0;0;0
495;1;405162;0;0;0;0
496;1;338716;20;3;0;3
497;1;471453;114;6;7;2
498;1;378498;68;15;11;2
499;1;338730;3;7;0;2
500;1;451599;39;14;2;2
501;1;391775;54;41;4;4
502;1;398311;155;43;9;2
503;1;457651;513;88;17;29
504;1;385213;16;3;0;4
505;1;391701;45;87;41;4
506;1;332018;57;20;1;4
507;1;484763;93;2;6;2
508;1;305378;147;5;0;2
509;1;58424;0;0;0;1
510;1;371952;0;0;0;0
511;1;312138;29;5;0;2
512;1;425000;57;25;3;3
513;1;365255;36;14;1;4
514;1;478072;139;4;7;2
515;1;371900;23;21;3;5
516;1;909662;239;48;1;4
517;1;345309;52;17;3;3
518;1;617364;261;55;18;8
519;1;358561;18;86;1;2
520;1;484699;123;42;0;2
521;1;584165;237;69;17;8
522;1;358637;25;0;4;2
523;1;478067;83;52;17;5
524;1;484638;194;19;10;5
525;1;305473;50;3;0;6
526;1;378249;293;32;17;3
527;1;378585;2;0;2;5
528;1;338713;22;2;1;4
529;1;471444;125;4;7;2
530;1;378519;62;7;0;6
531;1;391807;68;1;0;2
532;1;504638;133;19;0;2
533;1;491339;157;3;7;2
534;1;225875;32;2;0;1
535;1;365111;169;15;11;4
536;1;378487;96;6;3;2
537;1;451369;216;4;60;7
538;1;1089060;199;9;6;14
539;1;1135596;102;66;16;2
540;1;457999;197;56;31;15
541;1;345249;60;0;70;5
542;1;458087;68;102;32;9
543;1;976206;140;6;8;14
544;1;272552;77;1;4;16
545;1;398495;18;3;2;2
546;1;1155158;430;38;14;68
547;1;750066;389;23;65;3
548;1;398347;86;39;41;7
549;1;391878;0;0;0;0
550;1;411804;0;0;0;0
551;1;312099;37;10;19;9
552;1;345209;149;18;4;4
553;1;411705;64;22;4;9
554;1;358518;100;32;5;13
555;1;411762;30;7;0;5
556;1;1102379;109;66;16;2
557;1;478218;4;0;0;2
558;1;424639;402;32;14;1
559;1;358608;51;4;2;3
560;1;391761;33;79;0;5
561;1;411763;32;7;0;2
562;1;537868;67;29;6;32
563;1;405096;51;14;0;1
564;1;504642;116;29;3;2
565;1;431711;8;6;0;5
566;1;378502;61;20;0;11
567;1;484786;70;2;6;2
568;1;491502;4;0;0;2
569;1;312068;49;39;16;2
570;1;498064;73;5;6;2
571;1;863336;113;5;5;1
572;1;358613;29;21;1;4
573;1;1022709;115;16;15;13
574;1;378594;0;0;0;0
575;1;425088;0;0;0;0
576;1;491508;0;0;0;0
577;1;325458;0;0;0;0
578;1;418446;0;0;0;0
579;1;484866;0;0;0;0
580;1;66215;0;0;0;0
581;1;305532;0;0;0;0
582;1;538002;0;0;0;0
583;1;365310;0;0;0;0
584;1;451381;206;55;13;1
585;1;280134;184;115;6;1
586;1;471471;100;3;6;2
587;1;411787;5;8;3;1
588;1;378578;0;14;0;2
589;1;299868;8;15;0;24
590;1;458150;46;98;1;3
591;1;358668;0;0;0;0
592;1;458298;0;0;0;0
593;1;298890;0;0;0;0
594;1;431730;0;0;0;0
595;1;352026;0;0;0;0
596;1;338742;0;0;0;0
597;1;50635;0;0;0;0
598;1;365310;0;0;0;0
599;1;233700;0;0;0;0
600;1;338742;0;0;0;0
601;1;1109014;111;71;16;2
602;1;431536;148;30;14;2
603;1;10156;19;11;7;7
604;1;325404;25;18;10;1
605;1;398434;57;20;8;1
606;1;617479;160;65;0;2
607;1;358528;135;1;2;2
608;1;411682;69;17;33;3
609;1;604340;73;7;0;2
610;1;365062;225;6;15;2
611;1;391843;15;19;0;1
612;1;604080;248;74;18;2
613;1;458231;43;19;3;2
614;1;351941;74;8;0;3
615;1;54530;0;0;0;0
616;1;194107;83;28;4;3
617;1;1135324;332;39;14;73
618;1;537989;4;7;0;2
619;1;484748;95;5;14;4
620;1;464813;112;6;7;2
621;1;365310;0;0;0;0
622;1;504611;169;3;7;2
623;1;1102335;203;12;8;14
624;1;1141859;497;37;14;17
625;1;438366;4;0;0;2
626;1;371879;59;9;2;3
627;1;249086;156;14;22;2
628;1;239044;23;37;3;5
629;1;365177;84;47;0;2
630;1;385123;96;4;0;13
631;1;624348;0;0;0;0
632;1;484866;0;0;0;0
633;1;391878;0;0;0;0
634;1;498150;0;0;0;0
635;1;365310;0;0;0;0
636;1;6800;0;0;0;0
637;1;272322;0;0;0;0
638;1;391878;0;0;0;0
639;1;378594;0;0;0;0
640;1;391878;0;0;0;0
641;1;398335;167;11;6;1
642;1;6120;0;0;0;0
643;1;385196;28;8;3;1
644;1;66205;0;6;0;4
645;1;265612;20;40;3;5
646;1;570736;365;29;67;15
647;1;1135578;115;71;16;2
648;1;458076;184;19;18;1
649;1;170889;15;8;3;3
650;1;378594;0;0;0;0
651;1;209742;8;10;0;3
652;1;504676;104;3;7;2
653;1;338660;73;8;0;1
654;1;384979;145;96;13;3
655;1;365298;0;0;0;12
656;1;365167;129;8;4;2
657;1;186031;284;117;13;11
658;1;643969;228;54;18;5
659;1;371758;59;128;3;4
660;1;345358;20;0;4;2
661;1;1102099;354;37;14;68
662;1;225859;41;7;2;1
663;1;371801;68;81;0;2
664;1;511326;62;40;4;2
665;1;471452;119;3;6;2
666;1;524630;34;53;0;1
667;1;147767;189;45;0;9
668;1;438251;68;17;33;3
669;1;325420;32;2;0;4
670;1;418352;42;16;33;3
671;1;1109021;109;66;16;2
672;1;411732;64;3;2;3
673;1;299622;193;31;61;8
674;1;358623;33;10;0;2
675;1;371797;133;16;4;2
676;1;478224;0;0;0;0
677;1;484866;0;0;0;0
678;1;398520;0;0;0;0
679;1;385236;0;0;0;0
680;1;411804;0;0;0;0
681;1;425088;0;0;0;0
682;1;611064;0;0;0;0
683;1;597780;0;0;0;0
684;1;352026;0;0;0;0
685;1;1075501;381;40;14;68
686;1;405064;37;29;2;30
687;1;378515;71;3;2;3
688;1;597466;225;63;18;8
689;1;564122;339;51;45;13
690;1;345346;16;9;6;7
691;1;391713;31;89;41;4
692;1;411740;54;5;2;3
693;1;241426;56;7;0;1
694;1;358470;51;144;2;1
695;1;331987;98;7;7;1
696;1;332093;0;0;0;7
697;1;6449;10;0;0;1
698;1;511135;208;26;43;22
699;1;391873;4;0;0;1
700;1;617706;0;0;0;0
701;1;425001;49;29;4;5
702;1;484755;99;3;7;2
703;1;292234;12;0;0;2
704;1;405078;31;51;0;2
705;1;365096;173;14;25;2
706;1;1095489;321;38;14;68
707;1;617375;231;78;18;4
708;1;285512;78;0;14;2
709;1;498045;93;3;7;2
710;1;0;0;0;0;0
711;1;464761;131;43;3;2
712;1;398422;32;30;4;32
713;1;62320;0;0;0;0
714;1;471446;103;19;9;5
715;1;365263;40;3;1;3
716;1;504684;95;5;6;2
717;1;438318;48;4;0;2
718;1;351819;180;15;10;2
719;1;617387;231;69;17;2
720;1;345208;149;19;4;4
721;1;391535;218;108;13;4
722;1;365203;77;17;11;2
723;1;411597;102;63;37;5
724;1;411787;5;8;3;1
725;1;425069;8;6;0;5
726;1;312169;4;0;0;1
727;1;378594;0;0;0;0
728;1;630990;0;0;0;0
729;1;398520;0;0;0;0
730;1;411804;0;0;0;0
731;1;345384;0;0;0;0
732;1;332100;0;0;0;0
733;1;458298;0;0;0;0
734;1;371952;0;0;0;0
735;1;438372;0;0;0;0
736;1;438235;131;0;5;1
737;1;630291;506;107;57;29
738;1;623889;262;51;103;43
739;1;332034;34;15;4;13
740;1;491413;85;2;6;2
741;1;405114;31;16;0;1
742;1;285525;72;8;0;1
743;1;155748;37;8;2;5
744;1;54529;0;0;0;1
745;1;391824;39;14;0;1
746;1;996115;154;11;6;14
747;1;491458;34;14;0;2
748;1;1095329;481;38;14;68
749;1;371952;0;0;0;0
750;1;591138;0;0;0;0
751;1;398436;56;23;1;4
752;1;504679;80;19;9;5
753;1;371936;0;14;0;2
754;1;371933;9;7;0;3
755;1;551231;27;23;3;2
756;1;305501;24;5;0;2
757;1;484712;141;4;7;2
758;1;1042308;358;40;15;73
759;1;385140;53;39;2;2
760;1;491404;92;3;7;2
761;1;378579;8;4;0;3
762;1;365214;70;15;9;2
763;1;597489;212;60;17;2
764;1;411652;83;66;0;3
765;1;425041;40;5;0;2
766;1;477924;202;85;4;9
767;1;351893;71;58;0;4
768;1;524623;83;3;7;2
769;1;391812;51;14;0;1
770;1;292214;19;7;1;7
771;1;391745;98;23;7;5
772;1;418329;64;17;33;3
773;1;982896;74;41;1;4
774;1;371853;71;9;0;19
775;1;398520;0;0;0;0
776;1;391878;0;0;0;0
777;1;391878;0;0;0;0
778;1;385236;0;0;0;0
779;1;491508;0;0;0;0
780;1;332100;0;0;0;0
781;1;445014;0;0;0;0
782;1;445014;0;0;0;0
783;1;352026;0;0;0;0
784;1;491403;93;3;7;2
785;1;391761;102;7;7;1
786;1;264778;65;1;2;14
787;1;175248;20;3;2;2
788;1;391858;6;10;3;1
789;1;491098;353;27;16;14
790;1;617615;82;7;0;2
791;1;577745;54;48;4;3
792;1;365282;19;7;0;2
793;1;491405;91;3;7;2
794;1;610568;295;44;114;43
795;1;404729;258;138;36;1
796;1;498038;100;3;7;2
797;1;498028;110;3;7;2
798;1;365193;77;27;11;2
799;1;1102345;118;78;29;2
800;1;398520;0;0;0;0
801;1;464683;177;68;5;7
802;1;62319;0;0;0;1
803;1;424973;109;4;0;2
804;1;431448;225;25;18;14
805;1;391864;10;2;0;2
806;1;285271;297;22;15;1
807;1;591032;98;6;0;2
808;1;358540;103;19;4;2
809;1;630881;97;10;0;2
810;1;391775;54;41;4;4
811;1;305351;45;88;44;4
812;1;498144;4;0;0;2
813;1;318553;170;73;8;12
814;1;305420;107;3;0;2
815;1;398502;13;2;0;3
816;1;291975;91;23;31;5
817;1;331889;77;104;9;21
818;1;624003;259;67;17;2
819;1;365284;0;19;0;7
820;1;345178;160;20;23;3
821;1;391844;28;0;4;2
822;1;511324;95;6;7;2
823;1;398451;52;13;2;2
824;1;444913;66;31;0;4
825;1;1115793;56;5;0;2
826;1;464940;0;0;0;0
827;1;345384;0;0;0;0
828;1;518076;0;0;0;0
829;1;332100;0;0;0;0
830;1;358668;0;0;0;0
831;1;405162;0;0;0;0
832;1;604422;0;0;0;0
833;1;524718;0;0;0;0
834;1;418340;61;31;0;14
835;1;345264;76;28;14;2
836;1;1122036;342;38;14;68
837;1;385007;160;62;5;2
838;1;351744;163;56;9;54
839;1;371886;42;18;3;3
840;1;365141;147;14;4;4
841;1;371952;0;0;0;0
842;1;345353;25;0;4;2
843;1;478094;119;3;6;2
844;1;590849;205;65;17;2
845;1;424828;231;15;13;1
846;1;398391;100;21;2;6
847;1;338567;149;18;4;4
848;1;617482;151;71;0;2
849;1;371823;112;12;3;2
850;1;425088;0;0;0;0
851;1;338722;7;11;0;2
852;1;365287;9;10;3;1
853;1;338519;191;18;13;1
854;1;365264;26;18;0;2
855;1;617371;239;75;17;4
856;1;351824;170;14;16;2
857;1;444954;25;31;1;3
858;1;371890;53;4;2;3
859;1;385076;136;9;6;9
860;1;256987;66;1;2;14
861;1;312137;25;10;0;2
862;1;155760;28;2;4;6
863;1;617624;73;7;0;2
864;1;1095489;321;38;14;68
865;1;208863;63;5;3;2
866;1;233651;41;7;0;1
867;1;498032;106;3;7;2
868;1;1095737;109;66;16;2
869;1;471429;111;31;3;8
870;1;418361;57;22;4;2
871;1;404989;86;39;41;7
872;1;610740;245;54;17;8
873;1;398473;26;8;6;7
874;1;371952;0;0;0;0
875;1;411804;0;0;0;0
876;1;151905;0;0;0;0
877;1;391878;0;0;0;0
878;1;484866;0;0;0;0
879;1;159695;0;0;0;0
880;1;511434;0;0;0;0
881;1;1049436;0;0;0;0
882;1;498071;58;14;4;3
883;1;424991;46;17;31;3
884;1;378594;0;0;0;0
885;1;332017;72;8;0;3
886;1;298715;166;4;3;2
887;1;378466;48;22;42;16
888;1;451512;69;18;4;53
889;1;365310;0;0;0;0
890;1;305454;60;14;3;1
891;1;371779;145;20;4;4
892;1;517970;94;3;7;2
893;1;504771;14;4;0;3
894;1;186960;0;0;0;0
895;1;332100;0;0;0;0
896;1;405162;0;0;0;0
897;1;637632;0;0;0;0
898;1;923238;0;0;0;0
899;1;285606;0;0;0;0
900;1;637632;0;0;0;0
901;1;159687;6;0;0;2
902;1;305500;11;11;6;4
903;1;345272;94;12;3;3
904;1;624017;232;76;18;5
905;1;623756;422;93;54;23
906;1;564457;60;8;43;2
907;1;491425;73;2;6;2
908;1;260860;61;33;2;9
909;1;398333;92;47;41;7
910;1;650562;259;73;18;4
911;1;338591;68;81;0;2
912;1;358572;70;15;9;2
913;1;1102377;111;66;16;2
914;1;404509;522;50;34;47
915;1;484739;112;6;7;2
916;1;504550;226;7;7;2
917;1;1095402;407;39;14;68
918;1;365177;43;5;19;66
919;1;504666;45;46;3;32
920;1;365077;162;13;53;5
921;1;318683;104;12;4;13
922;1;484866;0;0;0;0
923;1;358668;0;0;0;0
