ID_interaction;Class_interactions;0;1;2;3;4
924;1;6120;0;0;0;0
925;1;257070;0;0;0;0
926;1;391878;0;0;0;0
927;1;524718;0;0;0;0
928;1;478224;0;0;0;0
929;1;358668;0;0;0;0
930;1;1135782;0;0;0;0
931;1;484738;54;66;0;8
932;1;371655;158;120;16;3
933;1;398458;53;4;2;3
934;1;557807;61;1;51;8
935;1;325374;26;54;0;4
936;1;338708;17;14;2;1
937;1;484711;142;4;7;2
938;1;444953;40;17;2;2
939;1;291975;91;23;31;5
940;1;332075;5;10;7;3
941;1;504638;133;19;0;2
942;1;504589;158;7;4;34
943;1;703932;94;23;1;2
944;1;385148;35;6;38;9
945;1;398401;63;44;10;2
946;1;404975;92;47;41;7
947;1;491408;90;2;6;2
948;1;378313;218;56;5;2
949;1;358434;212;6;14;2
950;1;352026;0;0;0;0
951;1;471197;337;29;18;1
952;1;1155167;419;40;14;68
953;1;305465;40;13;13;1
954;1;252208;61;111;15;1
955;1;484707;109;45;3;2
956;1;11184;18;4;7;7
957;1;451566;25;11;2;52
958;1;451511;132;4;7;2
959;1;425014;24;16;31;3
960;1;491095;236;32;102;43
961;1;245371;11;1;0;2
962;1;458161;104;19;9;5
963;1;378544;30;16;0;4
964;1;358668;0;0;0;0
965;1;331888;116;47;39;10
966;1;219160;21;3;0;2
967;1;311771;309;76;16;2
968;1;351918;22;1;19;66
969;1;478138;66;11;5;4
970;1;404819;280;12;36;15
971;1;444697;270;31;14;2
972;1;132416;3;6;4;1
973;1;504622;126;42;0;2
974;1;354315;88;21;2;19
975;1;365267;41;0;0;2
976;1;385236;0;0;0;0
977;1;604422;0;0;0;0
978;1;451656;0;0;0;0
979;1;358668;0;0;0;0
980;1;352026;0;0;0;0
981;1;1102572;0;0;0;0
982;1;411804;0;0;0;0
983;1;1102157;308;25;14;68
984;1;411717;30;51;0;6
985;1;411749;47;4;2;2
986;1;624088;113;100;43;4
987;1;141113;46;10;4;1
988;1;553584;76;39;16;10
989;1;538883;83;31;6;16
990;1;138792;79;23;0;3
991;1;162292;32;8;4;2
992;1;967512;38;6;1;3
993;1;213299;3;1;0;1
994;1;986930;37;2;0;1
995;1;1002336;397;137;24;48
996;1;315100;86;13;1;8
997;1;716152;102;20;8;1
998;1;462595;2;2;0;1
999;1;683933;101;72;16;4
1000;1;187812;0;0;0;0
1001;1;215484;0;2;0;2
1002;1;263901;23;9;0;1
1003;1;690670;53;37;3;5
1004;1;176674;4;0;0;2
1005;1;311244;108;10;1;1
1006;1;623974;322;48;2;2
1007;1;2439;0;0;0;0
1008;1;106742;3;1;6;3
1009;1;263856;24;12;2;4
1010;1;1040563;28;7;0;2
1011;1;429993;25;13;2;1
1012;1;234347;123;12;7;5
1013;1;389855;333;48;21;7
1014;1;253700;0;0;0;0
1015;1;1047210;0;0;0;0
1016;1;509427;0;0;0;0
1017;1;78647;0;0;0;0
1018;1;195286;0;0;0;0
1019;1;643932;176;118;44;4
1020;1;816885;73;2;5;1
1021;1;1071310;52;29;3;1
1022;1;87063;7;1;1;1
1023;1;650679;78;95;22;42
1024;1;1174380;48;16;1;1
1025;1;132055;4;4;2;1
1026;1;685105;192;25;27;10
1027;1;7548;0;0;0;0
1028;1;127470;28;10;3;1
1029;1;132173;6;1;2;5
1030;1;643949;244;75;5;1
1031;1;50087;5;0;1;1
1032;1;66020;11;0;1;1
1033;1;61390;51;29;4;5
1034;1;124321;60;6;0;2
1035;1;624338;3;0;2;5
1036;1;179400;38;0;9;5
1037;1;134460;104;8;4;13
1038;1;1068688;83;9;0;2
1039;1;576077;58;1;1;1
1040;1;476484;14;2;1;1
1041;1;251688;87;19;1;15
1042;1;324513;53;7;1;2
1043;1;658694;54;19;0;1
1044;1;611265;47;3;6;1
1045;1;4624;0;0;0;0
1046;1;274169;0;0;0;0
1047;1;46970;0;0;0;0
1048;1;85312;0;0;0;0
1049;1;553653;0;0;0;0
1050;1;8103;0;0;0;0
1051;1;509649;69;15;5;13
1052;1;1119808;83;17;2;1
1053;1;519417;51;14;10;15
1054;1;512165;19;0;4;2
1055;1;690492;40;19;7;2
1056;1;59963;12;7;0;3
1057;1;134904;31;2;0;1
1058;1;138735;177;116;10;18
1059;1;362222;79;51;5;21
1060;1;30445;0;0;0;2
1061;1;428137;71;27;10;12
1062;1;497441;88;9;17;1
1063;1;563227;113;40;12;17
1064;1;637535;67;21;5;4
0;1;367203;56;6;3;15
1;1;303125;30;4;3;8
2;1;220877;82;25;2;4
3;1;91153;47;5;14;5
4;1;221963;40;7;3;2
5;1;369846;44;12;7;1
6;1;143302;36;7;0;7
7;1;213050;17;0;0;3
8;1;204930;21;6;2;1
9;1;292069;43;7;4;2
10;1;325050;0;0;0;0
11;1;442737;81;3;7;5
12;1;258974;49;10;7;10
13;1;249080;10;24;0;2
14;1;258199;42;32;5;7
15;1;110505;8;2;1;1
16;1;325811;67;6;12;3
17;1;387101;57;4;15;3
18;1;81483;22;7;3;7
19;1;205037;25;10;1;2
20;1;642537;88;33;16;1
21;1;223892;72;29;2;10
22;1;352908;21;5;0;1
23;1;195610;0;0;0;0
24;1;218781;0;0;0;0
25;1;201448;0;0;0;0
26;1;78642;4;0;0;1
27;1;81219;72;11;6;5
28;1;292890;61;19;4;6
29;1;193940;105;19;24;11
30;1;197872;117;41;13;18
31;1;182699;168;22;33;3
32;1;5994;0;0;0;0
33;1;211257;108;24;27;4
34;1;237455;25;3;4;5
35;1;239033;69;10;7;1
36;1;352397;125;34;15;13
37;1;227863;22;0;3;12
38;1;572592;68;7;7;2
39;1;211399;18;1;0;2
40;1;4544;10;0;1;1
41;1;144966;5;3;3;4
42;1;385472;48;12;7;1
43;1;5165;0;0;0;3
44;1;105845;25;10;1;4
45;1;167206;3;0;1;5
46;1;344654;89;25;10;8
47;1;387953;0;17;0;5
48;1;481089;0;0;0;0
49;1;305368;0;0;0;0
50;1;100893;0;0;0;0
51;1;342582;153;5;4;16
52;1;159375;12;0;1;2
53;1;305345;68;16;3;10
54;1;234423;9;3;13;2
55;1;89525;50;5;12;3
56;1;114517;61;44;5;6
57;1;191918;0;0;0;1
58;1;431272;95;28;31;4
59;1;230489;73;10;7;1
60;1;109086;35;4;2;7
61;1;401292;54;32;0;2
62;1;65589;14;10;8;11
63;1;203172;28;2;0;1
64;1;245030;52;8;4;4
65;1;488704;0;0;0;0
66;1;369024;0;0;0;0
67;1;226310;0;0;0;0
68;1;328790;0;0;0;0
69;1;187860;12;4;2;2
70;1;307254;10;1;1;2
71;1;211388;80;11;1;1
72;1;157450;43;3;7;1
73;1;252056;63;12;3;8
74;1;218194;48;43;8;7
75;1;22792;13;0;0;1
76;1;19024;5;6;2;3
77;1;191829;60;51;14;4
78;1;316341;31;9;0;2
79;1;324267;159;66;4;4
80;1;121345;1;4;1;1
81;1;182025;39;6;6;15
82;1;185462;5;2;0;3
83;1;248829;218;25;33;11
84;1;312230;72;34;6;3
85;1;4959;0;1;0;4
86;1;185250;18;0;4;2
87;1;202165;17;8;2;2
88;1;290417;72;50;9;2
89;1;184701;4;4;0;7
90;1;427204;71;15;2;3
91;1;294584;41;22;15;4
92;1;233409;58;20;2;7
93;1;181469;90;17;29;3
94;1;166160;48;12;0;1
95;1;289147;36;6;0;2
96;1;114519;0;0;0;0
97;1;119511;0;0;0;0
98;1;257665;0;0;0;0
99;1;160979;0;0;0;0
100;1;305207;0;0;0;0
101;1;110744;24;2;1;1
102;1;254492;119;13;12;8
103;1;357335;25;11;1;2
104;1;204198;62;40;5;10
105;1;114794;37;19;3;3
106;1;101267;13;5;2;2
107;1;222849;67;35;0;1
108;1;138981;19;15;0;8
109;1;169571;38;4;5;2
110;1;4079;0;0;0;1
111;1;113828;9;11;1;1
112;1;354240;31;6;2;1
113;1;263758;46;3;4;12
114;1;99270;14;3;5;2
115;1;259391;30;43;8;10
116;1;520575;0;0;0;0
117;1;153657;0;0;0;0
118;1;85296;0;0;0;0
119;1;204315;0;0;0;0
120;1;97735;0;0;0;0
121;1;627095;0;0;0;0
122;1;145621;0;0;0;0
123;1;81143;0;0;0;1
124;1;151691;60;13;6;4
125;1;203690;24;4;11;3
126;1;164835;0;0;0;0
127;1;180684;0;0;0;0
128;1;319390;0;0;0;0
129;1;176717;0;0;0;0
130;1;2312;0;0;0;0
131;1;164738;0;0;0;0
132;1;152280;0;0;0;0
133;1;362933;0;0;0;1
134;1;116879;15;4;0;9
135;1;269280;49;1;4;1
136;1;244975;91;23;2;7
137;1;217741;17;2;6;4
138;1;207548;11;16;0;1
139;1;254932;32;5;4;3
140;1;366356;59;3;1;1
141;1;120814;18;2;1;1
142;1;205489;32;4;3;7
143;1;296990;40;10;1;3
144;1;127470;27;4;2;9
145;1;348278;335;44;18;15
146;1;192151;19;7;22;1
147;1;328130;88;6;1;5
148;1;190927;18;3;1;1
149;1;383228;124;19;20;3
150;1;137811;0;0;0;0
151;1;608982;71;7;66;5
152;1;241787;47;19;10;7
153;1;348139;124;21;2;6
154;1;232351;64;17;5;3
155;1;91220;2;0;0;2
156;1;210694;0;0;0;0
157;1;630416;0;0;0;0
158;1;129311;0;0;0;0
159;1;62520;0;0;0;0
160;1;351720;30;10;0;4
161;1;117272;15;0;0;1
162;1;27324;0;0;0;0
163;1;163576;35;4;2;1
164;1;378206;8;8;5;1
165;1;324859;146;21;5;19
166;1;178450;0;0;0;1
167;1;123627;11;8;0;2
168;1;255212;73;2;2;1
169;1;102380;13;2;0;1
170;1;180735;26;3;1;1
171;1;367095;130;43;10;5
172;1;99500;9;2;0;1
173;1;176620;35;15;1;9
174;1;674741;230;18;10;25
175;1;137152;13;4;2;1
176;1;200790;100;33;3;2
177;1;163884;38;17;3;2
178;1;156607;75;3;6;11
179;1;246491;77;69;3;2
180;1;205234;33;52;1;2
181;1;84706;1;0;0;1
182;1;268872;90;27;5;2
183;1;186094;37;7;4;3
184;1;296672;21;3;2;2
185;1;313352;48;4;2;2
186;1;129721;0;0;0;0
187;1;103066;0;0;0;0
188;1;110517;0;0;0;0
189;1;432796;0;0;0;0
190;1;106620;0;0;0;0
191;1;25840;0;0;0;0
192;1;217602;0;0;0;0
193;1;81144;0;0;0;0
194;1;201798;0;0;0;0
195;1;241693;58;17;4;8
196;1;168796;76;13;8;3
197;1;395360;196;33;8;3
198;1;598364;0;0;0;0
199;1;227900;0;0;0;0
200;1;117282;0;0;0;0
201;1;180738;15;9;2;2
202;1;95927;19;7;1;4
203;1;667743;65;19;1;2
204;1;526806;59;14;4;2
205;1;605394;0;0;0;0
206;1;265710;0;0;0;0
207;1;98532;0;0;0;0
208;1;332576;9;2;4;2
209;1;159972;1;1;0;4
210;1;124304;59;10;14;2
211;1;117847;2;0;0;3
212;1;152977;53;9;12;11
213;1;205235;64;15;5;3
214;1;1297216;142;52;6;7
215;1;99909;45;28;5;12
216;1;230634;110;22;2;1
217;1;182368;57;18;2;9
218;1;283182;17;0;0;1
219;1;301341;1;6;0;2
220;1;843199;0;0;0;0
221;1;153657;0;0;0;0
222;1;212520;0;0;0;0
223;1;208170;0;0;0;0
224;1;126165;0;0;0;0
225;1;112805;0;0;0;0
226;1;215100;0;0;0;0
227;1;157927;0;0;0;0
228;1;208754;0;0;0;0
229;1;219921;19;1;3;1
230;1;419526;0;0;0;0
231;1;104468;0;0;0;0
232;1;232308;0;0;0;0
233;1;634260;0;0;0;0
234;1;186128;15;1;0;1
235;1;627986;86;17;2;1
236;1;209202;23;4;0;1
237;1;411718;28;0;3;8
238;1;14938;20;1;0;1
239;1;324493;5;0;1;1
240;1;138656;28;2;1;1
241;1;249603;52;3;5;1
242;1;132881;7;0;5;1
243;1;137799;12;4;0;1
244;1;155017;8;4;13;1
245;1;153781;38;3;0;3
246;1;170652;52;18;2;6
247;1;177577;70;3;2;8
248;1;151420;9;4;6;1
249;1;53307;2;0;9;2
250;1;985300;0;0;0;0
251;1;245082;1;0;13;2
252;1;234642;171;13;9;15
253;1;140191;58;19;7;2
254;1;236506;80;25;4;10
255;1;1289444;145;52;6;7
256;1;100453;8;1;0;2
257;1;169668;76;19;13;33
258;1;178450;0;0;0;1
259;1;218002;107;8;1;2
260;1;146828;0;2;0;2
261;1;542995;189;50;17;57
262;1;433070;91;12;3;2
263;1;63531;0;0;0;0
264;1;121352;0;0;0;0
265;1;238328;0;0;0;0
266;1;535966;0;0;0;0
267;1;240912;0;0;0;0
268;1;537776;28;4;0;2
269;1;253646;21;31;1;5
270;1;190331;10;5;3;1
271;1;141667;20;4;0;2
272;1;108123;51;6;11;1
273;1;404600;5;5;5;1
274;1;548817;1;2;0;1
275;1;101247;50;6;1;4
276;1;721138;69;16;48;1
277;1;224185;76;11;34;9
278;1;269489;129;92;10;10
279;1;332813;210;24;5;8
280;1;183035;11;8;0;8
281;1;410769;217;154;10;2
282;1;217123;111;35;5;1
283;1;416062;142;14;1;13
284;1;159314;16;4;0;1
285;1;215757;21;4;1;1
286;1;79959;17;2;0;2
287;1;146817;9;3;1;2
288;1;150372;35;9;4;3
289;1;119550;72;12;22;6
290;1;97018;27;2;0;3
291;1;292862;68;40;4;6
292;1;153004;23;18;10;7
293;1;213126;44;9;10;3
294;1;250569;64;20;4;9
295;1;278895;25;40;3;1
296;1;217042;24;0;2;3
297;1;283932;0;0;0;0
298;1;154818;0;0;0;0
299;1;239780;0;0;0;0
300;1;124224;0;0;0;0
301;1;269316;11;5;2;1
302;1;352489;65;20;2;8
303;1;143540;23;4;0;3
304;1;290168;118;61;2;11
305;1;131348;20;5;2;1
306;1;175306;16;4;2;1
307;1;302015;108;35;5;9
308;1;353056;128;21;3;13
309;1;645005;220;43;4;16
310;1;330914;37;2;2;5
311;1;262300;0;0;0;0
312;1;118401;0;0;0;0
313;1;73315;0;0;0;0
314;1;202790;0;0;0;0
315;1;145199;0;0;0;0
316;1;4962;0;1;0;1
317;1;217145;102;21;5;2
318;1;212924;6;7;8;9
319;1;908297;38;15;0;2
320;1;6993;0;0;0;0
321;1;226290;12;6;1;1
322;1;287024;64;9;0;8
323;1;206143;34;7;6;3
324;1;165748;27;10;4;3
325;1;230539;22;1;16;2
326;1;97701;17;6;10;1
327;1;175694;67;10;35;6
328;1;528103;96;82;1;10
329;1;160338;14;3;2;1
330;1;269480;147;88;6;9
331;1;108662;18;6;0;10
332;1;3670;0;0;0;2
333;1;348047;48;2;0;3
334;1;293236;86;19;45;29
335;1;185255;13;3;2;1
336;1;305207;0;0;0;0
337;1;186145;0;0;0;0
338;1;296759;0;0;0;0
339;1;142506;0;0;0;0
340;1;288100;0;0;0;0
341;1;285870;0;0;0;0
342;1;336870;0;0;0;0
343;1;301350;0;0;0;0
344;1;126672;0;0;0;0
345;1;175894;20;3;1;2
346;1;6549;0;0;0;0
347;1;183581;12;3;10;4
348;1;283787;11;0;0;2
349;1;301410;0;0;0;0
350;1;219735;0;0;0;0
351;1;24118;8;5;8;1
352;1;167174;25;1;2;13
353;1;127062;0;0;0;0
354;1;143856;0;0;0;0
355;1;185472;0;0;0;0
356;1;127512;0;0;0;0
357;1;227900;0;0;0;0
358;1;231268;24;2;1;5
359;1;173746;53;1;16;10
360;1;705432;67;16;12;1
361;1;131925;6;0;2;7
362;1;642057;38;10;1;2
363;1;10656;0;0;0;0
364;1;182091;18;3;1;1
365;1;408457;38;3;0;2
366;1;654218;91;34;16;1
367;1;277722;33;14;0;1
368;1;265993;0;0;0;0
369;1;110561;36;23;12;5
370;1;263718;84;16;3;2
371;1;215488;0;0;0;0
372;1;383163;56;15;0;4
373;1;145131;23;16;4;15
374;1;79427;9;2;0;4
375;1;31908;35;4;0;13
376;1;97287;18;1;1;4
377;1;302036;44;4;5;1
378;1;288849;45;18;0;11
379;1;108275;63;5;4;3
380;1;112000;18;15;14;9
381;1;194787;42;13;2;1
382;1;201753;18;20;0;7
383;1;227759;75;9;19;38
384;1;106601;33;12;3;3
385;1;837376;5;0;0;6
386;1;74648;0;0;0;0
387;1;157852;0;0;0;0
388;1;222040;0;0;0;0
389;1;173525;0;0;0;0
390;1;530040;0;0;0;0
391;1;113162;30;12;1;1
392;1;4074;2;3;0;1
393;1;146579;20;8;1;2
394;1;110482;29;4;1;1
395;1;251708;28;8;1;3
396;1;1240565;145;64;21;3
397;1;4009;0;0;0;3
398;1;112544;25;6;1;2
399;1;370479;52;6;18;2
400;1;247660;0;0;0;0
401;1;153521;16;1;0;3
402;1;83959;13;4;2;1
403;1;118517;95;18;4;3
404;1;263785;23;11;2;2
405;1;168959;143;8;21;5
406;1;8214;0;0;0;0
407;1;241476;10;2;0;2
408;1;195916;27;5;0;3
409;1;209756;28;4;1;1
410;1;260240;36;5;4;3
411;1;207213;18;2;3;4
412;1;202167;19;5;2;1
413;1;359811;3;1;0;12
414;1;231686;0;0;0;0
415;1;104256;0;0;0;0
416;1;21351;0;0;0;0
417;1;150570;0;0;0;0
418;1;73315;0;0;0;0
419;1;137128;32;9;1;2
420;1;233069;11;7;0;7
421;1;175598;51;13;6;6
422;1;136595;16;8;0;1
423;1;307327;72;21;5;15
424;1;69211;67;15;9;1
425;1;513732;136;69;0;3
426;1;118903;8;4;1;1
427;1;642987;80;16;0;1
428;1;403609;168;21;7;5
429;1;225859;38;7;4;2
430;1;370922;11;3;5;3
431;1;30422;8;12;2;3
432;1;491399;83;5;19;2
433;1;122594;8;9;1;1
434;1;179576;30;7;0;1
435;1;236292;138;12;20;38
436;1;265162;18;5;1;2
437;1;220925;38;11;14;2
438;1;205386;0;0;0;1
439;1;112793;4;1;0;7
440;1;321221;71;113;28;7
441;1;120598;65;11;2;5
442;1;243338;49;32;3;10
443;1;144637;21;7;0;1
444;1;131923;18;4;0;5
445;1;264828;25;2;3;2
446;1;294551;45;45;3;22
447;1;385486;150;35;40;17
448;1;146247;14;2;2;3
449;1;179631;14;5;0;3
450;1;185858;0;0;0;0
451;1;73278;28;7;0;2
452;1;700638;213;24;3;22
453;1;183277;30;3;1;1
454;1;165003;60;31;15;20
455;1;243382;32;7;2;9
456;1;227938;102;13;3;4
457;1;100452;9;1;0;2
458;1;183020;32;10;1;2
459;1;650665;127;18;4;18
460;1;7881;0;0;0;0
461;1;216944;0;0;0;0
462;1;201448;0;0;0;0
463;1;21080;0;0;0;0
464;1;4284;0;0;0;0
465;1;24612;0;0;0;0
466;1;144657;4;0;2;3
467;1;17951;34;16;10;9
468;1;525952;16;9;9;4
469;1;120533;7;4;1;1
470;1;141245;145;25;23;24
471;1;246262;12;7;0;7
472;1;168076;30;49;9;1
473;1;326995;121;48;13;3
474;1;170237;96;14;17;6
475;1;367095;136;26;6;12
476;1;294951;36;3;0;10
477;1;6771;0;0;0;0
478;1;253556;120;17;4;7
479;1;97722;9;3;0;1
480;1;288219;46;15;7;13
481;1;144883;10;4;2;1
482;1;268939;26;27;4;14
483;1;286569;88;10;2;7
484;1;633609;60;10;3;14
485;1;250666;0;0;0;0
486;1;17680;0;0;0;0
487;1;6216;0;0;0;0
488;1;8103;0;0;0;0
489;1;403988;0;0;0;0
490;1;180198;0;0;0;0
491;1;298717;0;0;0;0
492;1;162338;0;0;0;0
493;1;309600;0;0;0;0
494;1;321054;0;0;0;0
495;1;210694;0;0;0;0
496;1;206181;5;2;0;5
497;1;303074;60;23;2;11
498;1;230393;32;13;1;12
499;1;197549;15;1;0;9
500;1;262071;49;7;8;5
501;1;120980;10;15;1;3
502;1;115880;24;8;7;1
503;1;366457;59;9;1;2
504;1;224101;5;3;0;3
505;1;170810;27;50;32;4
506;1;194693;37;17;1;2
507;1;97258;42;3;2;4
508;1;113151;51;2;1;1
509;1;57659;0;0;0;1
510;1;167832;0;0;0;0
511;1;119650;10;1;0;1
512;1;257103;28;17;3;1
513;1;220953;19;14;1;3
514;1;559233;110;21;2;2
515;1;209242;23;4;0;3
516;1;223125;42;4;1;1
517;1;84694;7;2;3;2
518;1;180435;51;16;2;9
519;1;207512;18;45;0;1
520;1;149683;33;6;0;1
521;1;340793;79;24;8;8
522;1;207453;109;10;0;4
523;1;139694;33;19;3;3
524;1;313788;90;15;4;3
525;1;5106;0;0;0;0
526;1;144558;84;16;6;2
527;1;196869;2;0;2;5
528;1;396212;6;0;0;1
529;1;174688;36;4;2;1
530;1;179805;26;2;0;2
531;1;226780;13;2;0;1
532;1;5158;4;4;1;1
533;1;385482;41;10;6;1
534;1;147663;1;0;0;4
535;1;292126;18;12;3;1
536;1;196819;51;3;4;1
537;1;290300;37;6;8;9
538;1;566376;69;7;0;4
539;1;662357;80;16;0;1
540;1;141431;61;18;7;2
541;1;268901;49;0;36;10
542;1;303352;53;44;9;4
543;1;16317;0;0;0;0
544;1;184674;37;3;3;13
545;1;241039;35;2;1;3
546;1;1276905;464;56;28;55
547;1;666335;228;47;79;11
548;1;79887;71;11;6;5
549;1;198653;0;0;0;0
550;1;134354;0;0;0;0
551;1;28050;6;0;0;3
552;1;131879;78;5;11;3
553;1;249038;45;14;4;15
554;1;232218;64;12;3;11
555;1;322964;34;16;4;2
556;1;422589;38;8;0;1
557;1;156013;8;0;0;3
558;1;247197;82;14;2;1
559;1;319094;38;4;0;4
560;1;220427;22;28;1;5
561;1;320622;84;14;2;4
562;1;131908;27;5;1;8
563;1;108351;32;13;0;1
564;1;307201;53;10;3;1
565;1;277530;7;5;0;8
566;1;442755;61;14;2;1
567;1;24783;21;13;0;3
568;1;318193;5;0;0;2
569;1;180592;46;24;5;1
570;1;322389;97;2;1;11
571;1;281662;45;2;0;1
572;1;32212;20;2;1;3
573;1;333663;43;8;3;1
574;1;110124;0;0;0;0
575;1;377600;0;0;0;0
576;1;574906;0;0;0;0
577;1;16660;0;0;0;0
578;1;371700;0;0;0;0
579;1;535966;0;0;0;0
580;1;63529;0;0;0;0
581;1;239660;0;0;0;0
582;1;348462;0;0;0;0
583;1;106755;0;0;0;0
584;1;90589;23;21;10;1
585;1;163831;54;22;31;6
586;1;180174;18;3;2;1
587;1;239003;5;1;0;1
588;1;220238;0;4;0;6
589;1;331061;19;11;0;9
590;1;359316;138;21;12;3
591;1;230580;0;0;0;0
592;1;257853;0;0;0;0
593;1;172980;0;0;0;0
594;1;262795;0;0;0;0
595;1;313230;0;0;0;0
596;1;5661;0;0;0;0
597;1;29601;0;0;0;0
598;1;185185;0;0;0;0
599;1;136620;0;0;0;0
600;1;263823;0;0;0;0
601;1;56748;18;6;5;3
602;1;336024;138;71;6;6
603;1;73083;70;8;7;2
604;1;359686;50;8;8;6
605;1;116435;20;2;1;2
606;1;235948;63;21;0;2
607;1;208620;31;4;0;1
608;1;127118;22;8;7;7
609;1;175736;57;13;5;1
610;1;185184;0;0;0;1
611;1;186137;3;4;0;1
612;1;339936;108;19;2;2
613;1;232323;0;0;0;0
614;1;206374;54;4;0;3
615;1;60200;0;0;0;0
616;1;1696;3;0;0;1
617;1;1328310;120;57;5;7
618;1;197552;3;3;0;1
619;1;24807;1;8;0;4
620;1;268958;74;37;2;9
621;1;185185;0;0;0;0
622;1;123789;11;2;1;1
623;1;641239;152;27;5;1
624;1;1014517;245;19;5;14
625;1;343850;8;0;0;2
626;1;114832;19;4;0;1
627;1;124155;51;6;2;10
628;1;81943;12;14;2;1
629;1;427068;171;40;12;4
630;1;77300;12;1;0;1
631;1;31960;0;0;0;0
632;1;280612;0;0;0;0
633;1;114519;0;0;0;0
634;1;290550;0;0;0;0
635;1;222365;0;0;0;0
636;1;97940;0;0;0;0
637;1;165763;0;0;0;0
638;1;307390;0;0;0;0
639;1;442833;0;0;0;0
640;1;121009;0;0;0;0
641;1;123014;18;19;0;9
642;1;72770;2;0;0;2
643;1;342741;29;8;1;1
644;1;43143;0;0;0;3
645;1;195836;11;19;2;12
646;1;367105;72;16;15;12
647;1;665891;103;34;16;1
648;1;133249;37;15;1;6
649;1;29323;0;1;0;2
650;1;110124;0;0;0;0
651;1;68521;0;1;0;4
652;1;227751;15;4;1;1
653;1;249686;56;4;0;1
654;1;283869;69;80;6;2
655;1;18700;0;0;0;0
656;1;292116;32;8;3;1
657;1;124789;127;42;62;20
658;1;172302;48;14;3;2
659;1;108669;21;0;5;1
660;1;223582;14;3;0;1
661;1;437888;146;21;4;15
662;1;342087;71;26;4;12
663;1;330211;132;13;27;17
664;1;136780;44;0;4;1
665;1;180748;17;0;0;1
666;1;411563;16;10;0;1
667;1;163288;159;25;0;4
668;1;323088;47;44;2;21
669;1;79817;3;0;0;1
670;1;243350;31;38;3;10
671;1;342471;33;12;0;1
672;1;157825;20;5;1;1
673;1;311074;158;25;49;5
674;1;161816;19;2;0;1
675;1;240802;84;11;13;2
676;1;242424;0;0;0;0
677;1;567137;0;0;0;0
678;1;20400;0;0;0;0
679;1;125686;0;0;0;0
680;1;214148;0;0;0;0
681;1;469888;0;0;0;0
682;1;542800;0;0;0;0
683;1;478080;0;0;0;0
684;1;203732;0;0;0;0
685;1;627331;206;31;4;16
686;1;132134;34;8;3;8
687;1;19358;13;7;0;2
688;1;228341;54;16;2;7
689;1;5779;0;0;0;1
690;1;69300;8;5;1;2
691;1;150157;14;26;14;3
692;1;366369;44;2;1;4
693;1;157835;15;1;0;1
694;1;208602;27;25;1;1
695;1;157708;33;7;0;2
696;1;16998;0;0;0;2
697;1;98972;11;0;3;4
698;1;203043;119;23;8;10
699;1;433174;3;0;0;1
700;1;123969;0;0;0;0
701;1;168845;40;5;1;5
702;1;179629;17;4;2;1
703;1;259892;89;49;7;3
704;1;246555;25;41;0;2
705;1;236476;92;11;24;7
706;1;642405;191;30;8;41
707;1;151444;38;14;0;1
708;1;83381;73;6;0;3
709;1;443183;30;25;6;6
710;1;0;0;0;0;0
711;1;41767;14;5;3;1
712;1;115874;22;9;3;12
713;1;64288;0;0;0;0
714;1;312158;82;11;4;3
715;1;173504;15;3;1;2
716;1;295981;29;5;3;2
717;1;107497;15;0;1;1
718;1;3602;0;1;0;1
719;1;358399;84;26;4;2
720;1;106599;36;11;3;3
721;1;176721;68;18;6;10
722;1;234814;21;8;2;5
723;1;141109;38;11;13;3
724;1;163597;13;2;3;3
725;1;339936;13;11;0;8
726;1;114629;2;0;0;2
727;1;220818;0;0;0;0
728;1;284715;0;0;0;0
729;1;130020;0;0;0;0
730;1;119784;0;0;0;0
731;1;210236;0;0;0;0
732;1;127300;0;0;0;0
733;1;41193;0;0;0;0
734;1;114856;0;0;0;0
735;1;191202;0;0;0;0
736;1;142988;29;0;4;1
737;1;6450;7;0;0;3
738;1;231197;87;11;19;20
739;1;131892;36;16;0;6
740;1;385505;25;4;5;1
741;1;154762;32;13;8;3
742;1;166510;64;7;0;1
743;1;101498;15;3;1;3
744;1;72917;0;7;0;16
745;1;170877;30;14;0;2
746;1;640450;45;2;1;2
747;1;151756;15;2;0;1
748;1;876423;40;15;0;2
749;1;108192;0;0;0;0
750;1;266733;0;0;0;0
751;1;152723;26;4;5;2
752;1;326725;54;15;3;3
753;1;162228;0;3;0;1
754;1;3807;0;0;0;1
755;1;286636;25;17;3;1
756;1;196390;25;1;1;3
757;1;129684;31;4;1;1
758;1;340058;121;21;4;15
759;1;301879;270;7;23;1
760;1;180399;58;21;2;6
761;1;220811;2;4;0;1
762;1;135311;24;9;10;1
763;1;345834;104;19;2;1
764;1;264695;34;6;1;4
765;1;258724;21;2;2;3
766;1;424703;59;22;4;12
767;1;312596;40;61;2;1
768;1;128681;6;2;1;1
769;1;113931;42;14;0;1
770;1;148147;0;0;0;1
771;1;227373;46;19;2;5
772;1;83950;14;4;4;7
773;1;631905;40;13;1;1
774;1;226370;18;5;0;15
775;1;256200;0;0;0;0
776;1;253700;0;0;0;0
777;1;220483;0;0;0;0
778;1;173826;0;0;0;0
779;1;543308;0;0;0;0
780;1;388450;0;0;0;0
781;1;211385;0;0;0;0
782;1;491914;0;0;0;0
783;1;102396;0;0;0;0
784;1;385490;33;10;6;1
