ID_interaction;Class_interactions;0;1;2;3;4;5;6;7
406;1;491119;282;92;4;3;6;0;2
407;1;411764;33;2;2;0;0;0;3
408;1;976123;153;70;9;2;1;0;16
409;1;464508;309;110;2;3;6;0;2
410;1;325404;45;2;4;1;0;0;2
411;1;398461;41;2;2;10;1;2;1
412;1;312104;35;26;0;4;3;1;1
413;1;591065;28;2;0;1;0;0;42
414;1;604422;0;0;0;0;0;0;0
415;1;425088;0;0;0;0;0;0;0
416;1;42845;0;0;0;0;0;0;0
417;1;232470;0;0;0;0;0;0;0
418;1;365310;0;0;0;0;0;0;0
419;1;470880;523;127;30;17;3;0;2
420;1;351674;313;19;1;14;1;0;4
421;1;458276;17;3;0;0;0;0;2
422;1;398343;144;14;0;14;1;0;4
423;1;477406;569;145;34;32;4;22;12
424;1;285678;436;129;38;47;0;6;4
425;1;464622;206;16;87;6;0;1;2
426;1;484507;257;87;4;3;6;0;2
427;1;1102086;324;78;14;53;15;0;2
428;1;365051;188;49;6;8;2;2;4
429;1;385003;149;69;4;3;7;0;1
430;1;637551;62;5;2;5;2;2;3
431;1;338557;143;10;4;9;15;1;3
432;1;1088646;400;126;17;63;34;1;1
433;1;457853;297;46;73;25;1;1;2
434;1;411410;315;59;17;1;0;0;2
435;1;364863;172;223;11;14;9;16;2
436;1;438306;30;24;8;0;0;2;2
437;1;365132;125;27;15;0;9;0;2
438;1;404993;33;94;10;9;8;13;2
439;1;365245;48;7;0;2;6;0;2
440;1;530897;119;276;0;45;6;14;3
441;1;351679;287;26;10;9;1;13;1
442;1;418305;54;37;16;2;9;21;2
443;1;378401;130;49;9;0;2;0;3
444;1;332038;47;6;0;4;0;0;5
445;1;451317;250;79;0;2;6;0;2
446;1;444835;70;56;17;4;9;21;2
447;1;636823;496;83;51;114;20;3;42
448;1;132063;219;126;0;13;3;0;6
449;1;484669;17;163;0;5;3;8;1
450;1;484866;0;0;0;0;0;0;0
451;1;365046;225;19;1;14;1;0;4
452;1;1081656;753;119;32;17;1;53;15
453;1;477732;366;110;5;3;6;0;2
454;1;378347;99;21;38;2;19;0;68
455;1;245063;207;93;7;1;0;0;14
456;1;929619;200;37;7;4;0;0;13
457;1;345221;145;10;0;3;1;0;4
458;1;311803;333;19;0;14;1;0;4
459;1;1115187;487;76;31;1;1;58;15
460;1;471582;0;0;0;0;0;0;0
461;1;371952;0;0;0;0;0;0;0
462;1;345384;0;0;0;0;0;0;0
463;1;411804;0;0;0;0;0;0;0
464;1;418446;0;0;0;0;0;0;0
465;1;46740;0;0;0;0;0;0;0
466;1;378584;5;0;0;0;1;0;4
467;1;351857;160;2;0;0;2;3;2
468;1;590976;145;3;2;5;2;2;3
469;1;491357;104;35;4;4;1;0;3
470;1;384528;237;294;19;115;5;36;2
471;1;371665;244;24;0;14;1;0;4
472;1;298688;103;41;10;44;0;3;1
473;1;557281;313;238;23;52;16;3;2
474;1;358216;177;223;11;14;9;16;2
475;1;497863;194;81;1;3;6;0;2
476;1;331785;231;49;13;4;0;16;2
477;1;404751;352;26;17;14;0;0;2
478;1;438141;186;22;20;1;0;0;2
479;1;365208;71;11;13;5;0;0;2
480;1;497552;476;47;21;16;4;22;12
481;1;497746;305;87;1;3;6;0;2
482;1;418295;59;40;16;4;9;21;2
483;1;491161;254;10;6;69;0;2;6
484;1;1088912;271;58;29;0;1;2;15
485;1;411804;0;0;0;0;0;0;0
486;1;345384;0;0;0;0;0;0;0
487;1;371952;0;0;0;0;0;0;0
488;1;484866;0;0;0;0;0;0;0
489;1;345384;0;0;0;0;0;0;0
490;1;276545;0;0;0;0;0;0;0
491;1;237595;0;0;0;0;0;0;0
492;1;312174;0;0;0;0;0;0;0
493;1;478224;0;0;0;0;0;0;0
494;1;484866;0;0;0;0;0;0;0
495;1;405162;0;0;0;0;0;0;0
496;1;338711;20;5;3;0;0;0;3
497;1;471204;269;94;4;3;6;0;2
498;1;378416;125;25;15;2;9;0;2
499;1;338662;68;3;0;7;0;0;2
500;1;451452;168;18;14;2;0;0;2
501;1;391726;72;31;5;36;2;2;4
502;1;398311;111;44;1;42;0;9;2
503;1;457651;371;142;64;24;0;17;29
504;1;385156;68;5;0;3;0;0;4
505;1;391693;18;35;86;1;41;0;4
506;1;331801;250;24;0;20;1;0;4
507;1;484449;327;80;0;2;6;0;2
508;1;305168;248;109;5;0;0;0;2
509;1;58418;6;0;0;0;0;0;1
510;1;371952;0;0;0;0;0;0;0
511;1;312115;44;8;4;1;0;0;2
512;1;424926;74;56;25;1;1;4;1
513;1;365036;232;23;0;14;1;0;4
514;1;477816;283;112;2;3;6;0;2
515;1;371695;205;23;17;4;3;0;5
516;1;909120;696;85;23;25;0;1;4
517;1;345049;260;52;8;9;0;5;1
518;1;617038;326;261;26;29;15;9;2
519;1;358561;0;18;0;86;0;1;2
520;1;484144;555;122;14;29;0;0;2
521;1;583890;275;237;18;51;15;8;2
522;1;358492;153;17;0;2;2;0;2
523;1;477875;192;83;31;21;13;4;5
524;1;484206;432;157;37;19;5;5;5
525;1;305343;130;47;4;2;0;0;6
526;1;378249;275;18;17;15;16;1;3
527;1;378451;134;2;0;0;2;3;2
528;1;338565;156;14;0;2;1;0;4
529;1;471322;144;103;2;3;6;0;2
530;1;378519;24;38;3;4;0;0;6
531;1;391807;67;1;0;1;0;0;2
532;1;503991;647;132;19;1;0;0;2
533;1;491041;367;88;1;3;6;0;2
534;1;225833;43;31;2;0;0;0;1
535;1;365091;32;157;5;10;9;2;4
536;1;378441;123;19;6;0;1;2;2
537;1;451165;204;205;11;4;16;44;7
538;1;1088878;198;183;6;3;6;0;14
539;1;1135326;301;71;14;53;15;0;2
540;1;457999;121;76;19;37;1;30;15
541;1;345249;0;60;0;0;70;0;5
542;1;457823;264;68;91;11;32;5;4
543;1;975979;254;113;3;3;8;0;14
544;1;272487;106;36;1;0;0;6;14
545;1;398300;195;17;2;2;0;2;2
546;1;1154728;753;107;34;17;1;53;15
547;1;749566;698;149;50;43;37;0;3
548;1;398058;289;86;5;34;34;13;1
549;1;391878;0;0;0;0;0;0;0
550;1;411804;0;0;0;0;0;0;0
551;1;311975;153;8;9;1;15;10;3
552;1;345038;283;37;3;15;2;2;4
553;1;411602;103;64;22;0;4;0;9
554;1;358298;297;23;16;16;5;8;5
555;1;411654;108;24;8;5;0;0;5
556;1;1102088;324;76;14;53;15;0;2
557;1;478179;40;3;0;0;0;0;2
558;1;424639;371;31;14;18;1;13;1
559;1;358599;42;18;4;2;0;0;3
560;1;391668;93;33;66;13;0;1;4
561;1;411763;28;4;3;4;0;0;2
562;1;537369;499;59;21;16;4;22;12
563;1;404978;162;7;8;6;0;0;1
564;1;503878;764;111;18;16;3;0;2
565;1;431621;90;7;2;5;0;0;5
566;1;378456;46;61;5;15;0;2;9
567;1;484678;113;65;0;2;6;0;2
568;1;491495;8;3;0;0;0;0;2
569;1;311876;192;49;26;13;14;2;2
570;1;497931;143;63;3;2;6;0;2
571;1;863193;187;69;5;0;0;5;1
572;1;358521;107;14;2;19;1;0;4
573;1;1022528;226;70;10;21;0;0;13
574;1;378594;0;0;0;0;0;0;0
575;1;425088;0;0;0;0;0;0;0
576;1;491508;0;0;0;0;0;0;0
577;1;325458;0;0;0;0;0;0;0
578;1;418446;0;0;0;0;0;0;0
579;1;484866;0;0;0;0;0;0;0
580;1;66215;0;0;0;0;0;0;0
581;1;305532;0;0;0;0;0;0;0
582;1;538002;0;0;0;0;0;0;0
583;1;365310;0;0;0;0;0;0;0
584;1;451381;141;65;18;37;0;13;1
585;1;280134;132;52;102;13;6;0;1
586;1;471410;81;80;1;2;6;0;2
587;1;411766;25;1;2;6;1;2;1
588;1;378578;0;0;0;14;0;0;2
589;1;299774;94;8;3;12;0;0;24
590;1;457853;297;46;73;25;1;1;2
591;1;358668;0;0;0;0;0;0;0
592;1;458298;0;0;0;0;0;0;0
593;1;298890;0;0;0;0;0;0;0
594;1;431730;0;0;0;0;0;0;0
595;1;352026;0;0;0;0;0;0;0
596;1;338742;0;0;0;0;0;0;0
597;1;50635;0;0;0;0;0;0;0
598;1;365310;0;0;0;0;0;0;0
599;1;233700;0;0;0;0;0;0;0
600;1;338742;0;0;0;0;0;0;0
601;1;1108723;324;78;14;58;15;0;2
602;1;431337;243;91;15;28;14;0;2
603;1;10156;19;0;11;7;0;6;1
604;1;325329;75;25;8;10;0;10;1
605;1;398318;116;57;13;7;0;8;1
606;1;617231;275;133;20;45;0;0;2
607;1;358444;129;90;1;0;2;0;2
608;1;411631;66;54;17;4;9;21;2
609;1;604112;248;53;3;4;0;0;2
610;1;364924;138;214;11;6;0;15;2
611;1;391841;2;15;13;6;0;0;1
612;1;603720;360;248;23;51;16;2;2
613;1;458155;76;43;12;7;0;3;2
614;1;351891;60;64;8;0;0;0;3
615;1;54530;0;0;0;0;0;0;0
616;1;194015;141;27;22;17;0;1;2
617;1;1134902;646;108;35;17;1;58;15
618;1;537929;62;2;7;0;0;0;2
619;1;484650;98;95;1;4;14;1;3
620;1;464535;295;95;4;3;6;0;2
621;1;365310;0;0;0;0;0;0;0
622;1;504291;390;99;1;3;6;0;2
623;1;1102097;271;170;5;7;8;0;14
624;1;1141425;814;117;34;16;1;2;15
625;1;438359;8;3;0;0;0;0;2
626;1;371784;121;33;9;0;2;0;3
627;1;249086;147;9;14;0;0;22;2
628;1;238720;324;23;17;20;3;0;5
629;1;365065;112;84;38;9;0;0;2
630;1;385123;33;63;3;1;0;0;13
631;1;624348;0;0;0;0;0;0;0
632;1;484866;0;0;0;0;0;0;0
633;1;391878;0;0;0;0;0;0;0
634;1;498150;0;0;0;0;0;0;0
635;1;365310;0;0;0;0;0;0;0
636;1;6800;0;0;0;0;0;0;0
637;1;272322;0;0;0;0;0;0;0
638;1;391878;0;0;0;0;0;0;0
639;1;378594;0;0;0;0;0;0;0
640;1;391878;0;0;0;0;0;0;0
641;1;398329;50;123;0;11;6;0;1
642;1;6120;0;0;0;0;0;0;0
643;1;385051;151;22;2;6;1;2;1
644;1;66205;0;0;0;6;0;0;4
645;1;265340;272;20;32;8;3;0;5
646;1;570415;321;330;35;29;23;44;15
647;1;1135282;331;80;14;58;15;0;2
648;1;458076;158;26;12;7;1;17;1
649;1;170864;25;14;1;8;3;0;3
650;1;378594;0;0;0;0;0;0;0
651;1;209742;0;8;0;10;0;0;3
652;1;504412;276;92;1;3;6;0;2
653;1;338539;131;63;8;0;0;0;1
654;1;384849;130;145;66;30;13;0;3
655;1;365298;0;0;0;0;0;0;12
656;1;365081;177;38;6;2;2;2;2
657;1;186031;218;66;90;39;1;9;2
