ID_interaction;Class_interactions;0;1;2;3;4;5
328;1;451460;128;17;17;22;12
329;1;491404;22;72;2;6;2
330;1;597201;427;88;43;18;3
331;1;371860;62;19;0;9;2
332;1;358589;10;55;6;3;5
333;1;391830;41;4;0;0;3
334;1;617247;237;50;109;20;43
335;1;484760;31;71;1;1;2
336;1;229805;0;0;0;0;0
337;1;391878;0;0;0;0;0
338;1;1109214;0;0;0;0;0
339;1;358668;0;0;0;0;0
340;1;445014;0;0;0;0;0
341;1;431730;0;0;0;0;0
342;1;378594;0;0;0;0;0
343;1;498150;0;0;0;0;0
344;1;318816;0;0;0;0;0
345;1;155742;28;24;4;1;1
346;1;391632;82;97;10;52;5
347;1;167367;98;4;0;2;14
348;1;438317;19;0;14;21;1
349;1;338742;0;0;0;0;0
350;1;378594;0;0;0;0;0
351;1;471313;106;19;100;42;2
352;1;351995;10;8;0;6;7
353;1;518076;0;0;0;0;0
354;1;318816;0;0;0;0;0
355;1;318816;0;0;0;0;0
356;1;371952;0;0;0;0;0
357;1;352026;0;0;0;0;0
358;1;398471;22;20;1;2;4
359;1;384921;149;37;68;20;41
360;1;1089029;171;18;62;6;2
361;1;233054;9;0;5;0;2
362;1;969558;102;61;10;0;1
363;1;637451;156;19;4;0;2
364;1;491401;24;73;2;6;2
365;1;630804;163;17;4;0;2
366;1;1115601;162;18;67;6;2
367;1;312116;30;12;12;2;2
368;1;524711;5;0;0;0;2
369;1;378356;97;115;15;7;4
370;1;338477;228;19;12;2;4
371;1;424910;108;67;0;0;3
372;1;1002734;131;44;28;0;5
373;1;444723;158;4;86;8;35
374;1;152711;45;3;2;0;5
375;1;624179;144;19;4;0;2
376;1;1082217;295;48;18;52;16
377;1;1128887;160;18;67;6;2
378;1;391844;17;10;6;0;1
379;1;331759;282;36;9;13;1
380;1;384571;346;172;58;74;15
381;1;630379;451;90;51;17;2
382;1;358541;23;92;1;10;1
383;1;351828;149;10;21;16;2
384;1;345259;47;67;10;0;1
385;1;1135767;0;9;0;1;5
386;1;371952;0;0;0;0;0
387;1;411804;0;0;0;0;0
388;1;345384;0;0;0;0;0
389;1;365310;0;0;0;0;0
390;1;1115856;0;0;0;0;0
391;1;305473;27;30;0;0;2
392;1;397899;492;47;34;41;7
393;1;597553;157;21;43;3;3
394;1;338672;54;2;10;2;2
395;1;557640;208;8;17;47;8
396;1;1122253;154;19;64;6;2
397;1;391686;115;68;3;3;3
398;1;385216;7;11;0;0;2
399;1;1135175;455;46;14;77;15
400;1;385236;0;0;0;0;0
401;1;351886;71;1;65;0;3
402;1;418241;158;38;4;4;1
403;1;590570;416;88;43;18;3
404;1;338636;77;17;6;2;4
405;1;291921;263;11;36;15;2
406;1;491385;39;73;3;6;2
407;1;411785;12;4;0;0;3
408;1;976205;131;19;2;1;16
409;1;464789;60;80;3;6;2
410;1;325427;22;6;1;0;2
411;1;398484;20;2;10;3;1
412;1;312116;48;1;4;4;1
413;1;591065;28;2;1;0;42
414;1;604422;0;0;0;0;0
415;1;425088;0;0;0;0;0
416;1;42845;0;0;0;0;0
417;1;232470;0;0;0;0;0
418;1;365310;0;0;0;0;0
419;1;471269;261;30;17;3;2
420;1;351961;36;10;15;0;4
421;1;458290;6;0;0;0;2
422;1;398446;54;1;15;0;4
423;1;477804;316;34;33;25;12
424;1;285982;261;38;47;6;4
425;1;464761;72;98;6;1;2
426;1;484749;33;73;3;6;2
427;1;1102324;160;18;62;6;2
428;1;365051;211;32;10;2;4
429;1;385117;39;69;10;0;1
430;1;637600;18;2;6;2;4
431;1;338557;143;14;9;16;3
432;1;1088920;164;105;74;24;1
433;1;457853;337;79;25;1;3
434;1;411714;70;17;1;0;2
435;1;365035;223;11;23;16;2
436;1;438306;50;12;0;2;2
437;1;365214;65;20;0;9;2
438;1;404993;33;104;9;21;2
439;1;365290;9;1;2;6;2
440;1;530897;119;276;45;6;17
441;1;351679;287;36;9;14;1
442;1;418355;41;16;11;21;2
443;1;378504;48;37;0;2;3
444;1;332069;22;0;4;0;5
445;1;451556;20;70;2;6;2
446;1;444890;42;46;13;21;2
447;1;637155;247;51;114;20;45
448;1;132063;219;126;13;3;6
449;1;484669;17;163;5;3;9
450;1;484866;0;0;0;0;0
451;1;365262;19;10;15;0;4
452;1;1082114;388;58;18;52;16
453;1;478064;66;83;3;6;2
454;1;378395;63;47;13;8;68
455;1;245270;93;7;1;0;14
456;1;929792;63;8;4;0;13
457;1;345356;17;3;4;0;4
458;1;312110;36;9;15;0;4
459;1;1115451;291;39;2;57;16
460;1;471582;0;0;0;0;0
461;1;371952;0;0;0;0;0
462;1;345384;0;0;0;0;0
463;1;411804;0;0;0;0;0
464;1;418446;0;0;0;0;0
465;1;46740;0;0;0;0;0
466;1;378585;4;0;1;0;4
467;1;352016;1;2;1;2;4
468;1;591097;27;2;6;2;4
469;1;491357;124;19;5;0;3
470;1;384528;478;72;115;39;4
471;1;371893;31;9;15;0;4
472;1;298791;41;10;44;0;4
473;1;557281;477;97;52;18;3
474;1;358393;223;11;23;16;2
475;1;498045;31;63;3;6;2
476;1;331785;272;21;4;16;2
477;1;405029;100;17;14;0;2
478;1;438310;35;24;1;0;2
479;1;365264;24;15;5;0;2
480;1;497963;112;21;17;25;12
481;1;498038;31;70;3;6;2
482;1;418348;31;31;13;21;2
483;1;491161;264;6;69;2;6
484;1;1089062;171;37;1;1;16
485;1;411804;0;0;0;0;0
486;1;345384;0;0;0;0;0
487;1;371952;0;0;0;0;0
488;1;484866;0;0;0;0;0
489;1;345384;0;0;0;0;0
490;1;276545;0;0;0;0;0
491;1;237595;0;0;0;0;0
492;1;312174;0;0;0;0;0
493;1;478224;0;0;0;0;0
494;1;484866;0;0;0;0;0
495;1;405162;0;0;0;0;0
496;1;338716;15;8;0;0;3
497;1;471453;42;76;3;6;2
498;1;378498;63;20;2;9;2
499;1;338662;70;1;7;0;2
500;1;451599;34;19;2;0;2
501;1;391726;86;22;37;3;4
502;1;398311;111;45;42;9;2
503;1;457651;371;206;24;17;29
504;1;385213;16;0;3;0;4
505;1;391701;44;87;7;35;4
506;1;332018;48;9;21;0;4
507;1;484763;23;70;2;6;2
508;1;305378;126;26;0;0;2
509;1;58418;6;0;0;0;1
510;1;371952;0;0;0;0;0
511;1;312138;27;6;1;0;2
512;1;424979;77;25;1;5;1
513;1;365255;27;9;15;0;4
514;1;478072;60;81;3;6;2
515;1;371889;34;17;4;3;5
516;1;909662;213;49;25;1;4
517;1;345049;304;16;9;3;3
518;1;617038;508;105;29;18;8
519;1;358561;18;0;86;1;2
520;1;484518;303;14;29;0;2
521;1;583890;437;93;51;17;8
522;1;358637;25;0;2;2;2
523;1;477875;256;50;21;17;5
524;1;484638;157;37;24;5;5
525;1;305461;59;4;2;0;6
526;1;378249;275;35;15;17;3
527;1;378585;0;2;1;2;4
528;1;338713;9;13;2;1;4
529;1;471444;54;73;3;6;2
530;1;378519;24;41;4;0;6
531;1;391807;67;1;1;0;2
532;1;504580;190;19;1;0;2
533;1;491339;88;70;3;6;2
534;1;225845;37;27;0;0;1
535;1;365091;184;10;19;2;4
536;1;378441;141;7;1;2;2
537;1;451369;205;11;20;44;7
538;1;1089013;151;101;9;0;14
539;1;1135552;142;18;62;6;2
540;1;457999;121;95;37;31;15
541;1;345249;0;60;0;70;5
542;1;457823;311;112;29;19;4
543;1;976181;105;63;11;0;14
544;1;272552;76;2;0;5;15
545;1;398464;48;2;2;2;2
546;1;1155158;410;54;18;52;16
547;1;750066;347;50;43;37;3
548;1;398058;342;38;34;41;7
549;1;391878;0;0;0;0;0
550;1;411804;0;0;0;0;0
551;1;312088;47;10;5;15;9
552;1;345038;304;19;17;2;4
553;1;411705;64;22;0;4;9
554;1;358518;79;37;16;11;7
555;1;411706;80;8;5;0;5
556;1;1102326;158;18;62;6;2
557;1;478207;15;0;0;0;2
558;1;424639;371;45;18;14;1
559;1;358608;46;9;2;0;3
560;1;391668;118;74;13;0;5
561;1;411763;32;3;4;0;2
562;1;537802;125;21;17;25;12
563;1;405065;82;8;6;0;1
564;1;504460;293;18;16;3;2
565;1;431662;56;2;5;0;5
566;1;378456;89;23;15;2;9
567;1;484786;8;62;2;6;2
568;1;491501;5;0;0;0;2
569;1;311876;224;43;13;16;2
570;1;498064;12;64;2;6;2
571;1;863323;109;22;0;5;1
572;1;358613;28;3;20;0;4
573;1;1022709;112;13;21;0;13
574;1;378594;0;0;0;0;0
575;1;425088;0;0;0;0;0
576;1;491508;0;0;0;0;0
577;1;325458;0;0;0;0;0
578;1;418446;0;0;0;0;0
579;1;484866;0;0;0;0;0
580;1;66215;0;0;0;0;0
581;1;305532;0;0;0;0;0
582;1;538002;0;0;0;0;0
583;1;365310;0;0;0;0;0
584;1;451381;141;83;37;13;1
585;1;280134;132;154;13;6;1
586;1;471471;30;71;2;6;2
587;1;411785;7;2;6;3;1
588;1;378578;0;0;14;0;2
589;1;299826;50;3;12;0;24
590;1;457853;337;79;25;1;3
591;1;358668;0;0;0;0;0
592;1;458298;0;0;0;0;0
593;1;298890;0;0;0;0;0
594;1;431730;0;0;0;0;0
595;1;352026;0;0;0;0;0
596;1;338742;0;0;0;0;0
597;1;50635;0;0;0;0;0
598;1;365310;0;0;0;0;0
599;1;233700;0;0;0;0;0
600;1;338742;0;0;0;0;0
601;1;1108961;160;18;67;6;2
602;1;431536;135;15;28;14;2
603;1;10156;19;11;7;6;1
604;1;325329;94;14;10;10;1
605;1;398318;154;32;7;8;1
606;1;617393;162;104;45;0;2
607;1;358528;120;16;0;2;2
608;1;411682;41;45;13;21;2
609;1;604264;133;19;4;0;2
610;1;365062;214;11;6;15;2
611;1;391842;3;26;6;0;1
612;1;603720;530;101;51;18;2
613;1;458155;103;28;7;3;2
614;1;351941;74;8;0;0;3
615;1;54530;0;0;0;0;0
616;1;194072;108;25;17;0;3
617;1;1135324;306;61;18;57;16
618;1;537929;64;7;0;0;2
619;1;484650;169;25;18;1;3
620;1;464813;42;74;3;6;2
621;1;365310;0;0;0;0;0
622;1;504611;100;70;3;6;2
623;1;1102304;138;101;15;0;14
624;1;1141859;481;50;17;1;16
625;1;438365;5;0;0;0;2
626;1;371879;32;36;0;2;3
627;1;249086;147;23;0;22;2
628;1;239028;39;17;20;3;5
629;1;365065;191;43;9;0;2
630;1;385123;33;66;1;0;13
631;1;624348;0;0;0;0;0
632;1;484866;0;0;0;0;0
633;1;391878;0;0;0;0;0
634;1;498150;0;0;0;0;0
635;1;365310;0;0;0;0;0
636;1;6800;0;0;0;0;0
637;1;272322;0;0;0;0;0
638;1;391878;0;0;0;0;0
639;1;378594;0;0;0;0;0
640;1;391878;0;0;0;0;0
641;1;398329;173;0;11;6;1
642;1;6120;0;0;0;0;0
643;1;385183;41;2;6;3;1
644;1;66205;0;0;6;0;4
645;1;265579;53;32;8;3;5
646;1;570736;330;35;52;44;15
647;1;1135523;165;19;67;6;2
648;1;458076;158;38;7;18;1
649;1;170865;24;15;11;0;3
650;1;378594;0;0;0;0;0
651;1;209742;8;0;10;0;3
652;1;504676;35;70;3;6;2
653;1;338660;73;8;0;0;1
654;1;384849;260;81;30;13;3
655;1;365298;0;0;0;0;12
656;1;365081;199;22;4;2;2
657;1;186031;284;90;39;10;2
658;1;643664;457;94;36;18;5
659;1;371758;59;128;3;0;4
660;1;345358;20;0;2;2;2
661;1;1102099;328;59;18;52;16
662;1;225832;67;7;3;0;1
663;1;371772;74;90;14;0;2
664;1;511277;107;17;27;4;2
665;1;471452;41;79;2;6;2
666;1;524613;47;5;52;0;1
667;1;147767;189;30;15;8;1
668;1;438251;40;45;13;21;2
669;1;325420;24;9;1;0;4
670;1;418352;27;31;13;21;2
671;1;1108968;158;18;62;6;2
672;1;411732;39;28;2;0;3
673;1;299287;335;193;31;61;8
674;1;358623;31;11;1;0;2
675;1;371711;203;22;12;2;2
676;1;478224;0;0;0;0;0
677;1;484866;0;0;0;0;0
678;1;398520;0;0;0;0;0
679;1;385236;0;0;0;0;0
680;1;411804;0;0;0;0;0
681;1;425088;0;0;0;0;0
682;1;611064;0;0;0;0;0
683;1;597780;0;0;0;0;0
684;1;352026;0;0;0;0;0
685;1;1075501;358;56;21;52;16
686;1;405013;70;31;16;11;21
687;1;378515;18;56;2;0;3
688;1;597178;437;97;42;18;8
689;1;564122;249;115;26;45;13
690;1;345346;16;9;0;6;7
691;1;391713;30;87;9;35;4
692;1;411740;36;23;2;0;3
693;1;241397;83;8;1;0;1
694;1;358183;330;27;125;2;1
695;1;331966;52;71;10;0;1
696;1;332093;0;0;0;0;7
697;1;6449;10;0;0;0;1
698;1;511135;180;28;56;13;22
699;1;391871;5;1;0;0;1
700;1;617706;0;0;0;0;0
701;1;424941;105;17;16;4;5
702;1;484755;30;70;3;6;2
703;1;292234;11;1;0;0;2
704;1;404931;176;44;9;0;2
705;1;365096;171;2;23;16;2
706;1;1095489;301;54;18;52;16
707;1;617079;449;99;57;18;4
708;1;285512;29;49;14;0;2
709;1;498045;31;63;3;6;2
710;1;0;0;0;0;0;0
711;1;464627;261;30;17;3;2
712;1;398371;65;33;15;13;23
713;1;62320;0;0;0;0;0
714;1;471446;82;21;23;5;5
715;1;365263;22;21;1;0;3
716;1;504684;25;73;2;6;2
717;1;438225;138;7;0;0;2
718;1;351819;175;15;7;8;2
719;1;617113;434;89;51;17;2
720;1;345037;304;20;17;2;4
721;1;391535;218;108;13;0;4
722;1;365203;72;22;1;10;2
723;1;411565;61;128;44;3;3
724;1;411784;8;2;6;3;1
725;1;425020;56;2;5;0;5
726;1;312169;4;0;0;0;1
727;1;378594;0;0;0;0;0
728;1;630990;0;0;0;0;0
729;1;398520;0;0;0;0;0
730;1;411804;0;0;0;0;0
731;1;345384;0;0;0;0;0
732;1;332100;0;0;0;0;0
733;1;458298;0;0;0;0;0
734;1;371952;0;0;0;0;0
735;1;438372;0;0;0;0;0
736;1;438162;196;8;0;5;1
737;1;630291;506;83;42;59;9
738;1;623889;237;50;109;20;43
739;1;332034;34;13;2;4;13
740;1;491413;16;69;2;6;2
741;1;405111;34;10;6;0;1
742;1;285525;72;8;0;0;1
743;1;155748;37;1;8;1;5
744;1;54523;6;0;0;0;1
745;1;391810;53;8;6;0;1
746;1;996094;113;66;13;0;14
747;1;491419;73;13;1;0;2
748;1;1095329;461;54;18;52;16
749;1;371952;0;0;0;0;0
750;1;591138;0;0;0;0;0
751;1;398436;47;11;22;0;4
752;1;504679;60;20;23;5;5
753;1;371936;0;0;14;0;2
754;1;371933;9;2;5;0;3
755;1;551204;46;25;6;3;2
756;1;305501;22;6;1;0;2
757;1;484712;62;81;3;6;2
758;1;1042308;323;71;19;57;16
759;1;384869;310;32;21;2;2
760;1;491404;30;63;3;6;2
761;1;378579;7;4;1;0;3
762;1;365214;65;20;0;9;2
763;1;597218;413;88;42;17;2
764;1;411652;83;1;65;0;3
765;1;425000;67;18;1;0;2
766;1;477924;202;16;71;4;7
767;1;351893;71;11;47;0;4
768;1;524623;22;62;3;6;2
769;1;391782;81;8;6;0;1
770;1;292182;51;2;5;1;7
771;1;391745;44;54;24;6;5
772;1;418329;36;45;13;21;2
773;1;982896;61;35;20;0;4
774;1;371700;153;71;9;0;19
775;1;398520;0;0;0;0;0
776;1;391878;0;0;0;0;0
777;1;391878;0;0;0;0;0
778;1;385236;0;0;0;0;0
779;1;491508;0;0;0;0;0
780;1;332100;0;0;0;0;0
781;1;445014;0;0;0;0;0
782;1;445014;0;0;0;0;0
783;1;352026;0;0;0;0;0
784;1;491403;31;63;3;6;2
785;1;391742;56;69;10;0;1
786;1;264778;64;2;0;2;14
787;1;175248;8;15;0;2;2
788;1;391841;23;2;8;3;1
789;1;491098;317;49;14;16;14
790;1;617538;143;19;4;0;2
791;1;577594;185;25;43;4;3
792;1;365282;17;4;5;0;2
793;1;491405;29;63;3;6;2
794;1;610568;265;48;114;26;43
795;1;404729;184;105;128;15;1
796;1;498038;38;63;3;6;2
797;1;498028;40;71;3;6;2
798;1;365193;72;32;1;10;2
799;1;1102261;198;19;77;15;2
800;1;398520;0;0;0;0;0
801;1;464387;468;27;46;5;7
802;1;62313;6;0;0;0;1
803;1;424973;86;23;4;0;2
804;1;431448;178;63;9;18;14
805;1;391858;16;0;2;0;2
806;1;285271;288;22;9;15;1
807;1;590951;164;17;4;0;2
808;1;358540;88;34;4;1;1
809;1;630805;152;24;7;0;2
810;1;391726;86;22;37;3;4
811;1;305340;33;93;20;42;4
812;1;498143;5;0;0;0;2
813;1;318553;142;94;7;8;12
814;1;305420;107;3;0;0;2
