ID_interaction;Class_interactions;0;1;2;3;4;5
815;1;398502;11;4;0;0;3
816;1;291734;241;91;23;31;5
817;1;331889;77;94;10;9;21
818;1;623664;518;105;42;17;2
819;1;365284;0;0;19;0;7
820;1;345178;143;36;24;1;2
821;1;391788;83;1;0;4;2
822;1;511324;34;65;3;6;2
823;1;398420;83;9;4;2;2
824;1;444861;117;18;14;0;4
825;1;1115778;71;0;5;0;2
826;1;464940;0;0;0;0;0
827;1;345384;0;0;0;0;0
828;1;518076;0;0;0;0;0
829;1;332100;0;0;0;0;0
830;1;358668;0;0;0;0;0
831;1;405162;0;0;0;0;0
832;1;604422;0;0;0;0;0
833;1;524718;0;0;0;0;0
834;1;418340;54;37;1;1;13
835;1;345264;51;37;30;0;2
836;1;1122036;322;54;18;52;16
837;1;384823;254;142;10;5;2
838;1;351744;163;8;48;9;54
839;1;371828;97;18;3;5;1
840;1;365055;207;32;10;2;4
841;1;371952;0;0;0;0;0
842;1;345353;25;0;2;2;2
843;1;478094;41;79;2;6;2
844;1;590561;420;96;42;17;2
845;1;424828;192;48;6;13;1
846;1;398391;89;32;1;1;6
847;1;338396;304;19;17;2;4
848;1;617394;156;109;45;0;2
849;1;371777;147;17;7;2;2
850;1;425088;0;0;0;0;0
851;1;338648;80;5;7;0;2
852;1;365285;10;5;6;3;1
853;1;338519;183;17;9;13;1
854;1;365264;24;15;5;0;2
855;1;617081;453;94;57;17;4
856;1;351824;168;2;14;16;2
857;1;444915;64;17;14;2;2
858;1;371890;48;9;2;0;3
859;1;385076;136;8;1;6;9
860;1;256987;65;2;0;2;14
861;1;312137;23;11;1;0;2
862;1;155742;24;22;4;2;6
863;1;617548;133;19;4;0;2
864;1;1095489;301;54;18;52;16
865;1;208850;61;16;4;3;2
866;1;233630;61;7;1;0;1
867;1;498032;36;71;3;6;2
868;1;1095684;158;18;62;6;2
869;1;471322;212;24;13;5;6
870;1;418078;309;51;2;4;2
871;1;404701;341;38;34;41;7
872;1;610425;476;109;29;17;8
873;1;398421;52;26;8;6;7
874;1;371952;0;0;0;0;0
875;1;411804;0;0;0;0;0
876;1;151905;0;0;0;0;0
877;1;391878;0;0;0;0;0
878;1;484866;0;0;0;0;0
879;1;159695;0;0;0;0;0
880;1;511434;0;0;0;0;0
881;1;1049436;0;0;0;0;0
882;1;498047;78;17;1;5;2
883;1;424991;33;30;11;21;2
884;1;378594;0;0;0;0;0
885;1;332017;72;8;0;0;3
886;1;298715;139;30;1;3;2
887;1;378466;48;16;6;42;16
888;1;451468;109;21;2;3;53
889;1;365310;0;0;0;0;0
890;1;305401;106;15;6;3;1
891;1;371684;214;34;14;2;4
892;1;517970;32;63;3;6;2
893;1;504759;26;0;4;0;3
894;1;186960;0;0;0;0;0
895;1;332100;0;0;0;0;0
896;1;405162;0;0;0;0;0
897;1;637632;0;0;0;0;0
898;1;923238;0;0;0;0;0
899;1;285606;0;0;0;0;0
900;1;637632;0;0;0;0;0
901;1;159684;9;0;0;1;1
902;1;305500;11;6;5;6;4
903;1;345272;82;24;3;1;2
904;1;623721;452;94;58;18;5
905;1;623756;422;75;46;41;8
906;1;564337;170;15;7;39;2
907;1;491425;12;61;2;6;2
908;1;260860;26;66;2;2;9
909;1;397898;493;47;34;41;7
910;1;650193;546;108;47;18;4
911;1;338562;74;90;14;0;2
912;1;358572;65;20;0;9;2
913;1;1102324;160;18;62;6;2
914;1;404509;522;37;17;64;13
915;1;484739;42;74;3;6;2
916;1;504550;147;84;3;6;2
917;1;1095402;387;55;18;52;16
918;1;365169;48;6;13;8;66
919;1;504552;155;21;30;22;12
920;1;365077;139;27;9;53;5
921;1;318683;88;17;11;10;7
922;1;484866;0;0;0;0;0
923;1;358668;0;0;0;0;0
924;1;6120;0;0;0;0;0
925;1;257070;0;0;0;0;0
926;1;391878;0;0;0;0;0
927;1;524718;0;0;0;0;0
928;1;478224;0;0;0;0;0
929;1;358668;0;0;0;0;0
930;1;1135782;0;0;0;0;0
931;1;484738;54;5;61;2;6
932;1;371331;459;110;33;16;3
933;1;398458;48;9;2;0;3
934;1;557807;58;3;5;47;8
935;1;325374;26;10;44;0;4
936;1;338708;13;12;6;2;1
937;1;484711;63;81;3;6;2
938;1;444940;53;14;4;1;2
939;1;291734;241;91;23;31;5
940;1;332069;11;6;11;0;3
941;1;504580;190;19;1;0;2
942;1;504494;206;54;0;4;34
943;1;703910;114;6;19;1;2
944;1;385148;35;6;0;38;9
945;1;398401;41;23;43;10;2
946;1;404540;493;47;34;41;7
947;1;491408;20;70;2;6;2
948;1;378146;337;60;46;3;2
949;1;358434;201;11;15;5;2
950;1;352026;0;0;0;0;0
951;1;471197;306;44;16;18;1
952;1;1155167;386;69;18;52;16
953;1;305465;37;15;1;13;1
954;1;251972;282;40;86;15;1
955;1;484626;187;33;15;3;2
956;1;11184;18;4;7;6;1
957;1;451514;75;8;6;2;51
958;1;451511;54;80;3;6;2
959;1;425014;24;16;11;21;2
960;1;491095;193;59;98;20;43
961;1;245358;23;2;0;0;2
962;1;458161;83;21;23;5;5
963;1;378544;26;5;15;0;4
964;1;358668;0;0;0;0;0
965;1;331888;116;45;2;39;10
966;1;219160;21;1;2;0;2
967;1;311771;309;8;70;14;2
968;1;351912;27;1;12;8;66
969;1;478138;57;14;11;0;4
970;1;404819;240;40;37;11;15
971;1;444697;247;26;28;14;2
972;1;132416;3;4;5;1;1
973;1;504437;310;14;29;0;2
974;1;354315;87;21;1;2;19
975;1;365259;47;2;0;0;2
976;1;385236;0;0;0;0;0
977;1;604422;0;0;0;0;0
978;1;451656;0;0;0;0;0
979;1;358668;0;0;0;0;0
980;1;352026;0;0;0;0;0
981;1;1102572;0;0;0;0;0
982;1;411804;0;0;0;0;0
983;1;1102157;286;43;18;52;16
984;1;411717;30;47;4;0;6
985;1;411660;133;7;0;2;2
986;1;624088;100;110;9;37;4
987;1;141029;115;25;0;4;1
988;1;553584;70;38;12;11;10
989;1;538799;157;33;9;11;10
990;1;138640;207;28;19;0;3
991;1;162287;29;13;3;4;2
992;1;967445;105;3;3;3;1
993;1;213296;6;1;0;0;1
994;1;986885;82;2;0;0;1
995;1;1002336;362;62;133;1;48
996;1;315100;85;7;7;1;8
997;1;716152;101;13;14;2;1
998;1;462589;8;0;2;0;1
999;1;683933;88;67;23;11;4
1000;1;187812;0;0;0;0;0
1001;1;215484;0;0;2;0;2
1002;1;263892;29;6;6;0;1
1003;1;690570;149;31;10;3;5
1004;1;176671;7;0;0;0;2
1005;1;311239;95;20;9;0;1
1006;1;623974;291;65;14;2;2
1007;1;2439;0;0;0;0;0
1008;1;106731;14;1;5;1;3
1009;1;263841;30;16;7;0;4
1010;1;1040538;48;9;3;0;2
1011;1;429985;28;9;10;1;1
1012;1;234347;91;34;12;5;5
1013;1;389855;333;37;30;4;5
1014;1;253700;0;0;0;0;0
1015;1;1047210;0;0;0;0;0
1016;1;509427;0;0;0;0;0
1017;1;78647;0;0;0;0;0
1018;1;195286;0;0;0;0;0
1019;1;643932;145;148;7;38;4
1020;1;816834;105;21;0;5;1
1021;1;1071266;70;53;3;2;1
1022;1;87058;10;2;1;1;1
1023;1;650679;62;33;97;8;37
1024;1;1174339;66;35;4;1;1
1025;1;132050;7;4;3;1;1
1026;1;684912;313;82;17;25;10
1027;1;7548;0;0;0;0;0
1028;1;127427;56;20;6;2;1
1029;1;132169;8;2;1;4;3
1030;1;643924;195;100;49;5;1
1031;1;50009;83;0;1;0;1
1032;1;66020;10;1;0;1;1
1033;1;61390;51;24;5;4;5
1034;1;124321;49;11;6;0;2
1035;1;624325;14;2;1;2;4
1036;1;179400;15;23;6;3;5
1037;1;134365;164;40;4;3;13
1038;1;1068640;130;9;1;0;2
1039;1;576008;123;5;0;1;1
1040;1;476482;15;3;0;1;1
1041;1;251688;58;44;5;2;13
1042;1;324513;51;7;2;1;2
1043;1;658671;68;23;5;0;1
1044;1;611207;103;3;4;4;1
1045;1;4624;0;0;0;0;0
1046;1;274169;0;0;0;0;0
1047;1;46970;0;0;0;0;0
1048;1;85312;0;0;0;0;0
1049;1;553653;0;0;0;0;0
1050;1;8103;0;0;0;0;0
1051;1;509562;149;17;6;10;7
1052;1;1119760;105;40;3;2;1
1053;1;519347;114;18;6;15;7
1054;1;512157;27;0;1;4;1
1055;1;690482;44;7;22;3;2
1056;1;59963;12;3;4;0;3
1057;1;134904;28;4;1;0;1
1058;1;138735;177;116;10;14;4
1059;1;362156;122;25;49;14;12
1060;1;30445;0;0;0;0;2
1061;1;428019;178;22;21;9;8
1062;1;497418;104;11;15;7;1
1063;1;563124;197;47;16;14;11
1064;1;637535;54;28;9;3;3
0;1;367153;96;12;5;2;15
1;1;303125;29;3;3;2;8
2;1;220836;109;24;16;1;4
3;1;91153;38;14;2;12;5
4;1;221961;42;1;6;4;1
5;1;369846;35;17;6;5;1
6;1;143194;130;15;6;0;7
7;1;213019;46;2;0;0;3
8;1;204930;21;4;4;0;1
9;1;292069;31;18;2;3;2
10;1;325050;0;0;0;0;0
11;1;442737;47;35;2;7;5
12;1;258974;49;10;3;9;5
13;1;249031;57;17;9;0;2
14;1;258199;42;10;22;5;7
15;1;110505;7;3;1;0;1
16;1;325811;59;14;0;12;3
17;1;387101;44;13;5;14;3
18;1;81483;21;7;2;2;7
19;1;205021;33;10;8;1;2
20;1;642501;122;10;35;6;1
21;1;223892;72;18;13;3;7
22;1;352908;21;4;1;0;1
23;1;195610;0;0;0;0;0
24;1;218781;0;0;0;0;0
25;1;201448;0;0;0;0;0
26;1;78642;4;0;0;0;1
27;1;81219;72;11;1;6;4
28;1;292890;61;14;6;5;4
29;1;193795;145;105;19;24;11
30;1;197872;107;10;48;6;18
31;1;182699;104;64;49;6;3
32;1;5994;0;0;0;0;0
33;1;211257;93;30;26;12;2
34;1;237455;18;9;5;0;5
35;1;239033;56;21;2;7;1
36;1;352397;125;21;23;6;12
37;1;227863;15;7;3;0;12
38;1;572592;33;38;5;6;2
39;1;211399;16;3;0;0;2
40;1;4544;10;0;0;1;1
41;1;144960;10;2;3;2;4
42;1;385472;38;18;6;5;1
43;1;5165;0;0;0;0;3
44;1;105845;20;15;1;0;4
45;1;167205;3;1;0;2;4
46;1;344388;317;49;14;10;8
47;1;387953;0;0;17;0;5
48;1;481089;0;0;0;0;0
49;1;305368;0;0;0;0;0
50;1;100893;0;0;0;0;0
51;1;342582;150;7;1;4;16
52;1;159375;12;0;1;0;2
53;1;305345;68;14;3;5;7
54;1;234363;68;1;16;0;2
55;1;89525;40;10;14;3;3
56;1;114517;61;17;27;5;6
57;1;191918;0;0;0;0;1
58;1;431049;223;95;28;31;4
59;1;230489;59;22;2;7;1
60;1;109068;47;9;1;2;7
61;1;401256;55;45;22;0;2
62;1;65589;10;14;7;1;11
63;1;203147;53;1;1;0;1
64;1;245030;17;35;9;3;4
65;1;488704;0;0;0;0;0
66;1;369024;0;0;0;0;0
67;1;226310;0;0;0;0;0
68;1;328790;0;0;0;0;0
69;1;187860;12;0;6;0;2
70;1;307247;12;5;2;0;2
71;1;211388;80;10;1;1;1
72;1;157433;57;4;3;6;1
73;1;252056;63;9;6;5;3
74;1;218194;48;16;27;8;7
75;1;22766;26;13;0;0;1
76;1;19011;18;2;6;0;3
77;1;191829;60;34;17;14;4
78;1;316332;38;3;8;1;1
79;1;324267;135;87;3;4;4
80;1;121337;9;1;3;1;1
81;1;181983;74;10;4;5;15
82;1;185462;5;0;2;0;3
83;1;248829;218;19;8;35;7
84;1;312068;197;48;23;6;3
85;1;4959;0;0;1;0;4
86;1;185250;14;4;2;2;2
87;1;202146;31;5;8;2;2
88;1;290417;56;16;57;2;2
89;1;184696;7;3;3;0;7
90;1;427150;111;19;11;1;3
91;1;294536;83;17;11;16;3
92;1;233290;146;37;14;2;7
93;1;181469;86;14;8;29;2
94;1;166160;48;7;5;0;1
95;1;289147;35;4;3;0;2
96;1;114519;0;0;0;0;0
97;1;119511;0;0;0;0;0
98;1;257665;0;0;0;0;0
99;1;160979;0;0;0;0;0
100;1;305207;0;0;0;0;0
101;1;110739;24;7;1;0;1
102;1;254492;114;5;13;12;8
103;1;357310;50;1;11;0;2
104;1;204198;62;30;10;5;10
105;1;114770;56;13;13;1;3
106;1;101245;28;9;3;2;2
107;1;222756;129;59;7;0;1
108;1;138925;70;11;9;0;8
109;1;169571;36;2;4;5;2
110;1;4079;0;0;0;0;1
111;1;113818;17;7;6;1;1
112;1;354204;66;5;2;2;1
113;1;263651;107;46;3;4;12
114;1;99270;13;1;8;0;2
115;1;259391;30;31;12;8;10
116;1;520575;0;0;0;0;0
117;1;153657;0;0;0;0;0
118;1;85296;0;0;0;0;0
119;1;204315;0;0;0;0;0
120;1;97735;0;0;0;0;0
121;1;627095;0;0;0;0;0
122;1;145621;0;0;0;0;0
123;1;81143;0;0;0;0;1
124;1;151691;60;10;5;5;3
125;1;203525;180;11;10;3;3
126;1;164835;0;0;0;0;0
127;1;180684;0;0;0;0;0
128;1;319390;0;0;0;0;0
129;1;176717;0;0;0;0;0
130;1;2312;0;0;0;0;0
131;1;164738;0;0;0;0;0
132;1;152280;0;0;0;0;0
133;1;362932;1;0;0;0;1
134;1;116843;48;4;3;0;9
135;1;269280;28;22;0;4;1
136;1;244975;84;25;6;1;7
137;1;217707;34;17;2;6;4
138;1;207515;40;4;16;0;1
139;1;254878;73;13;5;4;3
140;1;366356;52;7;4;0;1
141;1;120792;39;1;2;1;1
142;1;205489;30;2;6;1;7
143;1;296968;59;9;4;2;2
144;1;127431;39;27;4;2;9
145;1;348278;226;146;7;18;15
146;1;192101;50;19;7;22;1
147;1;328130;88;2;4;1;5
148;1;190927;16;5;1;0;1
149;1;383228;101;40;16;6;3
150;1;137811;0;0;0;0;0
151;1;608945;90;22;55;16;3
152;1;241722;87;31;13;10;7
153;1;348139;104;40;1;2;6
154;1;232272;124;22;16;3;3
155;1;91220;2;0;0;0;2
156;1;210694;0;0;0;0;0
157;1;630416;0;0;0;0;0
158;1;129311;0;0;0;0;0
159;1;62520;0;0;0;0;0
160;1;351720;30;5;5;1;3
161;1;117272;12;3;0;0;1
162;1;27324;0;0;0;0;0
163;1;163554;57;4;1;1;1
164;1;378191;22;3;8;3;1
165;1;324859;117;36;14;5;19
166;1;178450;0;0;0;0;1
167;1;123603;35;5;3;0;2
168;1;255168;52;65;2;2;1
169;1;102380;12;2;1;0;1
170;1;180735;21;8;1;0;1
171;1;367095;130;32;14;8;4
172;1;99500;7;4;0;0;1
173;1;176567;78;14;11;2;8
174;1;674741;205;40;11;2;25
175;1;137152;8;9;1;1;1
176;1;200790;94;26;13;3;2
177;1;163884;38;11;6;3;2
178;1;156553;119;12;3;4;11
179;1;246378;180;62;17;3;2
180;1;205203;58;56;2;1;2
181;1;84706;1;0;0;0;1
182;1;268801;125;53;10;5;2
183;1;186053;68;15;6;1;2
184;1;296580;104;11;1;2;2
185;1;313330;62;8;5;1;2
186;1;129721;0;0;0;0;0
187;1;103066;0;0;0;0;0
188;1;110517;0;0;0;0;0
189;1;432796;0;0;0;0;0
190;1;106620;0;0;0;0;0
191;1;25840;0;0;0;0;0
192;1;217602;0;0;0;0;0
193;1;81144;0;0;0;0;0
194;1;201798;0;0;0;0;0
195;1;241693;58;14;7;5;3
196;1;168796;55;21;20;1;3
197;1;395360;150;70;9;8;3
198;1;598364;0;0;0;0;0
199;1;227900;0;0;0;0;0
200;1;117282;0;0;0;0;0
201;1;180738;13;11;0;2;2
202;1;95913;26;7;7;1;4
203;1;667721;86;5;15;1;2
204;1;526731;105;38;5;5;1
205;1;605394;0;0;0;0;0
206;1;265710;0;0;0;0;0
207;1;98532;0;0;0;0;0
208;1;332572;11;3;2;3;2
209;1;159960;13;0;1;0;4
210;1;124304;53;6;19;5;2
211;1;117845;4;0;0;0;3
212;1;152899;78;53;9;12;11
213;1;205160;120;21;15;3;3
214;1;1297174;179;51;11;1;7
215;1;99909;41;30;4;3;12
216;1;230553;181;30;2;2;1
217;1;182234;172;28;9;2;9
218;1;283166;33;0;0;0;1
219;1;301341;1;6;0;0;2
220;1;843199;0;0;0;0;0
221;1;153657;0;0;0;0;0
222;1;212520;0;0;0;0;0
223;1;208170;0;0;0;0;0
224;1;126165;0;0;0;0;0
225;1;112805;0;0;0;0;0
226;1;215100;0;0;0;0;0
227;1;157927;0;0;0;0;0
228;1;208754;0;0;0;0;0
229;1;219908;31;1;4;0;1
230;1;419526;0;0;0;0;0
231;1;104468;0;0;0;0;0
232;1;232308;0;0;0;0;0
233;1;634260;0;0;0;0;0
234;1;186128;10;6;0;0;1
235;1;627986;77;20;7;1;1
236;1;209202;23;2;2;0;1
237;1;411691;49;6;0;7;4
238;1;14938;20;1;0;0;1
239;1;324489;8;1;0;1;1
240;1;138636;37;13;0;1;1
241;1;249603;36;19;0;5;1
242;1;132881;6;1;0;5;1
243;1;137799;11;4;1;0;1
244;1;155017;6;6;10;3;1
245;1;153781;38;2;1;1;2
246;1;170652;52;16;2;4;4
247;1;177531;99;20;1;1;8
248;1;151413;16;4;6;0;1
249;1;53307;0;2;0;9;2
250;1;985300;0;0;0;0;0
251;1;245082;0;1;0;13;2
252;1;234642;171;9;6;21;1
253;1;140053;138;58;19;7;2
254;1;236506;80;14;14;4;7
255;1;1289403;181;51;11;1;7
256;1;100453;8;0;1;0;2
257;1;169668;48;32;22;9;30
258;1;178450;0;0;0;0;1
259;1;218002;96;13;6;1;2
260;1;146827;1;0;2;0;2
261;1;542858;302;56;28;40;24
262;1;433056;78;31;8;3;2
263;1;63531;0;0;0;0;0
264;1;121352;0;0;0;0;0
265;1;238328;0;0;0;0;0
266;1;535966;0;0;0;0;0
267;1;240912;0;0;0;0;0
268;1;537728;70;6;4;0;2
269;1;253576;89;32;1;2;4
270;1;190331;9;4;3;2;1
271;1;141621;46;20;4;0;2
272;1;108123;46;5;14;3;1
273;1;404595;9;3;5;3;1
274;1;548817;1;0;2;0;1
275;1;101247;49;5;2;1;4
276;1;721109;80;25;34;23;1
277;1;224185;67;18;29;7;9
278;1;269489;129;77;21;7;7
279;1;332813;197;24;14;4;8
280;1;183029;16;6;3;0;8
281;1;410769;217;97;59;8;2
282;1;217123;102;37;7;5;1
283;1;416062;131;23;2;1;13
284;1;159314;15;5;0;0;1
285;1;215757;20;4;2;0;1
286;1;79948;26;2;2;0;2
287;1;146803;23;3;0;1;2
288;1;150336;46;26;10;2;3
289;1;119550;52;20;29;5;6
290;1;97002;37;7;1;0;3
291;1;292862;68;31;10;5;4
292;1;153004;13;27;2;9;7
293;1;213087;77;11;5;9;3
294;1;250569;36;28;20;4;9
295;1;278895;25;0;40;3;1
296;1;217042;19;5;0;2;3
297;1;283932;0;0;0;0;0
298;1;154818;0;0;0;0;0
299;1;239780;0;0;0;0;0
300;1;124224;0;0;0;0;0
301;1;269284;43;1;4;2;1
302;1;352410;139;13;12;3;7
303;1;143540;23;3;1;1;2
304;1;290168;118;45;17;2;10
305;1;131348;18;6;1;2;1
306;1;175291;31;4;0;2;1
307;1;302015;108;26;11;8;4
308;1;353056;112;33;7;2;11
309;1;645005;195;66;3;3;16
310;1;330870;44;37;2;2;5
311;1;262300;0;0;0;0;0
312;1;118401;0;0;0;0;0
313;1;73315;0;0;0;0;0
314;1;202790;0;0;0;0;0
315;1;145199;0;0;0;0;0
316;1;4962;0;0;1;0;1
317;1;217145;102;18;3;5;2
318;1;212924;6;7;0;8;9
319;1;908252;75;16;7;0;2
320;1;6993;0;0;0;0;0
321;1;226290;12;4;3;0;1
322;1;286967;105;23;2;0;8
323;1;206091;67;22;4;6;3
324;1;165748;24;12;1;4;3
325;1;230515;39;7;1;16;2
326;1;97701;13;10;2;8;1
327;1;175694;60;10;38;4;6
328;1;528078;107;75;22;0;10
329;1;160338;11;5;1;2;1
330;1;269480;147;74;16;9;4
331;1;108624;51;7;4;0;10
332;1;3670;0;0;0;0;2
333;1;348047;47;3;0;0;3
334;1;293236;69;30;38;13;29
335;1;185255;11;5;1;1;1
336;1;305207;0;0;0;0;0
337;1;186145;0;0;0;0;0
338;1;296759;0;0;0;0;0
339;1;142506;0;0;0;0;0
340;1;288100;0;0;0;0;0
341;1;285870;0;0;0;0;0
342;1;336870;0;0;0;0;0
343;1;301350;0;0;0;0;0
344;1;126672;0;0;0;0;0
345;1;175861;33;20;3;1;2
346;1;6549;0;0;0;0;0
347;1;183581;12;2;3;8;4
348;1;283787;1;10;0;0;2
349;1;301410;0;0;0;0;0
350;1;219735;0;0;0;0;0
351;1;24118;7;2;12;0;1
352;1;167174;15;10;3;0;13
353;1;127062;0;0;0;0;0
354;1;143856;0;0;0;0;0
355;1;185472;0;0;0;0;0
356;1;127512;0;0;0;0;0
357;1;227900;0;0;0;0;0
358;1;231253;32;7;2;1;5
359;1;173746;36;18;15;1;10
360;1;705404;93;4;22;4;1
361;1;131914;16;1;1;1;7
362;1;642020;65;13;8;0;2
363;1;10656;0;0;0;0;0
364;1;182091;16;4;1;1;1
365;1;408413;80;4;1;0;2
366;1;654183;124;10;36;6;1
367;1;277713;33;9;14;0;1
368;1;265993;0;0;0;0;0
369;1;110561;28;28;3;12;5
370;1;263641;156;7;16;1;2
371;1;215488;0;0;0;0;0
372;1;383163;56;8;7;0;4
373;1;145113;40;2;17;2;15
374;1;79416;20;0;2;0;4
375;1;31908;20;15;4;0;13
376;1;97263;36;6;1;1;4
377;1;302019;59;3;7;1;1
378;1;288832;59;11;10;3;8
379;1;108275;48;15;9;0;3
380;1;111908;92;18;15;14;9
381;1;194687;124;21;10;2;1
382;1;201753;18;0;20;0;7
383;1;227759;69;6;20;8;38
384;1;106577;53;6;12;1;3
385;1;837376;0;5;0;0;6
386;1;74648;0;0;0;0;0
387;1;157852;0;0;0;0;0
388;1;222040;0;0;0;0;0
389;1;173525;0;0;0;0;0
390;1;530040;0;0;0;0;0
391;1;113162;16;26;0;1;1
392;1;4074;2;0;3;0;1
393;1;146538;49;12;8;1;2
394;1;110482;29;2;3;0;1
395;1;251708;28;7;1;1;3
396;1;1240512;196;30;50;7;3
397;1;4009;0;0;0;0;3
398;1;112502;42;25;6;1;2
399;1;370444;77;15;9;10;2
400;1;247660;0;0;0;0;0
401;1;153521;11;5;1;0;3
402;1;83942;29;5;0;2;1
403;1;118517;95;15;5;4;1
404;1;263737;67;7;10;0;2
405;1;168959;116;27;21;8;5
406;1;8214;0;0;0;0;0
407;1;241476;6;5;1;0;2
408;1;195905;35;8;0;0;3
409;1;209756;26;5;2;0;1
410;1;260155;104;17;5;4;3
411;1;207213;16;4;0;3;4
412;1;202160;23;5;3;2;1
413;1;359802;9;3;1;0;12
414;1;231686;0;0;0;0;0
415;1;104256;0;0;0;0;0
416;1;21351;0;0;0;0;0
417;1;150570;0;0;0;0;0
418;1;73315;0;0;0;0;0
419;1;137095;65;6;3;1;2
420;1;233053;24;7;3;0;7
421;1;175598;45;19;4;2;6
422;1;136595;15;1;8;0;1
423;1;307290;101;11;19;7;12
424;1;69211;50;23;13;5;1
425;1;513732;113;87;5;0;3
426;1;118903;7;5;1;0;1
427;1;642967;97;7;12;0;1
428;1;403493;271;23;14;4;5
429;1;225841;37;23;7;0;2
430;1;370920;11;3;3;4;3
431;1;30422;8;12;2;1;2
432;1;491363;108;15;11;9;2
433;1;122548;53;3;7;1;1
434;1;179566;40;7;0;0;1
435;1;236292;132;6;23;9;38
436;1;265135;41;9;0;1;2
437;1;220925;32;17;1;13;2
438;1;205386;0;0;0;0;1
439;1;112765;31;2;0;0;7
440;1;321221;71;113;28;1;6
441;1;120598;65;5;6;2;5
442;1;243313;41;33;32;6;7
443;1;144593;58;12;2;0;1
444;1;131923;14;4;4;0;5
445;1;264828;13;13;1;3;2
446;1;294507;78;28;28;13;12
447;1;385486;134;27;55;9;17
448;1;146145;113;4;3;0;3
449;1;179631;14;5;0;1;2
450;1;185858;0;0;0;0;0
451;1;73278;28;3;4;0;2
452;1;700638;188;45;7;10;12
453;1;183277;25;8;1;0;1
454;1;165003;41;44;6;15;20
455;1;243382;32;6;1;2;9
456;1;227938;93;16;7;2;4
457;1;100452;8;1;1;0;2
458;1;183020;32;0;11;0;2
459;1;650665;117;25;3;4;18
460;1;7881;0;0;0;0;0
461;1;216944;0;0;0;0;0
462;1;201448;0;0;0;0;0
463;1;21080;0;0;0;0;0
464;1;4284;0;0;0;0;0
465;1;24612;0;0;0;0;0
466;1;144657;4;0;2;0;3
467;1;17951;34;16;10;0;9
468;1;525931;36;3;10;6;4
469;1;120517;19;7;2;0;1
470;1;141245;145;16;30;7;19
471;1;246248;26;4;3;0;7
472;1;168076;23;7;56;2;1
473;1;326753;306;72;33;13;3
474;1;170237;90;6;25;6;6
475;1;367095;136;19;9;5;11
476;1;294803;176;11;0;7;3
477;1;6771;0;0;0;0;0
478;1;253556;114;6;18;3;7
479;1;97722;7;5;0;0;1
480;1;288197;60;10;13;12;8
481;1;144883;5;9;1;1;1
482;1;268920;36;20;16;12;6
483;1;286569;88;6;6;4;3
484;1;633609;48;19;3;3;14
485;1;250666;0;0;0;0;0
486;1;17680;0;0;0;0;0
487;1;6216;0;0;0;0;0
488;1;8103;0;0;0;0;0
489;1;403988;0;0;0;0;0
490;1;180198;0;0;0;0;0
491;1;298717;0;0;0;0;0
492;1;162338;0;0;0;0;0
493;1;309600;0;0;0;0;0
494;1;321054;0;0;0;0;0
495;1;210694;0;0;0;0;0
496;1;206181;1;6;0;0;5
497;1;303074;60;18;6;2;10
498;1;230343;75;13;7;4;9
499;1;197549;15;1;0;0;9
500;1;262005;66;49;7;8;5
501;1;120968;18;6;14;0;3
502;1;115880;14;10;8;7;1
503;1;366416;88;15;6;1;2
504;1;224101;5;0;3;0;3
505;1;170810;27;50;2;30;4
506;1;194693;37;0;18;0;2
507;1;97258;41;1;5;0;4
508;1;113151;31;22;1;0;1
509;1;57653;6;0;0;0;1
510;1;167832;0;0;0;0;0
511;1;119650;8;2;1;0;1
512;1;257087;43;17;1;3;1
513;1;220953;17;2;15;0;3
514;1;559233;110;11;10;2;2
515;1;209242;22;1;4;0;3
516;1;223125;33;10;3;1;1
517;1;84675;22;5;1;3;2
518;1;180295;179;21;7;2;9
519;1;207512;18;0;45;0;1
520;1;149654;61;3;4;0;1
521;1;340548;290;41;17;8;8
522;1;207453;109;10;0;1;3
523;1;139606;113;21;6;3;3
524;1;313788;81;9;16;3;3
525;1;5106;0;0;0;0;0
526;1;144558;79;16;5;6;2
527;1;196869;0;2;1;2;4
528;1;396192;22;4;0;0;1
529;1;174688;32;7;2;1;1
530;1;179805;13;15;0;0;2
531;1;226780;10;4;1;0;1
532;1;5158;4;0;4;1;1
533;1;385482;32;15;6;4;1
534;1;147663;0;1;0;0;4
535;1;292110;33;12;2;2;1
536;1;196819;39;14;1;4;1
537;1;290300;32;5;7;7;9
538;1;566346;85;19;2;1;3
539;1;662337;97;7;12;0;1
540;1;141431;34;34;11;7;2
541;1;268901;0;49;0;36;10
542;1;303173;213;42;21;9;4
543;1;16317;0;0;0;0;0
544;1;184674;32;8;0;3;13
545;1;241039;27;9;2;0;3
546;1;1276905;436;80;32;34;21
547;1;666335;197;64;44;49;11
548;1;79887;71;11;1;6;4
549;1;198653;0;0;0;0;0
550;1;134354;0;0;0;0;0
551;1;28047;7;2;0;0;3
552;1;131879;65;18;1;10;3
553;1;249038;45;14;0;4;15
554;1;232218;56;13;8;11;2
555;1;322920;66;19;12;1;2
556;1;422580;44;4;7;0;1
557;1;156006;15;0;0;0;3
558;1;247197;75;21;0;2;1
559;1;319094;34;8;0;0;4
560;1;220386;61;18;12;1;5
561;1;320622;84;14;2;1;3
562;1;131898;31;6;5;1;8
563;1;108327;54;12;3;0;1
564;1;307131;122;4;7;3;1
565;1;277511;26;3;2;0;8
