ID_interaction;Class_interactions;0;1
597;1;50635;0
598;1;365310;0
599;1;233700;0
600;1;338742;0
601;1;1109139;75
602;1;431686;44
603;1;10186;14
604;1;325437;21
605;1;398504;16
606;1;617659;47
607;1;358664;4
608;1;411768;36
609;1;604416;6
610;1;365287;23
611;1;391871;7
612;1;604351;71
613;1;458286;12
614;1;352023;3
615;1;54530;0
616;1;194205;20
617;1;1135691;91
618;1;538000;2
619;1;484844;22
620;1;464929;11
621;1;365310;0
622;1;504781;11
623;1;1102543;29
624;1;1142390;34
625;1;438370;2
626;1;371947;5
627;1;249256;24
628;1;239084;28
629;1;365299;11
630;1;385222;14
631;1;624348;0
632;1;484866;0
633;1;391878;0
634;1;498150;0
635;1;365310;0
636;1;6800;0
637;1;272322;0
638;1;391878;0
639;1;378594;0
640;1;391878;0
641;1;398502;18
642;1;6120;0
643;1;385226;10
644;1;66205;10
645;1;265664;16
646;1;571101;111
647;1;1135707;75
648;1;458272;26
649;1;170904;14
650;1;378594;0
651;1;209750;13
652;1;504781;11
653;1;338741;1
654;1;385190;46
655;1;365298;12
656;1;365302;8
657;1;186405;51
658;1;644215;59
659;1;371945;7
660;1;345378;6
661;1;1102486;86
662;1;225906;4
663;1;371936;16
664;1;511401;33
665;1;471572;10
666;1;524665;53
667;1;147986;24
668;1;438336;36
669;1;325453;5
670;1;418410;36
671;1;1109144;70
672;1;411799;5
673;1;299815;100
674;1;358665;3
675;1;371936;16
676;1;478224;0
677;1;484866;0
678;1;398520;0
679;1;385236;0
680;1;411804;0
681;1;425088;0
682;1;611064;0
683;1;597780;0
684;1;352026;0
685;1;1075915;89
686;1;405114;48
687;1;378589;5
688;1;597712;68
689;1;564486;84
690;1;345371;13
691;1;391830;48
692;1;411799;5
693;1;241488;2
694;1;358540;128
695;1;332089;11
696;1;332093;7
697;1;6459;1
698;1;511343;91
699;1;391877;1
700;1;617706;0
701;1;425063;25
702;1;484855;11
703;1;292246;2
704;1;405151;11
705;1;365269;41
706;1;1095844;86
707;1;617627;79
708;1;285590;16
709;1;498139;11
710;1;0;0
711;1;464918;22
712;1;398469;51
713;1;62320;0
714;1;471549;33
715;1;365306;4
716;1;504782;10
717;1;438370;2
718;1;352009;17
719;1;617636;70
720;1;345361;23
721;1;391861;17
722;1;365297;13
723;1;411754;50
724;1;411794;10
725;1;425078;10
726;1;312173;1
727;1;378594;0
728;1;630990;0
729;1;398520;0
730;1;411804;0
731;1;345384;0
732;1;332100;0
733;1;458298;0
734;1;371952;0
735;1;438372;0
736;1;438366;6
737;1;630880;110
738;1;624176;172
739;1;332081;19
740;1;491498;10
741;1;405155;7
742;1;285605;1
743;1;155786;14
744;1;54529;1
745;1;391871;7
746;1;996273;27
747;1;491505;3
748;1;1095844;86
749;1;371952;0
750;1;591138;0
751;1;398494;26
752;1;504759;33
753;1;371936;16
754;1;371944;8
755;1;551275;11
756;1;305529;3
757;1;484855;11
758;1;1042702;92
759;1;385211;25
760;1;491497;11
761;1;378590;4
762;1;365299;11
763;1;597719;61
764;1;411736;68
765;1;425085;3
766;1;478142;82
767;1;351975;51
768;1;524707;11
769;1;391871;7
770;1;292235;13
771;1;391843;35
772;1;418410;36
773;1;982992;24
774;1;371924;28
775;1;398520;0
776;1;391878;0
777;1;391878;0
778;1;385236;0
779;1;491508;0
780;1;332100;0
781;1;445014;0
782;1;445014;0
783;1;352026;0
784;1;491497;11
785;1;391867;11
786;1;264844;16
787;1;175271;4
788;1;391866;12
789;1;491464;44
790;1;617700;6
791;1;577804;50
792;1;365303;7
793;1;491497;11
794;1;610881;183
795;1;405018;144
796;1;498139;11
797;1;498139;11
798;1;365297;13
799;1;1102478;94
800;1;398520;0
801;1;464882;58
802;1;62319;1
803;1;425082;6
804;1;431689;41
805;1;391874;4
806;1;285581;25
807;1;591132;6
808;1;358662;6
809;1;630981;9
810;1;391834;44
811;1;305466;66
812;1;498148;2
813;1;318789;27
814;1;305530;2
815;1;398517;3
816;1;292066;59
817;1;332060;40
818;1;624287;61
819;1;365284;26
820;1;345357;27
821;1;391872;6
822;1;511423;11
823;1;398512;8
824;1;444996;18
825;1;1115849;7
826;1;464940;0
827;1;345384;0
828;1;518076;0
829;1;332100;0
830;1;358668;0
831;1;405162;0
832;1;604422;0
833;1;524718;0
834;1;418431;15
835;1;345352;32
836;1;1122412;86
837;1;385219;17
838;1;351915;111
839;1;371943;9
840;1;365294;16
841;1;371952;0
842;1;345378;6
843;1;478214;10
844;1;591077;61
845;1;425068;20
846;1;398512;8
847;1;338719;23
848;1;617659;47
849;1;371941;11
850;1;425088;0
851;1;338733;9
852;1;365300;10
853;1;338719;23
854;1;365303;7
855;1;617628;78
856;1;351994;32
857;1;444996;18
858;1;371947;5
859;1;385220;16
860;1;257054;16
861;1;312171;3
862;1;155788;12
863;1;617700;6
864;1;1095844;86
865;1;208927;9
866;1;233698;2
867;1;498139;11
868;1;1095860;70
869;1;471558;24
870;1;418438;8
871;1;405080;82
872;1;611010;54
873;1;398499;21
874;1;371952;0
875;1;411804;0
876;1;151905;0
877;1;391878;0
878;1;484866;0
879;1;159695;0
880;1;511434;0
881;1;1049436;0
882;1;498142;8
883;1;425054;34
884;1;378594;0
885;1;332097;3
886;1;298884;6
887;1;378530;64
888;1;451598;58
889;1;365310;0
890;1;305522;10
891;1;371932;20
892;1;518065;11
893;1;504785;7
894;1;186960;0
895;1;332100;0
896;1;405162;0
897;1;637632;0
898;1;923238;0
899;1;285606;0
900;1;637632;0
901;1;159693;2
902;1;305517;15
903;1;345378;6
904;1;624267;81
905;1;624253;95
906;1;564522;48
907;1;491498;10
908;1;260952;13
909;1;398438;82
910;1;650847;69
911;1;338726;16
912;1;358657;11
913;1;1102502;70
914;1;405068;94
915;1;484855;11
916;1;504781;11
917;1;1095844;86
918;1;365223;87
919;1;504728;64
920;1;365243;67
921;1;318788;28
922;1;484866;0
923;1;358668;0
924;1;6120;0
925;1;257070;0
926;1;391878;0
927;1;524718;0
928;1;478224;0
929;1;358668;0
930;1;1135782;0
931;1;484797;69
932;1;371900;52
933;1;398515;5
934;1;557868;60
935;1;325410;48
936;1;338733;9
937;1;484855;11
938;1;445007;7
939;1;292066;59
940;1;332086;14
941;1;504789;3
942;1;504754;38
943;1;704030;22
944;1;385189;47
945;1;398465;55
946;1;405080;82
947;1;491498;10
948;1;378543;51
949;1;358646;22
950;1;352026;0
951;1;471547;35
952;1;1155622;86
953;1;305517;15
954;1;252294;102
955;1;484846;20
956;1;11206;14
957;1;451597;59
958;1;451645;11
959;1;425054;34
960;1;491347;161
961;1;245383;2
962;1;458265;33
963;1;378575;19
964;1;358668;0
965;1;332049;51
966;1;219182;4
967;1;312088;86
968;1;351940;86
969;1;478209;15
970;1;405099;63
971;1;444970;44
972;1;132423;7
973;1;504761;31
974;1;354423;22
975;1;365308;2
976;1;385236;0
977;1;604422;0
978;1;451656;0
979;1;358668;0
980;1;352026;0
981;1;1102572;0
982;1;411804;0
983;1;1102486;86
984;1;411794;10
985;1;411800;4
986;1;624298;50
987;1;141169;5
988;1;553692;33
989;1;538989;30
990;1;138875;22
991;1;162329;9
992;1;967553;7
993;1;213303;1
994;1;986969;1
995;1;1002760;182
996;1;315192;16
997;1;716266;17
998;1;462597;3
999;1;684088;38
1000;1;187812;0
1001;1;215484;4
1002;1;263927;7
1003;1;690750;18
1004;1;176678;2
1005;1;311354;10
1006;1;624330;18
1007;1;2439;0
1008;1;106746;9
1009;1;263887;11
1010;1;1040595;5
1011;1;430022;12
1012;1;234472;22
1013;1;390225;39
1014;1;253700;0
1015;1;1047210;0
1016;1;509427;0
1017;1;78647;0
1018;1;195286;0
1019;1;644225;49
1020;1;816960;6
1021;1;1071389;6
1022;1;87070;3
1023;1;650774;142
1024;1;1174440;6
1025;1;132061;5
1026;1;685307;52
1027;1;7548;0
1028;1;127503;9
1029;1;132179;8
1030;1;644219;55
1031;1;50092;2
1032;1;66031;2
1033;1;61465;14
1034;1;124381;8
1035;1;624341;7
1036;1;179438;14
1037;1;134569;20
1038;1;1068779;3
1039;1;576136;2
1040;1;476500;2
1041;1;251790;20
1042;1;324571;5
1043;1;658762;6
1044;1;611313;9
1045;1;4624;0
1046;1;274169;0
1047;1;46970;0
1048;1;85312;0
1049;1;553653;0
1050;1;8103;0
1051;1;509728;23
1052;1;1119905;6
1053;1;519479;28
1054;1;512184;6
1055;1;690533;27
1056;1;59978;7
1057;1;134936;2
1058;1;139028;28
1059;1;362303;75
1060;1;30445;2
1061;1;428219;38
1062;1;497533;23
1063;1;563368;41
1064;1;637617;15
0;1;367261;22
1;1;303157;13
2;1;220969;21
3;1;91205;19
4;1;222004;11
5;1;369898;12
6;1;143339;13
7;1;213067;3
8;1;204955;5
9;1;292118;7
10;1;325050;0
11;1;442819;14
12;1;259033;17
13;1;249105;11
14;1;258251;34
15;1;110515;2
16;1;325884;15
17;1;387158;22
18;1;81511;11
19;1;205064;11
20;1;642633;42
21;1;223982;23
22;1;352933;2
23;1;195610;0
24;1;218781;0
25;1;201448;0
26;1;78646;1
27;1;81302;11
28;1;292965;15
29;1;194045;54
30;1;197989;72
31;1;182867;58
32;1;5994;0
33;1;211380;40
34;1;237482;10
35;1;239110;10
36;1;352543;41
37;1;227885;15
38;1;572663;13
39;1;211418;2
40;1;4554;2
41;1;144972;9
42;1;385528;12
43;1;5165;3
44;1;105880;5
45;1;167209;6
46;1;344754;32
47;1;387953;22
48;1;481089;0
49;1;305368;0
50;1;100893;0
51;1;342739;21
52;1;159387;3
53;1;305427;15
54;1;234432;18
55;1;89575;20
56;1;114595;38
57;1;191918;1
58;1;431367;63
59;1;230570;10
60;1;109124;10
61;1;401356;24
62;1;65613;19
63;1;203201;2
64;1;245082;16
65;1;488704;0
66;1;369024;0
67;1;226310;0
68;1;328790;0
69;1;187872;8
70;1;307264;4
71;1;211478;3
72;1;157494;10
73;1;252128;14
74;1;218258;42
75;1;22805;1
76;1;19031;9
77;1;191923;35
78;1;316373;10
79;1;324489;11
80;1;121347;5
81;1;182067;24
82;1;185467;5
83;1;249066;50
84;1;312313;32
85;1;4959;5
86;1;185268;6
87;1;202182;12
88;1;290489;61
89;1;184706;10
90;1;427280;15
91;1;294636;30
92;1;233473;23
93;1;181569;39
94;1;166215;6
95;1;289186;5
96;1;114519;0
97;1;119511;0
98;1;257665;0
99;1;160979;0
100;1;305207;0
101;1;110770;2
102;1;254611;33
103;1;357361;13
104;1;204290;25
105;1;114839;17
106;1;101282;7
107;1;222944;8
108;1;139006;17
109;1;169609;11
110;1;4079;1
111;1;113842;8
112;1;354275;5
113;1;263804;19
114;1;99284;10
115;1;259452;30
116;1;520575;0
117;1;153657;0
118;1;85296;0
119;1;204315;0
120;1;97735;0
121;1;627095;0
122;1;145621;0
123;1;81143;1
124;1;151761;13
125;1;203716;16
126;1;164835;0
127;1;180684;0
128;1;319390;0
129;1;176717;0
130;1;2312;0
131;1;164738;0
132;1;152280;0
133;1;362933;1
134;1;116895;12
135;1;269330;5
136;1;245084;14
137;1;217758;12
138;1;207559;17
139;1;254964;12
140;1;366415;5
141;1;120832;4
142;1;205521;14
143;1;297036;8
144;1;127497;15
145;1;348650;40
146;1;192170;30
147;1;328220;10
148;1;190948;2
149;1;383369;25
150;1;137811;0
151;1;609057;74
152;1;241840;30
153;1;348283;9
154;1;232418;22
155;1;91222;2
156;1;210694;0
157;1;630416;0
158;1;129311;0
159;1;62520;0
160;1;351755;9
161;1;117287;1
162;1;27324;0
163;1;163615;3
164;1;378216;12
165;1;325012;38
166;1;178450;1
167;1;123643;5
168;1;255285;5
169;1;102394;2
170;1;180764;2
171;1;367257;26
172;1;99511;1
173;1;176659;21
174;1;674986;38
175;1;137169;3
176;1;200910;18
177;1;163933;11
178;1;156684;18
179;1;246620;22
180;1;205317;5
181;1;84707;1
182;1;268979;17
183;1;186136;9
184;1;296695;5
185;1;313400;8
186;1;129721;0
187;1;103066;0
188;1;110517;0
189;1;432796;0
190;1;106620;0
191;1;25840;0
192;1;217602;0
193;1;81144;0
194;1;201798;0
195;1;241765;15
196;1;168872;24
197;1;395580;20
198;1;598364;0
199;1;227900;0
200;1;117282;0
201;1;180762;4
202;1;95946;12
203;1;667812;18
204;1;526874;11
205;1;605394;0
206;1;265710;0
207;1;98532;0
208;1;332586;7
209;1;159973;5
210;1;124363;26
211;1;117849;3
212;1;153030;32
213;1;205301;21
214;1;1297404;19
215;1;99980;19
216;1;230764;5
217;1;182434;20
218;1;283199;1
219;1;301348;2
220;1;843199;0
221;1;153657;0
222;1;212520;0
223;1;208170;0
224;1;126165;0
225;1;112805;0
226;1;215100;0
227;1;157927;0
228;1;208754;0
229;1;219940;5
230;1;419526;0
231;1;104468;0
232;1;232308;0
233;1;634260;0
234;1;186144;1
235;1;628083;9
236;1;209227;3
237;1;411746;11
238;1;14959;1
239;1;324498;2
240;1;138686;2
241;1;249658;6
242;1;132888;6
243;1;137814;2
244;1;155029;14
245;1;153821;4
246;1;170720;10
247;1;177650;10
248;1;151433;7
249;1;53309;11
250;1;985300;0
251;1;245083;15
252;1;234822;28
253;1;140249;28
254;1;236600;25
255;1;1289635;19
256;1;100461;3
257;1;169748;61
258;1;178450;1
259;1;218111;9
260;1;146828;4
261;1;543216;92
262;1;433165;13
263;1;63531;0
264;1;121352;0
265;1;238328;0
266;1;535966;0
267;1;240912;0
268;1;537804;6
269;1;253697;7
270;1;190344;6
271;1;141687;6
272;1;108174;18
273;1;404607;9
274;1;548818;3
275;1;101301;7
276;1;721214;58
277;1;224270;45
278;1;269695;35
279;1;333034;26
280;1;183051;11
281;1;411083;69
282;1;217262;13
283;1;416216;16
284;1;159334;1
285;1;215781;3
286;1;79976;4
287;1;146829;3
288;1;150408;15
289;1;119622;40
290;1;97046;4
291;1;292961;19
292;1;153044;18
293;1;213175;17
294;1;250633;33
295;1;278920;44
296;1;217066;5
297;1;283932;0
298;1;154818;0
299;1;239780;0
300;1;124224;0
301;1;269328;7
302;1;352562;22
303;1;143566;4
304;1;290331;29
305;1;131372;4
306;1;175326;3
307;1;302149;23
308;1;353201;20
309;1;645266;22
310;1;330951;9
311;1;262300;0
312;1;118401;0
313;1;73315;0
314;1;202790;0
315;1;145199;0
316;1;4962;2
317;1;217265;10
318;1;212937;17
319;1;908343;9
320;1;6993;0
321;1;226306;4
322;1;287095;10
323;1;206180;13
324;1;165784;8
325;1;230561;19
326;1;97724;11
327;1;175764;48
328;1;528260;32
329;1;160354;4
330;1;269701;29
331;1;108682;14
332;1;3670;2
333;1;348097;3
334;1;293335;80
335;1;185271;3
336;1;305207;0
337;1;186145;0
338;1;296759;0
339;1;142506;0
340;1;288100;0
341;1;285870;0
342;1;336870;0
343;1;301350;0
344;1;126672;0
345;1;175914;6
346;1;6549;0
347;1;183595;15
348;1;283798;2
349;1;301410;0
350;1;219735;0
351;1;24127;13
352;1;167199;16
353;1;127062;0
354;1;143856;0
355;1;185472;0
356;1;127512;0
357;1;227900;0
358;1;231292;8
359;1;173800;26
360;1;705501;27
361;1;131931;9
362;1;642098;10
363;1;10656;0
364;1;182111;3
365;1;408497;3
366;1;654317;43
367;1;277755;15
368;1;265993;0
369;1;110617;20
370;1;263804;19
371;1;215488;0
372;1;383227;11
373;1;145155;34
374;1;79436;6
375;1;31943;17
376;1;97305;6
377;1;302081;9
378;1;288902;21
379;1;108338;12
380;1;112018;38
381;1;194832;13
382;1;201771;27
383;1;227834;66
384;1;106636;16
385;1;837381;6
386;1;74648;0
387;1;157852;0
388;1;222040;0
389;1;173525;0
390;1;530040;0
391;1;113204;2
392;1;4076;4
393;1;146599;11
394;1;110513;4
395;1;251743;5
396;1;1240738;60
397;1;4009;3
398;1;112569;9
399;1;370536;21
400;1;247660;0
401;1;153537;4
402;1;83976;3
403;1;118627;10
404;1;263811;12
405;1;169102;34
406;1;8214;0
407;1;241487;3
408;1;195948;3
409;1;209787;3
410;1;260276;12
411;1;207233;7
412;1;202188;6
413;1;359814;13
414;1;231686;0
415;1;104256;0
416;1;21351;0
417;1;150570;0
418;1;73315;0
419;1;137166;6
420;1;233084;10
421;1;175662;12
422;1;136611;9
423;1;307402;38
424;1;69284;19
425;1;513932;8
426;1;118915;2
427;1;643071;13
428;1;403787;23
429;1;225901;9
430;1;370934;10
431;1;30442;5
432;1;491486;22
433;1;122604;9
434;1;179613;1
435;1;236430;70
436;1;265185;3
437;1;220974;16
438;1;205386;1
439;1;112798;7
440;1;321405;35
441;1;120668;13
442;1;243387;45
443;1;144663;3
444;1;131941;9
445;1;264854;6
446;1;294613;53
447;1;385647;81
448;1;146262;6
449;1;179650;3
450;1;185858;0
451;1;73309;6
452;1;700871;29
453;1;183310;2
454;1;165088;41
455;1;243420;12
456;1;228047;13
457;1;100461;3
458;1;183052;13
459;1;650807;25
460;1;7881;0
461;1;216944;0
462;1;201448;0
463;1;21080;0
464;1;4284;0
465;1;24612;0
