ID_interaction;Class_interactions;0;1;2
690;1;345362;9;13
691;1;391743;96;39
692;1;411776;25;3
693;1;241480;9;1
694;1;358513;152;3
695;1;332018;81;1
696;1;332093;0;7
697;1;6459;0;1
698;1;511315;84;35
699;1;391876;1;1
700;1;617706;0;0
701;1;425046;33;9
702;1;484785;73;8
703;1;292245;1;2
704;1;405107;53;2
705;1;365267;25;18
706;1;1095790;72;68
707;1;617528;156;22
708;1;285541;63;2
709;1;498076;66;8
710;1;0;0;0
711;1;464888;47;5
712;1;398436;48;36
713;1;62320;0;0
714;1;471528;44;10
715;1;365285;22;3
716;1;504709;75;8
717;1;438363;7;2
718;1;351994;22;10
719;1;617547;140;19
720;1;345341;37;6
721;1;391753;121;4
722;1;365275;23;12
723;1;411626;172;6
724;1;411792;8;4
725;1;425076;7;5
726;1;312173;0;1
727;1;378594;0;0
728;1;630990;0;0
729;1;398520;0;0
730;1;411804;0;0
731;1;345384;0;0
732;1;332100;0;0
733;1;458298;0;0
734;1;371952;0;0
735;1;438372;0;0
736;1;438358;8;6
737;1;630797;125;68
738;1;624126;159;63
739;1;332068;15;17
740;1;491429;71;8
741;1;405145;16;1
742;1;285597;8;1
743;1;155785;9;6
744;1;54529;0;1
745;1;391863;14;1
746;1;996207;79;14
747;1;491492;14;2
748;1;1095790;72;68
749;1;371952;0;0
750;1;591138;0;0
751;1;398483;33;4
752;1;504739;43;10
753;1;371936;14;2
754;1;371942;7;3
755;1;551250;31;5
756;1;305523;7;2
757;1;484774;84;8
758;1;1042631;90;73
759;1;385179;53;4
760;1;491434;66;8
761;1;378586;5;3
762;1;365279;20;11
763;1;597631;130;19
764;1;411735;66;3
765;1;425067;19;2
766;1;478126;87;11
767;1;351964;58;4
768;1;524645;65;8
769;1;391863;14;1
770;1;292233;7;8
771;1;391789;78;11
772;1;418365;58;23
773;1;982957;55;4
774;1;371853;80;19
775;1;398520;0;0
776;1;391878;0;0
777;1;391878;0;0
778;1;385236;0;0
779;1;491508;0;0
780;1;332100;0;0
781;1;445014;0;0
782;1;445014;0;0
783;1;352026;0;0
784;1;491434;66;8
785;1;391798;79;1
786;1;264842;2;16
787;1;175256;15;4
788;1;391864;10;4
789;1;491415;63;30
790;1;617681;23;2
791;1;577779;68;7
792;1;365299;9;2
793;1;491434;66;8
794;1;610833;162;69
795;1;404913;233;16
796;1;498076;66;8
797;1;498068;74;8
798;1;365265;33;12
799;1;1102459;96;17
800;1;398520;0;0
801;1;464855;73;12
802;1;62319;0;1
803;1;425059;27;2
804;1;431626;72;32
805;1;391874;2;2
806;1;285559;31;16
807;1;591115;21;2
808;1;358628;38;2
809;1;630957;31;2
810;1;391812;59;7
811;1;305373;113;46
812;1;498148;0;2
813;1;318695;101;20
814;1;305527;3;2
815;1;398513;4;3
816;1;291975;114;36
817;1;331966;104;30
818;1;624182;147;19
819;1;365284;19;7
820;1;345321;60;3
821;1;391871;1;6
822;1;511358;68;8
823;1;398503;13;4
824;1;444978;32;4
825;1;1115849;5;2
826;1;464940;0;0
827;1;345384;0;0
828;1;518076;0;0
829;1;332100;0;0
830;1;358668;0;0
831;1;405162;0;0
832;1;604422;0;0
833;1;524718;0;0
834;1;418394;38;14
835;1;345315;67;2
836;1;1122358;72;68
837;1;385077;152;7
838;1;351907;56;63
839;1;371925;21;6
840;1;365262;42;6
841;1;371952;0;0
842;1;345378;2;4
843;1;478135;81;8
844;1;590981;138;19
845;1;425020;54;14
846;1;398480;33;7
847;1;338700;36;6
848;1;617550;154;2
849;1;371924;24;4
850;1;425088;0;0
851;1;338728;12;2
852;1;365295;11;4
853;1;338702;26;14
854;1;365288;20;2
855;1;617534;151;21
856;1;351992;16;18
857;1;444979;31;4
858;1;371938;11;3
859;1;385212;9;15
860;1;257052;2;16
861;1;312160;12;2
862;1;155766;26;8
863;1;617681;23;2
864;1;1095790;72;68
865;1;208911;20;5
866;1;233691;8;1
867;1;498068;74;8
868;1;1095842;80;8
869;1;471534;37;11
870;1;418387;53;6
871;1;405042;72;48
872;1;610901;138;25
873;1;398473;34;13
874;1;371952;0;0
875;1;411804;0;0
876;1;151905;0;0
877;1;391878;0;0
878;1;484866;0;0
879;1;159695;0;0
880;1;511434;0;0
881;1;1049436;0;0
882;1;498125;18;7
883;1;425024;41;23
884;1;378594;0;0
885;1;332089;8;3
886;1;298854;31;5
887;1;378514;22;58
888;1;451577;23;56
889;1;365310;0;0
890;1;305507;21;4
891;1;371898;48;6
892;1;518002;66;8
893;1;504785;4;3
894;1;186960;0;0
895;1;332100;0;0
896;1;405162;0;0
897;1;637632;0;0
898;1;923238;0;0
899;1;285606;0;0
900;1;637632;0;0
901;1;159693;0;2
902;1;305511;11;10
903;1;345354;27;3
904;1;624173;152;23
905;1;624178;121;49
906;1;564507;22;41
907;1;491437;63;8
908;1;260886;68;11
909;1;398391;81;48
910;1;650739;155;22
911;1;338636;104;2
912;1;358637;20;11
913;1;1102484;80;8
914;1;405031;54;77
915;1;484781;77;8
916;1;504697;87;8
917;1;1095789;73;68
918;1;365217;19;74
919;1;504707;51;34
920;1;365216;36;58
921;1;318771;28;17
922;1;484866;0;0
923;1;358668;0;0
924;1;6120;0;0
925;1;257070;0;0
926;1;391878;0;0
927;1;524718;0;0
928;1;478224;0;0
929;1;358668;0;0
930;1;1135782;0;0
931;1;484792;66;8
932;1;371790;143;19
933;1;398506;11;3
934;1;557865;8;55
935;1;325400;54;4
936;1;338721;18;3
937;1;484774;84;8
938;1;444993;18;3
939;1;291975;114;36
940;1;332080;17;3
941;1;504770;20;2
942;1;504700;54;38
943;1;704024;25;3
944;1;385183;6;47
945;1;398442;66;12
946;1;405033;81;48
947;1;491428;72;8
948;1;378483;106;5
949;1;358635;26;7
950;1;352026;0;0
951;1;471503;60;19
952;1;1155553;87;68
953;1;305502;16;14
954;1;252254;126;16
955;1;484813;48;5
956;1;11202;11;7
957;1;451589;14;53
958;1;451565;83;8
959;1;425038;27;23
960;1;491288;157;63
961;1;245381;2;2
962;1;458244;44;10
963;1;378570;20;4
964;1;358668;0;0
965;1;332004;47;49
966;1;219181;3;2
967;1;312080;78;16
968;1;351939;13;74
969;1;478195;25;4
970;1;405059;77;26
971;1;444944;54;16
972;1;132419;9;2
973;1;504747;43;2
974;1;354402;22;21
975;1;365306;2;2
976;1;385236;0;0
977;1;604422;0;0
978;1;451656;0;0
979;1;358668;0;0
980;1;352026;0;0
981;1;1102572;0;0
982;1;411804;0;0
983;1;1102443;61;68
984;1;411747;51;6
985;1;411793;7;4
986;1;624188;119;41
987;1;141144;25;5
988;1;553654;50;21
989;1;538956;42;21
990;1;138847;47;3
991;1;162316;16;6
992;1;967550;6;4
993;1;213302;1;1
994;1;986967;2;1
995;1;1002698;195;49
996;1;315185;14;9
997;1;716253;27;3
998;1;462597;2;1
999;1;684021;90;15
1000;1;187812;0;0
1001;1;215484;2;2
1002;1;263921;12;1
1003;1;690719;41;8
1004;1;176678;0;2
1005;1;311334;29;1
1006;1;624265;79;4
1007;1;2439;0;0
1008;1;106745;6;4
1009;1;263871;23;4
1010;1;1040586;12;2
1011;1;430013;19;2
1012;1;234438;46;10
1013;1;390188;67;9
1014;1;253700;0;0
1015;1;1047210;0;0
1016;1;509427;0;0
1017;1;78647;0;0
1018;1;195286;0;0
1019;1;644077;155;42
1020;1;816939;21;6
1021;1;1071336;56;3
1022;1;87068;3;2
1023;1;650741;130;45
1024;1;1174405;39;2
1025;1;132057;7;2
1026;1;685225;99;35
1027;1;7548;0;0
1028;1;127483;26;3
1029;1;132177;3;7
1030;1;644119;149;6
1031;1;50092;1;1
1032;1;66030;1;2
1033;1;61441;29;9
1034;1;124370;17;2
1035;1;624339;3;6
1036;1;179415;29;8
1037;1;134529;44;16
1038;1;1068770;10;2
1039;1;576131;5;2
1040;1;476497;3;2
1041;1;251746;49;15
1042;1;324564;9;3
1043;1;658739;28;1
1044;1;611310;7;5
1045;1;4624;0;0
1046;1;274169;0;0
1047;1;46970;0;0
1048;1;85312;0;0
1049;1;553653;0;0
1050;1;8103;0;0
1051;1;509711;23;17
1052;1;1119865;43;3
1053;1;519461;24;22
1054;1;512184;1;5
1055;1;690526;29;5
1056;1;59975;7;3
1057;1;134932;5;1
1058;1;138912;126;18
1059;1;362278;74;26
1060;1;30445;0;2
1061;1;428197;43;17
1062;1;497522;26;8
1063;1;563321;63;25
1064;1;637589;37;6
0;1;367249;17;17
1;1;303154;6;10
2;1;220945;40;5
3;1;91191;16;17
4;1;222003;7;5
5;1;369881;23;6
6;1;143324;21;7
7;1;213065;2;3
8;1;204951;8;1
9;1;292100;20;5
10;1;325050;0;0
11;1;442784;37;12
12;1;259023;13;14
13;1;249088;26;2
14;1;258241;32;12
15;1;110512;4;1
16;1;325870;14;15
17;1;387145;18;17
18;1;81504;9;9
19;1;205054;18;3
20;1;642623;45;7
21;1;223964;31;10
22;1;352929;5;1
23;1;195610;0;0
24;1;218781;0;0
25;1;201448;0;0
26;1;78646;0;1
27;1;81291;12;10
28;1;292951;20;9
29;1;193940;124;35
30;1;197979;58;24
31;1;182803;113;9
32;1;5994;0;0
33;1;211350;56;14
34;1;237473;14;5
35;1;239089;23;8
36;1;352522;44;18
37;1;227878;10;12
38;1;572625;43;8
39;1;211415;3;2
40;1;4554;0;2
41;1;144970;5;6
42;1;385510;24;6
43;1;5165;0;3
44;1;105865;16;4
45;1;167208;1;6
46;1;344705;63;18
47;1;387953;17;5
48;1;481089;0;0
49;1;305368;0;0
50;1;100893;0;0
51;1;342732;8;20
52;1;159387;1;2
53;1;305413;17;12
54;1;234431;17;2
55;1;89565;24;6
56;1;114578;44;11
57;1;191918;0;1
58;1;431272;123;35
59;1;230548;24;8
60;1;109115;10;9
61;1;401311;67;2
62;1;65599;21;12
63;1;203200;2;1
64;1;245047;44;7
65;1;488704;0;0
66;1;369024;0;0
67;1;226310;0;0
68;1;328790;0;0
69;1;187872;6;2
70;1;307259;7;2
71;1;211468;11;2
72;1;157490;7;7
73;1;252119;15;8
74;1;218242;43;15
75;1;22792;13;1
76;1;19029;8;3
77;1;191889;51;18
78;1;316370;11;2
79;1;324402;90;8
80;1;121346;4;2
81;1;182057;14;20
82;1;185467;2;3
83;1;249047;27;42
84;1;312265;71;9
85;1;4959;1;4
86;1;185264;6;4
87;1;202177;13;4
88;1;290473;73;4
89;1;184703;6;7
90;1;427261;30;4
91;1;294619;28;19
92;1;233436;51;9
93;1;181555;22;31
94;1;166208;12;1
95;1;289182;7;2
96;1;114519;0;0
97;1;119511;0;0
98;1;257665;0;0
99;1;160979;0;0
100;1;305207;0;0
101;1;110763;8;1
102;1;254606;18;20
103;1;357360;12;2
104;1;204260;40;15
105;1;114826;26;4
106;1;101273;12;4
107;1;222885;66;1
108;1;138995;20;8
109;1;169607;6;7
110;1;4079;0;1
111;1;113835;13;2
112;1;354270;7;3
113;1;263758;49;16
114;1;99283;9;2
115;1;259421;43;18
116;1;520575;0;0
117;1;153657;0;0
118;1;85296;0;0
119;1;204315;0;0
120;1;97735;0;0
121;1;627095;0;0
122;1;145621;0;0
123;1;81143;0;1
124;1;151751;15;8
125;1;203705;21;6
126;1;164835;0;0
127;1;180684;0;0
128;1;319390;0;0
129;1;176717;0;0
130;1;2312;0;0
131;1;164738;0;0
132;1;152280;0;0
133;1;362933;0;1
134;1;116891;7;9
135;1;269308;22;5
136;1;245059;31;8
137;1;217741;19;10
138;1;207555;20;1
139;1;254951;18;7
140;1;366408;11;1
141;1;120831;3;2
142;1;205519;8;8
143;1;297027;13;4
144;1;127470;31;11
145;1;348504;153;33
146;1;192151;26;23
147;1;328218;6;6
148;1;190943;6;1
149;1;383329;56;9
150;1;137811;0;0
151;1;609035;77;19
152;1;241809;44;17
153;1;348243;41;8
154;1;232396;38;6
155;1;91222;0;2
156;1;210694;0;0
157;1;630416;0;0
158;1;129311;0;0
159;1;62520;0;0
160;1;351750;10;4
161;1;117284;3;1
162;1;27324;0;0
163;1;163611;5;2
164;1;378213;11;4
165;1;324976;50;24
166;1;178450;0;1
167;1;123638;8;2
168;1;255220;67;3
169;1;102392;3;1
170;1;180756;9;1
171;1;367225;46;12
172;1;99507;4;1
173;1;176645;25;10
174;1;674946;51;27
175;1;137160;10;2
176;1;200884;39;5
177;1;163922;17;5
178;1;156672;15;15
179;1;246558;79;5
180;1;205261;58;3
181;1;84707;0;1
182;1;268926;63;7
183;1;186121;21;3
184;1;296684;12;4
