ID_interaction;Class_interactions;0;1;2
185;1;313392;13;3
186;1;129721;0;0
187;1;103066;0;0
188;1;110517;0;0
189;1;432796;0;0
190;1;106620;0;0
191;1;25840;0;0
192;1;217602;0;0
193;1;81144;0;0
194;1;201798;0;0
195;1;241751;21;8
196;1;168851;41;4
197;1;395510;79;11
198;1;598364;0;0
199;1;227900;0;0
200;1;117282;0;0
201;1;180751;11;4
202;1;95939;14;5
203;1;667807;20;3
204;1;526836;43;6
205;1;605394;0;0
206;1;265710;0;0
207;1;98532;0;0
208;1;332583;5;5
209;1;159973;1;4
210;1;124357;25;7
211;1;117849;0;3
212;1;152977;62;23
213;1;205280;36;6
214;1;1297353;62;8
215;1;99950;34;15
216;1;230734;32;3
217;1;182406;37;11
218;1;283199;0;1
219;1;301342;6;2
220;1;843199;0;0
221;1;153657;0;0
222;1;212520;0;0
223;1;208170;0;0
224;1;126165;0;0
225;1;112805;0;0
226;1;215100;0;0
227;1;157927;0;0
228;1;208754;0;0
229;1;219939;5;1
230;1;419526;0;0
231;1;104468;0;0
232;1;232308;0;0
233;1;634260;0;0
234;1;186138;6;1
235;1;628063;27;2
236;1;209225;4;1
237;1;411740;6;11
238;1;14958;1;1
239;1;324497;1;2
240;1;138673;13;2
241;1;249639;19;6
242;1;132887;1;6
243;1;137810;5;1
244;1;155023;16;4
245;1;153819;3;3
246;1;170704;18;8
247;1;177630;21;9
248;1;151429;10;1
249;1;53307;2;11
250;1;985300;0;0
251;1;245082;1;15
252;1;234813;15;22
253;1;140191;77;9
254;1;236586;28;11
255;1;1289584;62;8
256;1;100461;1;2
257;1;169716;54;39
258;1;178450;0;1
259;1;218098;19;3
260;1;146828;2;2
261;1;543160;84;64
262;1;433134;39;5
263;1;63531;0;0
264;1;121352;0;0
265;1;238328;0;0
266;1;535966;0;0
267;1;240912;0;0
268;1;537798;10;2
269;1;253665;33;6
270;1;190340;7;3
271;1;141667;24;2
272;1;108169;19;4
273;1;404604;8;4
274;1;548818;2;1
275;1;101296;7;5
276;1;721189;59;24
277;1;224252;47;16
278;1;269618;98;14
279;1;333010;38;12
280;1;183045;9;8
281;1;410986;156;10
282;1;217225;44;6
283;1;416193;25;14
284;1;159329;5;1
285;1;215777;6;1
286;1;79974;4;2
287;1;146826;3;3
288;1;150382;36;5
289;1;119602;49;11
290;1;97039;8;3
291;1;292930;41;9
292;1;153017;29;16
293;1;213164;16;12
294;1;250605;48;13
295;1;278920;40;4
296;1;217061;5;5
297;1;283932;0;0
298;1;154818;0;0
299;1;239780;0;0
300;1;124224;0;0
301;1;269327;5;3
302;1;352549;25;10
303;1;143563;4;3
304;1;290286;62;12
305;1;131366;7;3
306;1;175322;4;3
307;1;302123;37;12
308;1;353168;40;13
309;1;645200;69;19
310;1;330914;39;7
311;1;262300;0;0
312;1;118401;0;0
313;1;73315;0;0
314;1;202790;0;0
315;1;145199;0;0
316;1;4962;1;1
317;1;217247;21;7
318;1;212930;7;17
319;1;908327;23;2
320;1;6993;0;0
321;1;226302;7;1
322;1;287072;25;8
323;1;206158;26;9
324;1;165772;13;7
325;1;230554;8;18
326;1;97714;12;9
327;1;175754;48;10
328;1;528185;97;10
329;1;160349;6;3
330;1;269627;90;13
331;1;108675;11;10
332;1;3670;0;2
333;1;348094;3;3
334;1;293305;68;42
335;1;185266;6;2
336;1;305207;0;0
337;1;186145;0;0
338;1;296759;0;0
339;1;142506;0;0
340;1;288100;0;0
341;1;285870;0;0
342;1;336870;0;0
343;1;301350;0;0
344;1;126672;0;0
345;1;175894;23;3
346;1;6549;0;0
347;1;183593;5;12
348;1;283788;10;2
349;1;301410;0;0
350;1;219735;0;0
351;1;24125;14;1
352;1;167189;13;13
353;1;127062;0;0
354;1;143856;0;0
355;1;185472;0;0
356;1;127512;0;0
357;1;227900;0;0
358;1;231285;9;6
359;1;173782;33;11
360;1;705497;26;5
361;1;131930;2;8
362;1;642085;21;2
363;1;10656;0;0
364;1;182107;5;2
365;1;408493;5;2
366;1;654307;46;7
367;1;277746;23;1
368;1;265993;0;0
369;1;110589;31;17
370;1;263797;23;3
371;1;215488;0;0
372;1;383219;15;4
373;1;145153;19;17
374;1;79436;2;4
375;1;31928;19;13
376;1;97299;7;5
377;1;302078;10;2
378;1;288891;21;11
379;1;108323;24;3
380;1;112000;33;23
381;1;194811;31;3
382;1;201771;20;7
383;1;227828;26;46
384;1;106630;18;4
385;1;837376;5;6
386;1;74648;0;0
387;1;157852;0;0
388;1;222040;0;0
389;1;173525;0;0
390;1;530040;0;0
391;1;113178;26;2
392;1;4076;3;1
393;1;146587;20;3
394;1;110511;5;1
395;1;251736;8;4
396;1;1240708;80;10
397;1;4009;0;3
398;1;112544;31;3
399;1;370521;24;12
400;1;247660;0;0
401;1;153532;6;3
402;1;83971;5;3
403;1;118612;20;5
404;1;263804;17;2
405;1;169075;48;13
406;1;8214;0;0
407;1;241482;6;2
408;1;195940;8;3
409;1;209782;7;1
410;1;260259;22;7
411;1;207229;4;7
412;1;202183;8;3
413;1;359811;4;12
414;1;231686;0;0
415;1;104256;0;0
416;1;21351;0;0
417;1;150570;0;0
418;1;73315;0;0
419;1;137160;9;3
420;1;233077;10;7
421;1;175643;23;8
422;1;136610;9;1
423;1;307391;30;19
424;1;69261;36;6
425;1;513845;92;3
426;1;118910;6;1
427;1;643064;19;1
428;1;403764;37;9
429;1;225878;30;2
430;1;370931;6;7
431;1;30430;14;3
432;1;491471;26;11
433;1;122601;10;2
434;1;179606;7;1
435;1;236424;29;47
436;1;265176;9;3
437;1;220957;18;15
438;1;205386;0;1
439;1;112796;2;7
440;1;321292;141;7
441;1;120663;11;7
442;1;243354;65;13
443;1;144651;14;1
444;1;131937;8;5
445;1;264841;14;5
446;1;294585;56;25
447;1;385620;82;26
448;1;146258;7;3
449;1;179645;5;3
450;1;185858;0;0
451;1;73306;7;2
452;1;700826;52;22
453;1;183302;9;1
454;1;165044;50;35
455;1;243414;7;11
456;1;228031;23;6
457;1;100460;2;2
458;1;183052;11;2
459;1;650782;28;22
460;1;7881;0;0
461;1;216944;0;0
462;1;201448;0;0
463;1;21080;0;0
464;1;4284;0;0
465;1;24612;0;0
466;1;144661;2;3
467;1;17985;26;9
468;1;525967;13;10
469;1;120536;9;1
470;1;141390;46;26
471;1;246274;7;7
472;1;168099;63;3
473;1;327059;105;16
474;1;170327;31;12
475;1;367231;28;16
476;1;294979;11;10
477;1;6771;0;0
478;1;253670;24;10
479;1;97729;5;1
480;1;288257;23;20
481;1;144888;10;2
482;1;268956;36;18
483;1;286657;12;7
484;1;633657;22;17
485;1;250666;0;0
486;1;17680;0;0
487;1;6216;0;0
488;1;8103;0;0
489;1;403988;0;0
490;1;180198;0;0
491;1;298717;0;0
492;1;162338;0;0
493;1;309600;0;0
494;1;321054;0;0
495;1;210694;0;0
496;1;206182;6;5
497;1;303134;24;12
498;1;230418;20;13
499;1;197564;1;9
500;1;262071;56;13
501;1;120986;20;3
502;1;115894;18;8
503;1;366504;21;3
504;1;224106;3;3
505;1;170837;52;34
506;1;194730;18;2
507;1;97299;6;4
508;1;113182;23;1
509;1;57659;0;1
510;1;167832;0;0
511;1;119658;3;1
512;1;257130;18;4
513;1;220970;17;3
514;1;559343;21;4
515;1;209264;5;3
516;1;223158;13;2
517;1;84697;6;5
518;1;180474;28;11
519;1;207530;45;1
520;1;149715;7;1
521;1;340838;58;16
522;1;207562;10;4
523;1;139719;27;6
524;1;313869;25;6
525;1;5106;0;0
526;1;144637;21;8
527;1;196869;3;6
528;1;396214;4;1
529;1;174720;9;2
530;1;179818;15;2
531;1;226790;5;1
532;1;5162;4;2
533;1;385514;21;5
534;1;147663;1;4
535;1;292143;14;3
536;1;196858;15;5
537;1;290332;12;16
538;1;566431;21;4
539;1;662434;19;1
540;1;141465;45;9
541;1;268901;49;46
542;1;303386;63;13
543;1;16317;0;0
544;1;184706;8;16
545;1;241066;11;3
546;1;1277341;112;55
547;1;666532;108;60
548;1;79958;12;10
549;1;198653;0;0
550;1;134354;0;0
551;1;28054;2;3
552;1;131944;19;13
553;1;249083;14;19
554;1;232274;21;13
555;1;322986;31;3
556;1;422624;11;1
557;1;156021;0;3
558;1;247272;21;3
559;1;319128;8;4
560;1;220447;30;6
561;1;320706;16;4
562;1;131929;11;9
563;1;108381;15;1
564;1;307253;11;4
565;1;277537;5;8
566;1;442803;28;2
567;1;24804;13;3
568;1;318198;0;2
569;1;180625;37;6
570;1;322486;2;12
571;1;281700;9;1
572;1;32231;3;4
573;1;333706;9;3
574;1;110124;0;0
575;1;377600;0;0
576;1;574906;0;0
577;1;16660;0;0
578;1;371700;0;0
579;1;535966;0;0
580;1;63529;0;0
581;1;239660;0;0
582;1;348462;0;0
583;1;106755;0;0
584;1;90612;21;11
585;1;163831;76;37
586;1;180185;10;3
587;1;239005;4;1
588;1;220238;4;6
589;1;331077;14;9
590;1;359454;22;14
591;1;230580;0;0
592;1;257853;0;0
593;1;172980;0;0
594;1;262795;0;0
595;1;313230;0;0
596;1;5661;0;0
597;1;29601;0;0
598;1;185185;0;0
599;1;136620;0;0
600;1;263823;0;0
601;1;56763;10;7
602;1;336135;98;12
603;1;73128;40;2
604;1;359728;16;14
605;1;116449;8;3
606;1;235977;55;2
607;1;208650;5;1
608;1;127138;17;7
609;1;175773;33;6
610;1;185184;0;1
611;1;186139;5;1
612;1;340006;57;4
613;1;232323;0;0
614;1;206428;4;3
615;1;60200;0;0
616;1;1699;0;1
617;1;1328425;67;7
618;1;197554;4;1
619;1;24808;8;4
620;1;269032;39;9
621;1;185185;0;0
622;1;123799;4;1
623;1;641380;40;4
624;1;1014748;38;14
625;1;343858;0;2
626;1;114840;15;1
627;1;124206;6;12
628;1;81953;16;3
629;1;427168;113;14
630;1;77308;5;1
631;1;31960;0;0
632;1;280612;0;0
633;1;114519;0;0
634;1;290550;0;0
635;1;222365;0;0
636;1;97940;0;0
637;1;165763;0;0
638;1;307390;0;0
639;1;442833;0;0
640;1;121009;0;0
641;1;123030;21;9
642;1;72772;0;2
643;1;342769;9;2
644;1;43143;0;3
645;1;195847;19;14
646;1;367166;35;19
647;1;665991;47;7
648;1;133286;15;7
649;1;29323;1;2
650;1;110124;0;0
651;1;68521;1;4
652;1;227765;6;1
653;1;249739;7;1
654;1;283920;98;8
655;1;18700;0;0
656;1;292145;11;4
657;1;124789;169;82
658;1;172333;31;5
659;1;108669;21;6
660;1;223596;3;1
661;1;438006;51;17
662;1;342146;38;16
663;1;330316;54;30
664;1;136824;0;5
665;1;180761;4;1
666;1;411575;14;1
667;1;163416;56;4
668;1;323118;61;23
669;1;79820;0;1
670;1;243353;66;13
671;1;342499;17;1
672;1;157833;18;1
673;1;311074;183;54
674;1;161831;6;1
675;1;240870;29;13
676;1;242424;0;0
677;1;567137;0;0
678;1;20400;0;0
679;1;125686;0;0
680;1;214148;0;0
681;1;469888;0;0
682;1;542800;0;0
683;1;478080;0;0
684;1;203732;0;0
685;1;627499;71;18
686;1;132159;20;8
687;1;19368;10;2
688;1;228366;45;9
689;1;5779;0;1
690;1;69308;5;3
691;1;150171;27;16
692;1;366399;17;4
693;1;157850;1;1
694;1;208624;30;2
695;1;157724;24;2
696;1;16998;0;2
697;1;98982;1;7
698;1;203162;31;10
699;1;433176;1;1
700;1;123969;0;0
701;1;168884;6;6
702;1;179644;7;2
703;1;259981;56;3
704;1;246578;43;2
705;1;236564;26;20
706;1;642581;53;41
707;1;151466;30;1
708;1;83430;30;3
709;1;443189;49;12
710;1;0;0;0
711;1;41775;13;2
712;1;115893;15;12
713;1;64288;0;0
714;1;312232;19;7
715;1;173515;8;2
716;1;295998;17;5
717;1;107509;3;2
718;1;3602;1;1
719;1;358442;67;6
720;1;106632;16;4
721;1;176789;24;10
722;1;234833;11;6
723;1;141117;52;5
724;1;163610;3;5
725;1;339949;11;8
726;1;114631;0;2
727;1;220818;0;0
728;1;284715;0;0
729;1;130020;0;0
730;1;119784;0;0
731;1;210236;0;0
732;1;127300;0;0
733;1;41193;0;0
734;1;114856;0;0
735;1;191202;0;0
736;1;143014;3;5
737;1;6457;0;3
738;1;231268;41;25
739;1;131928;16;6
740;1;385521;14;5
741;1;154788;21;9
742;1;166571;10;1
743;1;101513;3;4
744;1;72917;7;16
745;1;170907;14;2
746;1;640488;10;2
747;1;151771;2;1
748;1;876455;23;2
749;1;108192;0;0
750;1;266733;0;0
751;1;152748;10;2
752;1;326773;21;6
753;1;162228;3;1
754;1;3807;0;1
755;1;286655;23;4
756;1;196405;12;3
757;1;129712;8;1
758;1;340163;41;15
759;1;302107;58;15
760;1;180457;21;8
761;1;220812;5;1
762;1;135329;16;10
763;1;345898;59;3
764;1;264729;7;4
765;1;258740;9;3
766;1;424762;23;15
767;1;312629;69;2
768;1;128686;4;1
769;1;113973;14;1
770;1;148147;0;1
771;1;227399;40;6
772;1;83963;7;9
773;1;631944;15;1
774;1;226370;23;15
775;1;256200;0;0
776;1;253700;0;0
777;1;220483;0;0
778;1;173826;0;0
779;1;543308;0;0
780;1;388450;0;0
781;1;211385;0;0
782;1;491914;0;0
783;1;102396;0;0
784;1;385514;21;5
785;1;251915;13;2
786;1;262730;5;17
787;1;330348;38;4
788;1;227970;4;2
789;1;385456;75;9
790;1;269409;10;2
791;1;220767;35;4
792;1;134129;11;5
793;1;160346;9;3
794;1;675182;214;68
795;1;4145;0;3
796;1;390724;21;5
797;1;170750;20;5
798;1;234831;13;6
799;1;497473;20;9
800;1;179820;0;0
801;1;114024;4;2
802;1;21325;0;3
803;1;123643;4;1
804;1;477134;35;61
805;1;288919;3;1
806;1;105798;15;10
807;1;380024;4;2
808;1;318495;94;11
809;1;561425;22;3
810;1;127826;22;5
811;1;133163;65;34
812;1;322498;0;2
813;1;283085;98;17
814;1;88870;1;1
815;1;232425;13;2
816;1;170717;46;12
817;1;294933;50;17
818;1;238513;56;3
819;1;89592;0;3
820;1;17656;19;5
821;1;170917;2;4
822;1;398286;24;11
823;1;189288;9;3
824;1;355880;19;5
825;1;645786;5;1
826;1;271180;0;0
827;1;208936;0;0
828;1;262626;0;0
829;1;66650;0;0
830;1;137484;0;0
831;1;6771;0;0
832;1;706979;0;0
833;1;306046;0;0
834;1;129200;9;4
835;1;202487;50;3
836;1;506450;32;11
837;1;112008;46;2
838;1;94156;17;8
839;1;215253;8;3
840;1;236448;37;15
841;1;246288;0;0
842;1;381776;5;3
843;1;372415;35;6
844;1;225832;47;3
845;1;245974;32;10
846;1;158329;5;6
847;1;265676;29;5
848;1;357355;110;27
849;1;224984;21;3
850;1;273280;0;0
851;1;196593;7;5
852;1;125221;8;6
853;1;196023;17;4
854;1;403791;17;2
855;1;455335;73;13
856;1;206413;16;6
857;1;170568;13;1
858;1;167806;20;6
859;1;233016;9;19
860;1;266817;8;13
861;1;175612;16;11
862;1;206894;23;3
863;1;245419;6;2
864;1;807918;55;32
865;1;202516;20;4
866;1;97737;1;2
867;1;170750;20;5
868;1;704488;42;20
869;1;305412;23;7
870;1;462430;108;8
871;1;6771;0;0
872;1;309760;0;4
873;1;123039;19;2
874;1;411152;0;0
875;1;250666;0;0
876;1;230100;0;0
877;1;198653;0;0
878;1;211481;0;0
879;1;158834;0;0
880;1;26180;0;0
881;1;674660;0;0
882;1;280266;2;7
883;1;4351;0;1
884;1;3876;0;0
885;1;102546;3;1
886;1;118747;6;2
887;1;110597;10;30
888;1;273194;16;14
889;1;159335;0;0
890;1;178182;20;2
891;1;19038;1;1
892;1;103959;9;6
893;1;449157;1;2
894;1;165792;0;0
895;1;192200;0;0
896;1;268278;0;0
897;1;287712;0;0
898;1;480106;0;0
899;1;254130;0;0
900;1;371904;0;0
901;1;99996;0;3
902;1;337711;14;7
903;1;150611;31;2
904;1;364086;57;13
905;1;362294;63;13
906;1;50728;8;9
907;1;255581;7;8
908;1;294655;9;2
909;1;353840;34;126
910;1;506875;70;9
911;1;196583;21;1
912;1;104312;7;9
913;1;404852;17;5
914;1;108365;20;12
915;1;179642;9;2
916;1;326892;48;12
917;1;268760;20;5
918;1;32834;0;1
919;1;293586;65;13
920;1;403705;63;42
921;1;185423;15;34
922;1;431430;0;0
923;1;181818;0;0
924;1;106200;0;0
925;1;168036;0;0
926;1;134343;0;0
927;1;317422;0;0
928;1;242424;0;0
929;1;209196;0;0
930;1;660744;0;0
931;1;158183;5;3
932;1;162175;50;7
933;1;256191;4;5
934;1;149256;7;5
935;1;94644;7;17
936;1;90620;5;2
937;1;141655;32;6
938;1;163406;3;4
939;1;322453;42;5
940;1;219877;18;5
941;1;164685;6;1
942;1;5166;1;1
943;1;11766;0;0
944;1;34616;4;6
945;1;310286;69;25
946;1;4144;3;1
947;1;393053;21;14
948;1;244972;109;19
949;1;3671;0;1
950;1;114851;0;0
951;1;174693;21;17
952;1;742928;32;20
953;1;5106;0;0
954;1;147118;70;24
955;1;218758;17;6
956;1;63716;38;2
957;1;263412;14;6
958;1;401813;55;12
959;1;257129;18;5
960;1;315876;74;30
961;1;6993;0;0
962;1;296819;13;6
963;1;302779;4;1
964;1;208170;0;0
965;1;295346;63;91
966;1;75109;24;8
967;1;365101;35;7
968;1;70647;1;1
969;1;352559;14;11
970;1;160912;59;8
971;1;163325;82;6
972;1;146195;1;4
973;1;294414;9;1
974;1;340034;17;16
975;1;139588;1;1
976;1;132066;0;0
977;1;352534;0;0
978;1;228956;0;0
979;1;110754;0;0
980;1;102873;0;0
981;1;864860;0;0
982;1;100998;0;0
983;1;422598;30;8
984;1;185789;19;6
985;1;303605;6;3
986;1;296492;52;26
987;1;21066;9;5
988;1;24975;0;0
989;1;950280;19;1
990;1;262176;119;5
991;1;243109;21;1
992;1;845650;25;5
993;1;690743;21;4
994;1;296711;44;4
995;1;583398;51;15
996;1;424138;31;17
997;1;1170361;20;2
998;1;463679;0;1
999;1;443070;30;6
1000;1;285936;0;0
1001;1;131239;22;3
1002;1;450808;26;12
1003;1;255937;5;2
1004;1;136581;0;3
1005;1;421994;15;1
1006;1;153112;12;2
1007;1;111;0;0
1008;1;112797;4;4
1009;1;624448;60;2
1010;1;763487;15;8
1011;1;1251824;37;5
1012;1;450586;15;1
1013;1;34268;61;11
1014;1;97911;0;0
1015;1;812643;0;0
1016;1;883890;0;0
1017;1;104843;0;0
1018;1;450602;0;0
1019;1;474900;75;34
1020;1;725675;20;5
1021;1;674648;40;2
1022;1;124353;5;4
1023;1;510440;113;27
1024;1;692851;20;3
1025;1;308073;15;8
1026;1;2063069;31;2
1027;1;23101;14;5
1028;1;142559;13;4
1029;1;6771;0;0
1030;1;712008;159;7
1031;1;96747;8;1
1032;1;1964;0;8
1033;1;93199;39;20
1034;1;30405;21;21
1035;1;366123;1;6
1036;1;139451;14;3
1037;1;83064;10;5
1038;1;1230362;7;3
1039;1;44527;8;5
1040;1;252268;3;2
1041;1;338591;46;13
1042;1;427709;17;2
1043;1;1136015;30;3
1044;1;535833;6;6
1045;1;528292;0;0
1046;1;183062;0;0
1047;1;58432;0;0
1048;1;247936;0;0
1049;1;599053;0;0
1050;1;158191;0;0
1051;1;1081115;25;17
1052;1;1443104;63;3
1053;1;1043039;20;2
1054;1;125361;3;6
1055;1;1009910;54;6
1056;1;330373;13;4
1057;1;204309;3;3
1058;1;352333;79;4
1059;1;214323;42;13
1060;1;196035;2;7
1061;1;760296;53;6
1062;1;464482;20;6
1063;1;1794584;52;3
